,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,Economic,Capacity_and_resources,Morality,Fairness_and_equality,Legality_jurisdiction,Policy_prescription,Crime_and_punishment,Security_and_defense,Health_and_safety,Quality_of_life,Cultural_identity,Public_sentiment,Political,External_regulation,Other
Immigration1.0-35593,0,0,1,new york times,1985,6,25,19850625,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-9328,0,1,0,philadelphia inquirer,2001,2,25,20010225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-37739,0,0,1,palm beach post,1991,10,14,19911014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-37730,0,0,1,usa today,1991,10,17,19911017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-27056,0,0,1,palm beach post,2008,7,14,20080714,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-41059,0,0,1,palm beach post,1994,12,9,19941209,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-18928,0,0,1,st. petersburg times,2006,1,8,20060108,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-17749,0,0,1,washington post,2005,8,30,20050830,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-4189,0,0,1,atlanta journal and constitution,1997,7,24,19970724,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-34183,0,0,1,san jose mercury news,2012,12,1,20121201,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-21213,0,0,1,saint paul pioneer press,2006,5,30,20060530,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-19039,0,0,1,atlanta journal and constitution,2005,12,18,20051218,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-19563,0,0,1,washington post,2006,4,14,20060414,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-19033,0,0,1,st. petersburg times,2005,12,20,20051220,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-19035,0,0,1,san jose mercury news,2005,12,19,20051219,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-7184,0,0,1,palm beach post,1999,9,27,19990927,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-36217,0,0,1,new york times,1986,5,2,19860502,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-31297,0,0,1,daily news,2011,3,24,20110324,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-31295,0,0,1,washington post,2011,3,25,20110325,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-31294,0,1,0,washington post,2011,3,25,20110325,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-41232,0,1,0,washington post,1994,11,10,19941110,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-31291,0,0,0,denver post,2011,3,25,20110325,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-15293,0,0,1,atlanta journal and constitution,2004,1,12,20040112,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-23787,0,1,0,daily news,2007,5,1,20070501,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-9557,0,0,1,san jose mercury news,2001,1,5,20010105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-23783,0,0,1,usa today,2007,5,2,20070502,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-9552,0,0,1,san jose mercury news,2001,1,7,20010107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-21633,0,0,1,st. louis post-dispatch,2006,7,16,20060716,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-27496,0,0,1,san jose mercury news,2009,1,6,20090106,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-36026,0,0,1,new york times,1986,10,25,19861025,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-27499,0,0,1,st. louis post-dispatch,2009,1,2,20090102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-23163,0,0,1,usa today,2007,3,21,20070321,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-36124,0,0,0,new york times,1986,7,20,19860720,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-36129,0,0,1,new york times,1986,7,16,19860716,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-6761,0,0,1,san jose mercury news,1999,5,19,19990519,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-33290,0,0,1,palm beach post,2012,6,26,20120626,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-33293,0,0,1,san jose mercury news,2012,6,26,20120626,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-33298,0,0,1,st. louis post-dispatch,2012,6,26,20120626,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-40011,0,0,1,san jose mercury news,1994,4,27,19940427,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-40544,0,0,1,san jose mercury news,1994,6,29,19940629,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-19291,0,1,0,san jose mercury news,2006,3,26,20060326,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-22782,0,0,1,atlanta journal and constitution,2007,1,8,20070108,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-19299,0,0,1,atlanta journal and constitution,2006,3,25,20060325,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-40548,0,0,1,palm beach post,1994,6,28,19940628,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-16508,0,0,1,palm beach post,2004,11,25,20041125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-16509,0,0,1,san jose mercury news,2004,11,25,20041125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-16893,0,0,1,new york times,2005,3,7,20050307,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-16500,0,0,1,herald-sun,2004,11,27,20041127,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-13595,0,0,1,san jose mercury news,2003,1,23,20030123,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-8979,0,0,1,new york times,2000,9,23,20000923,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-10823,0,0,1,atlanta journal and constitution,2001,12,14,20011214,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-10822,0,0,1,st. petersburg times,2001,12,15,20011215,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-8202,0,0,1,palm beach post,2000,8,29,20000829,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-34744,0,0,1,new york times,1981,10,29,19811029,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-16170,0,0,1,philadelphia inquirer,2004,7,12,20040712,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-35836,0,0,1,new york times,1984,6,21,19840621,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-11994,0,0,1,st. louis post-dispatch,2002,7,29,20020729,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-11993,0,0,1,st. petersburg times,2002,7,29,20020729,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-37296,0,0,1,palm beach post,1990,12,27,19901227,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-3848,0,0,1,daily news,1997,9,29,19970929,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-30246,0,0,1,atlanta journal and constitution,2010,9,26,20100926,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-30716,0,0,1,new york times,2011,1,5,20110105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-2460,0,0,1,washington post,1996,8,10,19960810,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-12079,0,0,1,atlanta journal and constitution,2002,7,10,20020710,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-12075,0,1,0,new york times,2002,7,11,20020711,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-25258,0,0,1,washington post,2007,8,28,20070828,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-22979,0,0,0,washington post,2006,12,10,20061210,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-22976,0,0,1,san jose mercury news,2006,12,10,20061210,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-28337,0,0,1,atlanta journal and constitution,2009,11,7,20091107,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-25254,0,0,1,washington post,2007,8,29,20070829,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-28335,0,0,1,saint paul pioneer press,2009,11,9,20091109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-25251,0,0,1,st. louis post-dispatch,2007,8,29,20070829,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-1168,0,0,1,new york times,1995,9,25,19950925,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-38212,0,0,1,new york times,1992,5,31,19920531,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-38213,0,0,1,st. louis post-dispatch,1992,5,31,19920531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-4539,0,0,1,washington post,1997,10,27,19971027,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-28590,0,0,1,palm beach post,2009,8,2,20090802,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-31625,0,0,1,washington post,2011,7,1,20110701,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-31622,0,0,1,new york times,2011,7,1,20110701,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-28597,0,0,1,denver post,2010,4,30,20100430,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-31620,0,1,0,atlanta journal and constitution,2011,7,1,20110701,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-29429,0,0,1,denver post,2010,5,4,20100504,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-29426,0,0,1,usa today,2010,5,5,20100505,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-29422,0,0,1,san jose mercury news,2010,5,5,20100505,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-10222,0,0,1,denver post,2001,7,17,20010717,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-14029,0,1,0,washington post,2003,5,10,20030510,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-21400,0,0,1,herald-sun,2006,8,12,20060812,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-8199,0,0,1,palm beach post,2000,8,30,20000830,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-8198,0,0,1,palm beach post,2000,8,30,20000830,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-8196,0,1,0,new york times,2000,8,30,20000830,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-16773,0,1,0,denver post,2005,3,31,20050331,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-33866,0,0,1,denver post,2012,9,5,20120905,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-19996,0,0,1,st. petersburg times,2006,4,1,20060401,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-32026,0,0,1,new york times,2011,10,6,20111006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-37509,0,0,1,st. petersburg times,1990,6,18,19900618,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-37508,0,0,1,new york times,1990,6,18,19900618,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-19198,0,0,1,san jose mercury news,2006,3,29,20060329,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-23317,0,0,1,palm beach post,2007,3,1,20070301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-23310,0,0,1,atlanta journal and constitution,2007,3,1,20070301,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-655,0,0,1,new york times,1995,6,11,19950611,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-20228,0,0,1,denver post,2006,4,27,20060427,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-15888,0,1,0,saint paul pioneer press,2004,9,23,20040923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-6978,0,1,0,atlanta journal and constitution,1999,11,29,19991129,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-30870,0,1,0,atlanta journal and constitution,2011,6,5,20110605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-11179,0,1,0,herald-sun,2002,3,13,20020313,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-12852,0,0,1,st. petersburg times,2002,8,1,20020801,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-12853,0,0,1,daily news,2002,12,31,20021231,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-12851,0,0,1,new york times,2002,8,1,20020801,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-17828,0,1,0,washington post,2005,8,17,20050817,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-19375,0,0,1,atlanta journal and constitution,2006,3,19,20060319,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-766,0,0,1,new york times,1995,5,11,19950511,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-25413,0,0,1,washington post,2007,11,30,20071130,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-22377,0,0,1,palm beach post,2006,11,6,20061106,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-34977,0,0,1,new york times,1981,2,7,19810207,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-9969,0,0,1,san jose mercury news,2001,8,22,20010822,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-9966,0,0,1,philadelphia inquirer,2001,8,22,20010822,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-20466,0,0,1,washington post,2006,4,16,20060416,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-20462,0,0,1,washington post,2006,4,16,20060416,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-18276,0,0,1,san jose mercury news,2005,11,29,20051129,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-35625,0,0,1,new york times,1985,5,19,19850519,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-11500,0,0,1,new york times,2002,1,12,20020112,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-11503,0,0,1,new york times,2002,1,11,20020111,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Immigration1.0-22198,0,0,1,palm beach post,2006,8,17,20060817,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-3611,0,0,1,washington post,1997,5,8,19970508,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-900,0,1,0,new york times,1995,12,14,19951214,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-909,0,0,1,san jose mercury news,1995,12,11,19951211,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-33370,0,0,1,daily news,2012,6,23,20120623,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-38854,0,0,1,new york times,1992,11,2,19921102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-27116,0,1,0,denver post,2008,6,30,20080630,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-27119,0,0,1,usa today,2008,6,30,20080630,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-26508,0,1,0,washington post,2008,4,23,20080423,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-13040,0,0,1,saint paul pioneer press,2002,11,27,20021127,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Immigration1.0-2873,0,0,1,san jose mercury news,1996,10,13,19961013,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-3470,0,0,1,daily news,1997,6,4,19970604,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-3475,0,0,1,denver post,1997,6,3,19970603,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-5616,0,0,1,washington post,1998,12,25,19981225,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-23965,0,0,1,atlanta journal and constitution,2007,4,6,20070406,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-26991,0,0,1,palm beach post,2008,7,31,20080731,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-13629,0,1,0,new york times,2003,1,17,20030117,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-13621,0,0,1,san jose mercury news,2003,1,19,20030119,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-2706,0,0,1,san jose mercury news,1996,11,29,19961129,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-2707,0,0,1,atlanta journal and constitution,1996,11,28,19961128,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-32568,0,0,1,saint paul pioneer press,2011,12,11,20111211,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-37089,0,0,1,palm beach post,1989,3,10,19890310,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-34162,0,1,0,new york times,2012,12,3,20121203,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-336,0,0,1,palm beach post,1995,1,10,19950110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-5879,0,0,1,herald-sun,1998,9,20,19980920,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-30502,0,0,1,daily news,2011,2,18,20110218,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-38684,0,0,1,usa today,1993,1,20,19930120,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-12349,0,0,1,san jose mercury news,2002,5,24,20020524,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-38688,0,0,1,washington post,1993,1,19,19930119,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-12685,0,0,1,new york times,2002,8,27,20020827,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-37886,0,0,1,washington post,1991,7,28,19910728,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-37881,0,0,1,washington post,1991,8,2,19910802,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-20268,0,0,1,st. petersburg times,2006,4,26,20060426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-20269,0,0,1,usa today,2006,4,26,20060426,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-34216,0,0,1,san jose mercury news,2012,11,23,20121123,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-20266,0,0,1,st. louis post-dispatch,2006,4,26,20060426,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-20123,0,0,1,new york times,2006,5,1,20060501,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-5734,0,0,1,new york times,1998,11,5,19981105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-1750,0,0,1,atlanta journal and constitution,1996,6,19,19960619,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-20128,0,0,1,philadelphia inquirer,2006,5,1,20060501,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-29850,0,0,1,palm beach post,2010,7,18,20100718,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-32902,0,0,1,atlanta journal and constitution,2012,4,21,20120421,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-29858,0,0,1,atlanta journal and constitution,2010,7,17,20100717,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-7614,0,0,1,philadelphia inquirer,2000,1,17,20000117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-7617,0,0,1,atlanta journal and constitution,2000,1,16,20000116,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-17018,0,0,1,new york times,2005,2,9,20050209,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Immigration1.0-12534,0,0,1,new york times,2002,9,24,20020924,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-18900,0,0,1,saint paul pioneer press,2006,1,12,20060112,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-18901,0,1,0,washington post,2006,1,12,20060112,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Immigration1.0-41035,0,0,1,new york times,1994,12,15,19941215,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-28458,0,0,1,new york times,2009,9,21,20090921,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-39486,0,0,1,new york times,1993,7,15,19930715,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Immigration1.0-36590,0,0,1,new york times,1987,10,13,19871013,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-36592,0,0,1,new york times,1987,10,12,19871012,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-6561,0,0,1,atlanta journal and constitution,1999,7,11,19990711,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-23456,0,0,1,st. louis post-dispatch,2007,2,11,20070211,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-16699,0,0,1,saint paul pioneer press,2004,10,17,20041017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-36043,0,0,0,new york times,1986,10,15,19861015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-16692,0,0,1,washington post,2004,10,18,20041018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-27477,0,0,1,washington post,2009,1,15,20090115,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-27470,0,0,1,new york times,2009,1,16,20090116,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-27177,0,1,0,new york times,2008,6,15,20080615,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-16521,0,0,1,herald-sun,2004,11,23,20041123,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-23100,0,0,1,new york times,2007,3,30,20070330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-6705,0,0,1,washington post,1999,6,5,19990605,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-23103,0,0,1,washington post,2007,3,30,20070330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-23104,0,0,1,washington post,2007,3,30,20070330,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-23105,0,0,1,denver post,2007,3,29,20070329,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-36101,0,0,1,new york times,1986,8,12,19860812,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-13820,0,0,1,daily news,2003,6,13,20030613,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-13823,0,0,1,new york times,2003,6,13,20030613,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-38994,0,0,1,new york times,1992,7,29,19920729,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-13829,0,1,0,washington post,2003,6,12,20030612,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-12997,0,0,1,denver post,2002,12,4,20021204,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Immigration1.0-12996,0,0,1,atlanta journal and constitution,2002,12,4,20021204,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-12998,0,0,1,san jose mercury news,2002,12,4,20021204,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-10590,0,0,1,new york times,2001,9,20,20010920,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-10593,0,1,0,saint paul pioneer press,2001,9,20,20010920,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-10598,0,0,1,daily news,2001,9,19,20010919,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-30688,0,1,0,philadelphia inquirer,2011,1,9,20110109,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-8228,0,0,1,palm beach post,2000,8,25,20000825,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-3284,0,1,0,new york times,1997,2,4,19970204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-8221,0,0,1,washington post,2000,8,26,20000826,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-11978,0,0,1,new york times,2002,7,31,20020731,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-11979,0,0,1,palm beach post,2002,7,31,20020731,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-35816,0,0,1,new york times,1984,6,28,19840628,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-35812,0,0,1,new york times,1984,7,1,19840701,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Immigration1.0-12331,0,0,1,new york times,2002,5,29,20020529,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-32355,0,0,1,washington post,2012,1,29,20120129,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-37271,0,0,1,palm beach post,1988,11,25,19881125,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-37270,0,1,0,palm beach post,1988,11,27,19881127,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-3868,0,0,1,daily news,1997,9,25,19970925,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-32681,0,1,0,new york times,2012,5,31,20120531,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
