,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,Pro,Neutral,Anti,Explicit,Implicit
gun_control1.0-1021,0,0,1,atlanta journal and constitution,1991,5,9,19910509,0.213625313,0.040914539,0.745460147,0.987782021,0.012217979
gun_control1.0-10210,0,0,0,new york times,2005,4,3,20050403,0.279215645,0.260635621,0.460148735,0.038881514,0.961118486
gun_control1.0-10211,0,0,1,st. petersburg times,2005,4,3,20050403,0.355235353,0.120760037,0.52400461,0.907894735,0.092105265
gun_control1.0-10212,0,0,1,herald-sun,2005,4,2,20050402,0.214921227,0.017581631,0.767497141,0.955315994,0.044684006
gun_control1.0-10213,0,0,1,st. louis post-dispatch,2005,4,1,20050401,0.054127033,0.101011027,0.844861939,0.874900453,0.125099547
gun_control1.0-10214,0,0,1,palm beach post,2005,3,27,20050327,0.188058779,0.135557679,0.676383543,0.788846104,0.211153896
gun_control1.0-10215,0,0,0,san jose mercury news,2005,3,26,20050326,0.343006559,0.106918187,0.550075254,0.169691951,0.830308049
gun_control1.0-10216,0,0,0,philadelphia inquirer,2005,3,25,20050325,0.022954812,0.058928735,0.918116453,0.023799867,0.976200133
gun_control1.0-10217,0,0,1,philadelphia inquirer,2005,3,25,20050325,0.177543598,0.071265265,0.751191137,0.004576877,0.995423123
gun_control1.0-10219,0,0,0,st. louis post-dispatch,2005,3,25,20050325,0.511031967,0.12552536,0.363442672,0.000520088,0.999479912
gun_control1.0-1022,0,1,0,new york times,1991,5,9,19910509,0.165030249,0.259785006,0.575184745,0.037220816,0.962779184
gun_control1.0-10220,0,0,1,saint paul pioneer press,2005,3,24,20050324,0.105536416,0.096232549,0.798231035,0.014797412,0.985202588
gun_control1.0-10222,0,0,0,new york times,2005,3,23,20050323,0.287723679,0.384179106,0.328097215,0.008525452,0.991474548
gun_control1.0-10223,0,0,0,palm beach post,2005,3,23,20050323,0.476023152,0.073017055,0.450959793,0.328808973,0.671191027
gun_control1.0-10224,0,0,0,palm beach post,2005,3,23,20050323,0.666050418,0.078539528,0.255410054,0.00246565,0.99753435
gun_control1.0-10225,0,0,0,philadelphia inquirer,2005,3,23,20050323,0.217374369,0.031835397,0.750790233,0.00466268,0.99533732
gun_control1.0-10226,0,0,0,philadelphia inquirer,2005,3,22,20050322,0.2331193,0.069426326,0.697454374,8.29E-05,0.999917112
gun_control1.0-10227,0,0,0,saint paul pioneer press,2005,3,22,20050322,0.128800653,0.05966067,0.811538676,0.015174384,0.984825616
gun_control1.0-10228,0,0,0,philadelphia inquirer,2005,3,20,20050320,0.063097921,0.025002554,0.911899526,0.81466986,0.18533014
gun_control1.0-10229,0,0,0,philadelphia inquirer,2005,3,19,20050319,0.148722635,0.037998749,0.813278616,0.061261624,0.938738376
gun_control1.0-1023,0,0,1,new york times,1991,5,9,19910509,0.203471983,0.099081241,0.697446776,0.112596668,0.887403332
gun_control1.0-10230,0,0,1,st. louis post-dispatch,2005,3,19,20050319,0.103138735,0.085299575,0.81156169,0.00497001,0.99502999
gun_control1.0-10231,0,0,1,philadelphia inquirer,2005,3,17,20050317,0.389021052,0.15714277,0.453836178,0.000539704,0.999460296
gun_control1.0-10232,0,0,0,philadelphia inquirer,2005,3,17,20050317,0.028697445,0.137691127,0.833611428,0.001182813,0.998817187
gun_control1.0-10233,0,0,0,philadelphia inquirer,2005,3,16,20050316,0.059938707,0.028656256,0.911405037,0.026219088,0.973780912
gun_control1.0-10234,0,0,0,st. louis post-dispatch,2005,3,16,20050316,0.60544828,0.174225753,0.220325967,0.054197813,0.945802187
gun_control1.0-10235,0,0,1,st. petersburg times,2005,3,16,20050316,0.464916022,0.028587342,0.506496636,0.999924968,7.50E-05
gun_control1.0-10236,0,0,0,san jose mercury news,2005,3,15,20050315,0.2053237,0.105285713,0.689390587,0.164376997,0.835623003
gun_control1.0-10237,0,0,0,st. louis post-dispatch,2005,3,15,20050315,0.612478661,0.068235981,0.319285357,0.100391918,0.899608082
gun_control1.0-10238,0,0,0,st. louis post-dispatch,2005,3,15,20050315,0.048416714,0.170332567,0.781250719,0.007892216,0.992107784
gun_control1.0-10239,0,0,0,st. petersburg times,2005,3,15,20050315,0.495133564,0.149745125,0.355121311,0.000777441,0.999222559
gun_control1.0-1024,0,0,0,new york times,1991,5,9,19910509,0.258569036,0.227735415,0.513695549,0.007238277,0.992761723
gun_control1.0-10240,0,0,0,st. petersburg times,2005,3,14,20050314,0.284543604,0.05999653,0.655459866,0.950115943,0.049884057
gun_control1.0-10241,0,0,0,st. louis post-dispatch,2005,3,13,20050313,0.236022523,0.454408884,0.309568592,0.021022083,0.978977917
gun_control1.0-10243,0,0,0,washington post,2005,3,13,20050313,0.47625514,0.161258265,0.362486595,0.00210956,0.99789044
gun_control1.0-10244,0,0,0,daily news,2005,3,9,20050309,0.074758068,0.016203921,0.909038011,0.96264665,0.03735335
gun_control1.0-10245,0,0,1,new york times,2005,3,9,20050309,0.213819728,0.029200607,0.756979665,0.843106157,0.156893843
gun_control1.0-10246,0,0,1,san jose mercury news,2005,3,9,20050309,0.045298258,0.094994293,0.859707449,0.00873467,0.99126533
gun_control1.0-10247,0,0,0,new york times,2005,3,8,20050308,0.274892452,0.140355325,0.584752222,0.021729492,0.978270508
gun_control1.0-10248,0,0,0,st. louis post-dispatch,2005,3,7,20050307,0.604709273,0.130565515,0.264725212,0.001633964,0.998366036
gun_control1.0-10249,0,0,0,atlanta journal and constitution,2005,3,6,20050306,0.425951429,0.162119854,0.411928717,0.057607158,0.942392842
gun_control1.0-1025,0,0,1,palm beach post,1991,5,9,19910509,0.693679572,0.037837961,0.268482468,0.999807738,0.000192262
gun_control1.0-10250,0,0,1,daily news,2005,2,26,20050226,0.157201739,0.163972405,0.678825856,0.000543924,0.999456076
gun_control1.0-10251,0,0,1,washington post,2005,2,24,20050224,0.531853152,0.037604309,0.430542539,0.965398173,0.034601827
gun_control1.0-10252,0,0,1,saint paul pioneer press,2005,2,22,20050222,0.676313294,0.142937632,0.180749074,0.989133704,0.010866296
gun_control1.0-10253,0,1,0,atlanta journal and constitution,2005,2,21,20050221,0.306571051,0.143156411,0.550272538,0.655059546,0.344940454
gun_control1.0-10254,0,0,0,new york times,2005,2,20,20050220,0.305156365,0.064739272,0.630104363,0.932663995,0.067336005
gun_control1.0-10255,0,0,1,washington post,2005,2,13,20050213,0.603521543,0.046708628,0.349769828,0.999585226,0.000414774
gun_control1.0-10256,0,0,1,atlanta journal and constitution,2005,2,11,20050211,0.383385122,0.204665622,0.411949256,0.016438699,0.983561301
gun_control1.0-10257,0,0,0,washington post,2005,2,7,20050207,0.373062934,0.06594098,0.560996086,0.165854664,0.834145336
gun_control1.0-10258,0,0,0,new york times,2005,2,6,20050206,0.077172586,0.053028099,0.869799316,0.702529892,0.297470108
gun_control1.0-10259,0,0,0,philadelphia inquirer,2005,2,2,20050202,0.352580946,0.176595487,0.470823567,0.000346075,0.999653925
gun_control1.0-1026,0,0,0,palm beach post,1991,5,9,19910509,0.273825871,0.37473791,0.351436219,0.003132262,0.996867738
gun_control1.0-10260,0,0,0,saint paul pioneer press,2005,1,30,20050130,0.119108284,0.207183591,0.673708125,0.010978465,0.989021535
gun_control1.0-10261,1,0,0,denver post,2005,1,28,20050128,0.367164498,0.223801307,0.409034195,0.003018292,0.996981708
gun_control1.0-10262,0,0,0,washington post,2005,1,27,20050127,0.233431045,0.044444097,0.722124858,0.002022352,0.997977648
gun_control1.0-10263,0,0,0,atlanta journal and constitution,2005,1,25,20050125,0.453106626,0.215330135,0.331563239,0.743953326,0.256046674
gun_control1.0-10264,0,0,1,saint paul pioneer press,2005,1,23,20050123,0.284705835,0.230229215,0.485064949,0.024910472,0.975089528
gun_control1.0-10265,0,0,0,washington post,2005,1,22,20050122,0.104927747,0.219112835,0.675959418,0.003353392,0.996646608
gun_control1.0-10266,0,0,1,denver post,2005,1,21,20050121,0.098664042,0.280441804,0.620894154,0.001557981,0.998442019
gun_control1.0-10267,0,0,0,daily news,2005,1,20,20050120,0.187873911,0.189454733,0.622671356,0.00723921,0.99276079
gun_control1.0-10268,0,0,1,st. petersburg times,2005,1,20,20050120,0.082390667,0.119957189,0.797652144,0.045483993,0.954516007
gun_control1.0-10269,0,1,0,new york times,2005,1,19,20050119,0.317986934,0.159375886,0.522637181,0.052120759,0.947879241
gun_control1.0-1027,0,0,0,st. louis post-dispatch,1991,5,9,19910509,0.219253239,0.172365963,0.608380798,0.00267321,0.99732679
gun_control1.0-10270,0,0,0,new york times,2005,1,18,20050118,0.132575571,0.158933983,0.708490446,0.001702807,0.998297193
gun_control1.0-10271,0,0,0,washington post,2005,1,18,20050118,0.445283289,0.323829421,0.230887291,0.001143203,0.998856797
gun_control1.0-10272,0,0,0,washington post,2005,1,18,20050118,0.294970218,0.280402565,0.424627217,0.157745749,0.842254251
gun_control1.0-10273,0,0,0,philadelphia inquirer,2005,1,16,20050116,0.168259081,0.051024273,0.780716646,0.007446459,0.992553541
gun_control1.0-10274,0,0,0,saint paul pioneer press,2005,1,14,20050114,0.411985177,0.362770622,0.225244201,0.005438169,0.994561831
gun_control1.0-10275,0,0,0,saint paul pioneer press,2005,1,13,20050113,0.335726018,0.250886609,0.413387373,0.008913996,0.991086004
gun_control1.0-10276,0,0,1,saint paul pioneer press,2005,1,9,20050109,0.375567974,0.09621504,0.528216986,0.419810414,0.580189586
gun_control1.0-10277,0,0,1,daily news,2005,1,6,20050106,0.094844495,0.043886148,0.861269358,0.000464187,0.999535813
gun_control1.0-10278,0,0,0,new york times,2005,1,6,20050106,0.109353267,0.143488056,0.747158677,0.296842889,0.703157111
gun_control1.0-10279,0,1,0,new york times,2005,1,6,20050106,0.172123167,0.111069978,0.716806855,0.101795531,0.898204469
gun_control1.0-1028,0,0,0,st. louis post-dispatch,1991,5,9,19910509,0.317934269,0.09894894,0.583116791,0.010319074,0.989680926
gun_control1.0-10280,0,0,0,philadelphia inquirer,2005,1,6,20050106,0.171717202,0.105134897,0.7231479,0.004216848,0.995783152
gun_control1.0-10281,0,0,0,san jose mercury news,2005,1,6,20050106,0.229548932,0.106191315,0.664259753,0.015165112,0.984834888
gun_control1.0-10282,0,0,0,new york times,2005,1,5,20050105,0.0784182,0.057478429,0.864103371,0.136466619,0.863533381
gun_control1.0-10283,0,0,0,daily news,2005,1,4,20050104,0.207157232,0.076665851,0.716176917,0.026094525,0.973905475
gun_control1.0-10284,0,0,0,new york times,2005,1,4,20050104,0.395582281,0.09344569,0.510972029,0.412536344,0.587463656
gun_control1.0-10285,0,0,0,new york times,2005,1,3,20050103,0.321794679,0.094833914,0.583371406,0.032604936,0.967395064
gun_control1.0-10286,0,1,0,new york times,2010,12,30,20101230,0.205806807,0.096997486,0.697195707,0.00094031,0.99905969
gun_control1.0-10287,0,0,0,new york times,2010,12,22,20101222,0.61339014,0.131198071,0.25541179,0.025579502,0.974420498
gun_control1.0-10288,0,0,0,new york times,2010,12,22,20101222,0.161422533,0.130881931,0.707695536,0.017652863,0.982347137
gun_control1.0-10289,0,0,0,new york times,2010,12,21,20101221,0.152399174,0.211433626,0.6361672,0.663410623,0.336589377
gun_control1.0-10290,0,0,0,atlanta journal and constitution,2010,12,18,20101218,0.266026701,0.080417676,0.653555623,0.735674078,0.264325922
gun_control1.0-10291,0,0,0,washington post,2010,12,17,20101217,0.331249542,0.054359555,0.614390903,0.040483888,0.959516112
gun_control1.0-10292,0,0,1,new york times,2010,12,16,20101216,0.144408053,0.055977344,0.799614603,0.427910846,0.572089154
gun_control1.0-10293,0,0,0,washington post,2010,12,15,20101215,0.15538827,0.325359544,0.519252186,0.009949068,0.990050932
gun_control1.0-10294,0,0,0,washington post,2010,12,13,20101213,0.079373533,0.04599587,0.874630597,8.78E-05,0.99991223
gun_control1.0-10295,0,0,0,new york times,2010,12,5,20101205,0.306691523,0.058506828,0.634801648,0.011994301,0.988005699
gun_control1.0-10296,0,0,0,atlanta journal and constitution,2010,12,2,20101202,0.39619446,0.162835451,0.440970089,0.42309697,0.57690303
gun_control1.0-10297,0,0,1,philadelphia inquirer,2010,12,1,20101201,0.190982653,0.079007824,0.730009524,0.239244576,0.760755424
gun_control1.0-10298,0,0,1,st. louis post-dispatch,2010,12,1,20101201,0.598959895,0.076484609,0.324555496,0.988301519,0.011698481
gun_control1.0-10299,0,0,1,washington post,2010,12,1,20101201,0.622330586,0.089838726,0.287830689,0.030021687,0.969978313
gun_control1.0-103,0,0,0,new york times,1988,9,7,19880907,0.16620045,0.035256419,0.798543131,0.053069553,0.946930447
gun_control1.0-1030,0,0,1,usa today,1991,5,9,19910509,0.26759979,0.090572953,0.641827257,0.070445906,0.929554094
gun_control1.0-10300,0,0,1,philadelphia inquirer,2010,11,30,20101130,0.307854839,0.142652883,0.549492278,0.000316196,0.999683804
gun_control1.0-10301,1,0,0,philadelphia inquirer,2010,11,28,20101128,0.174484381,0.040032132,0.785483487,0.807589622,0.192410378
gun_control1.0-10302,0,0,0,new york times,2010,11,26,20101126,0.039046416,0.062890663,0.898062922,0.031621359,0.968378641
gun_control1.0-10303,0,0,1,philadelphia inquirer,2010,11,21,20101121,0.331576447,0.031464026,0.636959527,0.994865428,0.005134572
gun_control1.0-10304,0,0,0,philadelphia inquirer,2010,11,21,20101121,0.449525547,0.164875487,0.385598966,0.335332875,0.664667125
gun_control1.0-10305,0,0,0,st. petersburg times,2010,11,19,20101119,0.256955681,0.061803342,0.681240978,0.960753593,0.039246407
gun_control1.0-10306,0,1,0,daily news,2010,11,17,20101117,0.077335943,0.054941041,0.867723016,0.541632033,0.458367967
gun_control1.0-10307,0,0,1,philadelphia inquirer,2010,11,17,20101117,0.197789891,0.059721169,0.74248894,0.94973403,0.05026597
gun_control1.0-10308,0,0,1,philadelphia inquirer,2010,11,17,20101117,0.089356342,0.042765454,0.867878204,0.049159911,0.950840089
gun_control1.0-10309,0,0,0,philadelphia inquirer,2010,11,12,20101112,0.239553709,0.062781411,0.69766488,0.292968627,0.707031373
gun_control1.0-1031,0,0,0,usa today,1991,5,9,19910509,0.170221363,0.333424727,0.49635391,0.000296562,0.999703438
gun_control1.0-10310,0,0,1,atlanta journal and constitution,2010,11,9,20101109,0.226234132,0.064248904,0.709516964,0.034405171,0.965594829
gun_control1.0-10311,0,0,0,daily news,2010,11,8,20101108,0.297653132,0.057411515,0.644935353,0.98425288,0.01574712
gun_control1.0-10312,0,0,0,st. petersburg times,2010,11,7,20101107,0.337470295,0.05103287,0.611496835,0.98745264,0.01254736
gun_control1.0-10313,1,0,0,usa today,2010,11,4,20101104,0.401837765,0.130848761,0.467313474,0.001730362,0.998269638
gun_control1.0-10314,0,0,0,new york times,2010,11,1,20101101,0.156199001,0.047583059,0.79621794,0.870882987,0.129117013
gun_control1.0-10315,0,0,1,philadelphia inquirer,2010,10,29,20101029,0.148883998,0.090378321,0.760737681,0.004696967,0.995303033
gun_control1.0-10316,0,0,1,washington post,2010,10,27,20101027,0.094408341,0.059751528,0.845840131,0.982535584,0.017464416
gun_control1.0-10317,0,0,0,herald-sun,2010,10,26,20101026,0.314622639,0.196125904,0.489251457,0.227353649,0.772646351
gun_control1.0-10318,0,0,0,washington post,2010,10,26,20101026,0.345007674,0.046408316,0.608584011,0.66162564,0.33837436
gun_control1.0-10319,0,0,1,daily news,2010,10,25,20101025,0.167780257,0.050440209,0.781779534,0.877889844,0.122110156
gun_control1.0-1032,0,0,0,usa today,1991,5,9,19910509,0.220682093,0.088744349,0.690573558,0.04572164,0.95427836
gun_control1.0-10320,0,1,0,st. petersburg times,2010,10,25,20101025,0.608822278,0.039384358,0.351793364,0.954455251,0.045544749
gun_control1.0-10322,0,0,1,washington post,2010,10,22,20101022,0.090162281,0.079922149,0.82991557,0.042270101,0.957729899
gun_control1.0-10323,0,0,1,san jose mercury news,2010,10,21,20101021,0.408485883,0.173511651,0.418002466,0.006771389,0.993228611
gun_control1.0-10324,0,0,0,st. petersburg times,2010,10,21,20101021,0.336755656,0.172223735,0.491020609,0.287608853,0.712391147
gun_control1.0-10325,0,0,1,philadelphia inquirer,2010,10,20,20101020,0.39592131,0.247625076,0.356453614,0.170811557,0.829188443
gun_control1.0-10326,0,0,0,st. petersburg times,2010,10,19,20101019,0.80886283,0.073889715,0.117247455,0.956613212,0.043386788
gun_control1.0-10327,0,0,1,denver post,2010,10,18,20101018,0.2158941,0.0729213,0.7111846,0.430583083,0.569416917
gun_control1.0-10328,0,0,0,st. petersburg times,2010,10,17,20101017,0.419054238,0.083308596,0.497637166,0.384045768,0.615954232
gun_control1.0-10329,1,0,0,new york times,2010,10,16,20101016,0.229526098,0.170142371,0.600331531,0.00917423,0.99082577
gun_control1.0-1033,0,0,1,washington post,1991,5,9,19910509,0.303893812,0.109620957,0.586485231,0.009959199,0.990040801
gun_control1.0-10330,0,0,1,philadelphia inquirer,2010,10,14,20101014,0.544878582,0.214598618,0.2405228,0.039120335,0.960879665
gun_control1.0-10331,0,0,1,new york times,2010,10,13,20101013,0.496612215,0.136774932,0.366612853,0.002796478,0.997203522
gun_control1.0-10332,0,0,0,philadelphia inquirer,2010,10,8,20101008,0.745284517,0.054937396,0.199778087,0.931805568,0.068194432
gun_control1.0-10333,0,0,0,san jose mercury news,2010,10,7,20101007,0.249896866,0.020950383,0.729152751,0.013944142,0.986055858
gun_control1.0-10334,0,0,1,washington post,2010,10,7,20101007,0.568721325,0.268446173,0.162832501,0.011948812,0.988051188
gun_control1.0-10335,0,0,1,philadelphia inquirer,2010,10,6,20101006,0.48606987,0.423963887,0.089966244,0.006336639,0.993663361
gun_control1.0-10337,0,0,0,new york times,2010,10,4,20101004,0.614291674,0.104327692,0.281380634,0.034003133,0.965996867
gun_control1.0-10338,0,0,0,new york times,2010,10,4,20101004,0.025404732,0.043146998,0.93144827,0.991513198,0.008486802
gun_control1.0-10339,0,0,0,palm beach post,2010,10,4,20101004,0.292904416,0.057800645,0.64929494,0.030362401,0.969637599
gun_control1.0-1034,0,0,0,washington post,1991,5,9,19910509,0.249054555,0.311120562,0.439824883,0.000142216,0.999857784
gun_control1.0-10340,0,0,0,saint paul pioneer press,2010,10,2,20101002,0.513524568,0.16854898,0.317926452,0.030517982,0.969482018
gun_control1.0-10341,0,0,0,new york times,2010,10,1,20101001,0.274080388,0.036155805,0.689763807,0.9916447,0.0083553
gun_control1.0-10342,0,0,0,washington post,2010,10,1,20101001,0.206060538,0.066556214,0.727383249,0.934722956,0.065277044
gun_control1.0-10343,0,0,0,washington post,2010,10,1,20101001,0.203646351,0.069864372,0.726489276,0.707929195,0.292070805
gun_control1.0-10344,0,0,1,st. petersburg times,2010,9,30,20100930,0.171682092,0.12874482,0.699573088,0.195306466,0.804693534
gun_control1.0-10345,0,0,0,new york times,2010,9,28,20100928,0.371726231,0.089647407,0.538626362,0.966319792,0.033680208
gun_control1.0-10346,0,0,0,daily news,2010,9,27,20100927,0.342002117,0.110046281,0.547951601,0.011005224,0.988994776
