,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,Pro,Neutral,Anti,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14
same-sex_marriage1.0-10093,0,0,0,saint paul pioneer press,1996,7,12,19960712,0.306558664,0.255061847,0.438379489,0.014146149,0.004877906,0.017770569,0.006726843,0.055745524,0.264071491,0.010122083,0.009220474,0.004171701,0.015155018,0.003525332,0.083089089,0.492225222,0.0191526,0
same-sex_marriage1.0-10094,0,0,0,washington post,1996,7,12,19960712,0.56080046,0.09991639,0.339283151,0.041378509,0.002051576,0.038000781,0.000834059,0.006792367,0.051397286,0.000437684,0.001804658,0.038821197,0.05054106,0.01107293,0.060524257,0.694855651,0.001487984,0
same-sex_marriage1.0-10095,0,0,0,san jose mercury news,1996,7,10,19960710,0.311362917,0.257587409,0.431049674,0.000501969,0.000439831,0.000363231,0.000903453,0.004219785,0.497775242,0.003812207,0.000327971,0.000649769,0.000748105,0.000324037,0.014088583,0.470934853,0.004910964,0
same-sex_marriage1.0-10096,0,0,0,st. louis post-dispatch,1996,7,10,19960710,0.122494094,0.320595879,0.556910028,0.001192478,0.000712546,0.017892192,0.001836959,0.003411458,0.013830488,0.002232905,0.000602222,0.001437185,0.004066542,0.02620534,0.016647944,0.908576814,0.001354926,0
same-sex_marriage1.0-10097,0,0,1,san jose mercury news,1996,7,9,19960709,0.504470356,0.166323267,0.329206376,0.007444384,0.000705363,0.011665134,0.001282114,0.04863972,0.741306854,0.002414455,0.00059615,0.000529869,0.024356382,0.003635029,0.008847934,0.088091738,0.060484874,0
same-sex_marriage1.0-10098,1,0,0,new york times,1996,7,7,19960707,0.537295577,0.175460735,0.287243688,0.045818641,0.002093695,0.237499466,0.054369648,0.001104518,0.2607599,0.001162791,0.000764745,0.004890469,0.349210643,0.00891137,0.023169738,0.009383447,0.000860928,0
same-sex_marriage1.0-10099,0,0,0,st. louis post-dispatch,1996,7,5,19960705,0.260024606,0.165217165,0.574758229,0.006670575,0.00070278,0.000294554,0.111535974,0.361086,0.121359681,0.001837481,0.000689162,0.001428434,0.000763689,0.001367853,0.00312256,0.387730632,0.001410627,0
same-sex_marriage1.0-101,0,1,0,palm beach post,2001,12,26,20011226,0.458548892,0.158195664,0.383255444,0.008202029,0.001288926,0.006506495,0.016741523,0.014441977,0.105360597,0.010398167,0.001786048,0.75742996,0.027520581,0.008455652,0.010600882,0.023402707,0.007864456,0
same-sex_marriage1.0-10100,0,0,0,st. louis post-dispatch,1996,7,4,19960704,0.581139558,0.172437402,0.24642304,0.001369348,0.001382038,0.046712004,0.225425909,0.561719342,0.04099314,0.003970832,0.001168055,0.000618135,0.001095487,0.093167957,0.001731473,0.012437497,0.008208784,0
same-sex_marriage1.0-10101,0,0,0,new york times,1996,7,3,19960703,0.638657056,0.129036847,0.232306098,0.02351588,0.001972588,0.007251796,0.002396889,0.005715717,0.000242989,0.001776946,0.00058114,0.002830111,0.651313546,0.09240224,0.0289764,0.17694394,0.004079817,0
same-sex_marriage1.0-10102,0,0,0,washington post,1996,7,2,19960702,0.656191433,0.11012129,0.233687277,0.00238987,0.001008803,0.774729577,0.007741962,0.076970034,0.000708801,0.006965536,0.000729759,0.008870991,0.073867649,0.005788318,0.016560065,0.022264066,0.001404567,0
same-sex_marriage1.0-10103,0,0,0,philadelphia inquirer,1996,6,29,19960629,0.397414765,0.134316466,0.468268769,0.00079454,0.001075805,0.001824086,0.003390396,0.002575649,0.239083526,0.000841533,0.000802201,0.000818577,0.002466731,0.015475118,0.003005493,0.726921887,0.000924459,0
same-sex_marriage1.0-10104,0,0,0,san jose mercury news,1996,6,28,19960628,0.406099216,0.28601617,0.307884614,0.000809613,0.017280835,0.179068257,0.035133756,0.027029874,0.039880209,0.004703921,0.000912297,0.006188711,0.00563892,0.008565913,0.664936358,0.004856346,0.004994991,0
same-sex_marriage1.0-10105,0,1,0,daily news,1996,6,26,19960626,0.582173773,0.139132586,0.278693641,0.002459976,0.007107015,0.007406086,0.00259776,0.032517943,0.000685483,0.006647933,0.00108778,0.003818741,0.002018818,0.004951166,0.002846394,0.919523626,0.006331282,0
same-sex_marriage1.0-10106,1,0,0,saint paul pioneer press,1996,6,26,19960626,0.32105897,0.256974696,0.421966334,0.006095329,0.00099499,0.027020998,0.050499197,0.003323583,0.11411596,0.011951774,0.003964736,0.036340609,0.003712646,0.007160285,0.023484425,0.699661263,0.011674206,0
same-sex_marriage1.0-10107,0,0,0,saint paul pioneer press,1996,6,26,19960626,0.506572352,0.133659062,0.359768586,0.009532942,0.018481919,0.538573016,0.005056109,0.045983727,0.090224762,0.001395874,0.001043417,0.004229643,0.010641031,0.12793301,0.088104383,0.054649324,0.004150845,0
same-sex_marriage1.0-10108,0,0,0,palm beach post,1996,6,24,19960624,0.58695138,0.156470647,0.256577973,0.004796422,0.015871937,0.071035439,0.156133744,0.409294744,0.121424516,0.003189315,0.000524284,0.003207854,0.135593863,0.021674029,0.010585705,0.042206747,0.004461404,0
same-sex_marriage1.0-10109,0,0,0,palm beach post,1996,6,24,19960624,0.775957407,0.107185874,0.116856719,0.126110646,0.004349359,0.154675549,0.305922365,0.067602585,0.125829774,0.000573447,0.001150771,0.041881115,0.07227594,0.06179944,0.027604468,0.006479215,0.003745326,0
same-sex_marriage1.0-10110,0,0,0,philadelphia inquirer,1996,6,23,19960623,0.608256706,0.163935274,0.22780802,0.01324318,0.003298594,0.112108537,0.021459978,0.007389941,0.017712765,0.001869057,0.001699982,0.036775076,0.031321835,0.003887816,0.013906965,0.73444118,0.000885095,0
same-sex_marriage1.0-10111,0,0,0,saint paul pioneer press,1996,6,22,19960622,0.554363691,0.192029957,0.253606353,0.006544628,0.000658155,0.00280436,0.00033629,0.009465861,0.333820577,0.00067591,0.000556252,0.003917657,0.037601983,0.001742439,0.001920117,0.565319976,0.034635795,0
same-sex_marriage1.0-10112,0,1,0,st. louis post-dispatch,1996,6,22,19960622,0.655401605,0.067860622,0.276737773,0.000928842,0.000915384,0.162379627,0.02298817,0.024501987,0.027532,0.008465267,0.004234937,0.000686119,0.676622872,0.050953366,0.004552227,0.008910828,0.006328374,0
same-sex_marriage1.0-10113,0,0,1,philadelphia inquirer,1996,6,21,19960621,0.511907675,0.206896189,0.281196136,0.008790793,0.005661293,0.071249628,0.013384571,0.004033343,0.023872304,0.002979162,0.004083096,0.145668789,0.000632302,0.00106363,0.001960111,0.716021404,0.000599573,0
same-sex_marriage1.0-10114,0,0,0,herald-sun,1996,6,20,19960620,0.17025543,0.252093724,0.577650847,0.002627615,0.000574647,0.004150504,0.00084547,0.127797408,0.077179165,0.000743201,0.000485674,0.00099616,0.000589912,0.005932544,0.011359521,0.664503741,0.102214439,0
same-sex_marriage1.0-10115,1,0,0,new york times,1996,6,20,19960620,0.303085042,0.220918983,0.475995976,0.012021982,0.012141776,0.013195305,0.02873044,0.06485616,0.408595511,0.020646015,0.00267328,0.075892375,0.030667265,0.014759851,0.228922719,0.080962185,0.005935135,0
same-sex_marriage1.0-10116,0,0,1,philadelphia inquirer,1996,6,20,19960620,0.565898621,0.161891254,0.272210126,0.024629731,0.003797415,0.051883727,0.005420158,0.015658638,0.033451027,0.005912674,0.005025678,0.010867779,0.000668661,0.001374964,0.00616308,0.833941792,0.001204676,0
same-sex_marriage1.0-10117,0,0,0,philadelphia inquirer,1996,6,20,19960620,0.500214572,0.164772526,0.335012902,0.02238606,0.000725025,0.019883057,0.001019825,0.007485554,0.003830675,0.001015085,0.00080584,0.010372657,0.004909604,0.001778507,0.000425501,0.923992876,0.001369733,0
same-sex_marriage1.0-10118,0,0,0,herald-sun,1996,6,19,19960619,0.220007504,0.231763282,0.548229214,0.008659149,0.001148025,0.008282067,0.003850189,0.115961899,0.127026055,0.00199171,0.001452671,0.008628461,0.015332237,0.006561584,0.010806782,0.632972959,0.057326212,0
same-sex_marriage1.0-10119,0,0,1,daily news,1996,6,18,19960618,0.659124084,0.16728191,0.173594005,0.001874568,0.000651064,0.002310615,0.011636675,0.018936537,0.142302873,0.005214195,0.000619369,0.014050313,0.001287181,0.015917055,0.00219182,0.771535523,0.011472212,0
same-sex_marriage1.0-1012,0,0,1,washington post,2004,2,14,20040214,0.249842063,0.258177999,0.491979938,0.004413595,0.005935267,0.026147762,0.052281565,0.008723179,0.24988252,0.004549232,0.01101957,0.003339346,0.006507121,0.044555231,0.009942908,0.56672169,0.005981014,0
same-sex_marriage1.0-10120,0,0,0,philadelphia inquirer,1996,6,18,19960618,0.708361326,0.129180686,0.162457988,0.039100999,0.000716945,0.860792821,0.002479846,0.01233213,0.020697202,0.000716034,0.001126014,0.003914385,0.001966576,0.002373688,0.024540187,0.027384987,0.001858186,0
same-sex_marriage1.0-10121,0,0,0,philadelphia inquirer,1996,6,18,19960618,0.664988153,0.113783105,0.221228742,0.004735769,0.001264316,0.001474385,0.012002612,0.628007925,0.07690964,0.0016254,0.000942769,0.000768025,0.000704848,0.024211751,0.225182134,0.016785833,0.005384593,0
same-sex_marriage1.0-10122,0,0,1,new york times,1996,6,17,19960617,0.673974002,0.116147702,0.209878295,0.001161965,0.007189194,0.330543575,0.013964383,0.058813263,0.002418093,0.004050095,0.001209157,0.003842756,0.431721952,0.070371877,0.063063091,0.007277703,0.004372897,0
same-sex_marriage1.0-10123,0,0,0,philadelphia inquirer,1996,6,17,19960617,0.653146316,0.099193131,0.247660553,0.005379159,0.016940725,0.519183396,0.01043307,0.005960117,0.003126728,0.001764484,0.000664704,0.009523943,0.084848146,0.043978096,0.165956425,0.131250603,0.000990404,0
same-sex_marriage1.0-10124,0,0,0,philadelphia inquirer,1996,6,17,19960617,0.74156837,0.097829904,0.160601726,0.083682157,0.001825821,0.013541239,0.015877194,0.007166721,0.042288629,0.002883549,0.002530017,0.087126559,0.57145791,0.076929755,0.017000474,0.076105515,0.00158446,0
same-sex_marriage1.0-10125,0,0,1,st. petersburg times,1996,6,17,19960617,0.771074307,0.096817707,0.132107986,0.005552741,0.000864118,0.003140747,0.098307656,0.000672275,0.074636923,0.000977025,0.000708498,0.008819446,0.071060357,0.467106082,0.081809215,0.186018398,0.000326519,0
same-sex_marriage1.0-10126,0,0,0,saint paul pioneer press,1996,6,16,19960616,0.75587627,0.072775744,0.171347986,0.006401655,0.002947434,0.098160627,0.132149002,0.084426341,0.037196022,0.003930263,0.000660292,0.007059895,0.513956293,0.016161321,0.004120832,0.09029444,0.002535582,0
same-sex_marriage1.0-10127,0,0,0,washington post,1996,6,16,19960616,0.718279859,0.152975019,0.128745122,5.06E-05,0.000811457,0.000947527,0.038133364,0.037933044,0.001144134,0.006195008,0.003237955,0.005991595,0.044138034,0.001671162,0.000716072,0.858171097,0.000858973,0
same-sex_marriage1.0-10128,0,0,0,palm beach post,1996,6,15,19960615,0.464721485,0.216273545,0.31900497,0.012707591,0.002036014,0.518818841,0.0334569,0.042541356,0.045282572,0.016489438,0.000862985,0.020300133,0.132855825,0.058269527,0.003444468,0.087455307,0.025479045,0
same-sex_marriage1.0-10129,1,0,0,st. louis post-dispatch,1996,6,15,19960615,0.583824939,0.096764104,0.319410957,0.004255229,0.001123541,0.405094997,0.0493942,0.001524031,0.193842466,0.002345203,0.007468309,0.001687648,0.044788654,0.046002073,0.211947031,0.02836672,0.002159895,0
same-sex_marriage1.0-1013,0,0,0,washington post,2004,2,14,20040214,0.662434215,0.193604798,0.143960987,0.007440847,0.00942783,0.02140459,0.001995946,0.399608638,0.015301833,0.037624707,0.001220274,0.002931258,0.435475957,0.003853726,0.037950131,0.018336753,0.00742751,0
same-sex_marriage1.0-10130,0,0,1,herald-sun,1996,6,14,19960614,0.364139294,0.154319586,0.48154112,0.003404615,0.000936013,0.050507926,0.00198274,0.001494852,0.464070417,0.002010058,0.001004261,0.005071713,0.070239004,0.034738201,0.048085962,0.292173113,0.024281126,0
same-sex_marriage1.0-10131,1,0,0,atlanta journal and constitution,1996,6,13,19960613,0.218221029,0.113727005,0.668051966,0.009049561,0.00608117,0.03274166,0.000541307,0.016952282,0.061566813,0.003687112,0.000891719,0.007080529,0.003524712,0.002241827,0.009452408,0.845720179,0.000468721,0
same-sex_marriage1.0-10132,0,1,0,new york times,1996,6,13,19960613,0.147455375,0.19280915,0.659735474,0.001282556,0.000566441,0.001190469,0.000171195,0.15974903,0.186818355,0.000498577,0.000422381,0.000743982,0.000131734,7.11E-05,0.00978736,0.631236026,0.007330799,0
same-sex_marriage1.0-10133,0,0,0,saint paul pioneer press,1996,6,13,19960613,0.184706327,0.274629036,0.540664637,0.002273395,0.004312521,0.007387646,0.006564791,0.082864707,0.020497527,0.008285746,0.000558184,0.00747896,0.017880881,0.003433484,0.003671312,0.832335761,0.002455086,0
same-sex_marriage1.0-10135,0,0,0,washington post,1996,6,13,19960613,0.293981778,0.150697995,0.555320226,0.002304049,0.000619334,0.030804446,0.000539857,0.045671707,0.05440969,0.00047952,0.000523442,0.000797854,0.000760503,0.000505199,0.01705375,0.843114536,0.002416113,0
same-sex_marriage1.0-10136,0,0,1,saint paul pioneer press,1996,6,12,19960612,0.466213132,0.293956192,0.239830677,0.002037673,0.001057103,0.012276445,0.023412728,0.03926336,0.2121363,0.003290781,0.001174933,0.001377928,0.000192996,0.630134866,0.004131458,0.064901966,0.004611464,0
same-sex_marriage1.0-10137,0,0,0,washington post,1996,6,12,19960612,0.684220575,0.164026895,0.151752531,0.003316554,0.000701269,0.003316079,0.001109504,0.000121406,0.0008156,0.000689729,0.000507292,0.002569715,0.03537798,0.056439148,0.081382967,0.812494585,0.001158172,0
same-sex_marriage1.0-10138,0,0,1,herald-sun,1996,6,11,19960611,0.115407742,0.237609131,0.646983127,0.001978938,0.000770083,0.001730901,0.004767191,0.044746611,0.138893336,0.001722567,0.000574232,0.004607917,0.00398751,0.001205418,0.005462004,0.786338957,0.003214335,0
same-sex_marriage1.0-10139,0,0,0,st. louis post-dispatch,1996,6,11,19960611,0.694641983,0.100123019,0.205234999,0.001425949,0.00235885,0.020173574,0.024353666,0.205869193,0.005836501,0.001284443,0.000617227,0.015974414,0.246784971,0.184019715,0.003765329,0.281799532,0.005736636,0
same-sex_marriage1.0-1014,0,0,1,washington post,2004,2,14,20040214,0.347943856,0.152005776,0.500050368,0.000590105,0.000612584,0.006215101,0.003844364,0.738437796,0.157609522,0.004042037,0.000744944,0.00032791,0.012263905,4.59E-05,0.001674229,0.066742168,0.006849423,0
same-sex_marriage1.0-10140,0,0,0,daily news,1996,6,10,19960610,0.396980659,0.135581699,0.467437642,0.007806526,0.000920588,0.171585975,0.000533809,0.00185172,0.000733564,0.002410177,0.000464811,0.001817849,0.01230624,0.029299233,0.655824925,0.112910271,0.001534313,0
same-sex_marriage1.0-10141,0,0,0,new york times,1996,6,10,19960610,0.422044541,0.180518767,0.397436691,0.298948904,0.001610474,0.132719295,0.009694221,0.0530733,0.088573863,0.012798519,0.001169983,0.048281143,0.050753302,0.136482354,0.144160084,0.016751856,0.004982702,0
same-sex_marriage1.0-10142,0,0,1,new york times,1996,6,10,19960610,0.45865111,0.196408305,0.344940584,0.000954346,0.001101985,0.004800692,0.003683863,0.00465082,0.002600193,0.001893212,0.001065807,0.002179151,0.000454491,0.06695864,0.62386663,0.284373436,0.001416734,0
same-sex_marriage1.0-10143,0,1,0,saint paul pioneer press,1996,6,10,19960610,0.496162334,0.136818346,0.36701932,0.008370408,0.000756962,0.000159435,0.000350602,0.000126767,0.002959313,0.004364482,0.000382196,0.000525985,0.000146187,0.019539914,0.621889385,0.33540986,0.005018505,0
same-sex_marriage1.0-10144,0,0,0,san jose mercury news,1996,6,10,19960610,0.523994807,0.180997489,0.295007704,0.003161361,0.001206097,0.11106236,0.065027054,0.047788347,0.030283909,0.004054537,0.001466696,0.004748952,0.157466588,0.115576898,0.028974799,0.424951498,0.004230906,0
same-sex_marriage1.0-10145,0,0,0,san jose mercury news,1996,6,10,19960610,0.580465341,0.14228261,0.277252049,0.009719584,0.000441865,0.000399199,0.001630675,0.000635251,0.000642045,0.002497837,0.000521278,0.000274943,0.010997562,0.106251522,0.569734533,0.294390686,0.00186302,0
same-sex_marriage1.0-10147,0,0,1,st. louis post-dispatch,1996,6,10,19960610,0.625387715,0.130661273,0.243951012,0.002591572,0.00390745,0.15216494,0.01733499,0.113608106,0.003351836,0.007023708,0.00118656,0.001835467,0.013539549,0.55041149,0.063797371,0.061738589,0.007508373,0
same-sex_marriage1.0-10148,0,0,1,washington post,1996,6,10,19960610,0.626193833,0.195396784,0.178409383,0.017164487,0.000856815,0.006114593,0.094432481,0.672788206,0.045164725,0.004709779,0.00095232,0.002768741,0.016584423,0.003533426,0.00097172,0.126001053,0.00795723,0
same-sex_marriage1.0-10149,0,0,0,atlanta journal and constitution,1996,6,9,19960609,0.480845093,0.191402418,0.327752489,0.000173787,0.003859092,0.000532758,0.004145373,0.005374435,0.016171498,0.00194359,0.000722015,0.000719436,0.025500951,0.01051191,0.031380431,0.895657023,0.003307702,0
same-sex_marriage1.0-1015,0,0,0,washington post,2004,2,14,20040214,0.492916522,0.304814602,0.202268876,0.002134468,0.002328096,0.044124172,0.15060996,0.134250491,0.004826926,0.005125057,0.001211669,0.00206243,0.010333395,0.152269638,0.156163612,0.333558922,0.001001164,0
same-sex_marriage1.0-10150,0,1,0,daily news,1996,6,8,19960608,0.384781159,0.285606434,0.329612407,0.001914437,0.017740499,0.017244478,0.014494177,0.003419732,0.007907374,0.019983925,0.000925072,0.015772812,0.024064615,0.163278309,0.043520265,0.66327301,0.006461297,0
same-sex_marriage1.0-10151,0,0,1,atlanta journal and constitution,1996,6,7,19960607,0.571823997,0.108926799,0.319249204,0.00856475,0.00107805,0.005281297,0.001124669,0.027263884,0.007755777,0.002351693,0.000948301,0.009813968,0.003508466,0.026414417,0.263003497,0.635630493,0.007260739,0
same-sex_marriage1.0-10152,0,0,0,new york times,1996,6,7,19960607,0.605841022,0.099649219,0.294509759,0.071058122,0.000702487,0.000622843,0.000515606,0.001083313,0.005330048,0.000561349,0.000575976,0.000939979,0.00158315,0.005582519,0.001840266,0.908616596,0.000987747,0
same-sex_marriage1.0-10153,0,1,0,philadelphia inquirer,1996,6,7,19960607,0.499407393,0.14798956,0.352603046,0.004262741,0.001133021,0.00296311,0.005701339,0.001283114,0.008345491,0.001153931,0.000663798,0.001673543,0.001485461,0.006197715,0.157092988,0.798224425,0.009819323,0
same-sex_marriage1.0-10154,0,0,0,san jose mercury news,1996,6,7,19960607,0.231935468,0.3072186,0.460845932,0.001706163,0.00107633,0.003993626,0.00119686,0.000308037,0.049952117,0.010632113,0.000714675,0.001379614,0.000421356,0.010983878,0.025638355,0.891345835,0.000651041,0
same-sex_marriage1.0-10155,0,0,1,herald-sun,1996,6,6,19960606,0.263770503,0.222715918,0.513513579,0.013420468,0.000896227,0.001933937,0.012759353,0.007946016,0.07229191,0.007167718,0.001280147,0.013312468,0.019514513,0.007046929,0.019573167,0.820911576,0.001945569,0
same-sex_marriage1.0-10156,0,0,0,saint paul pioneer press,1996,6,6,19960606,0.511092733,0.163534976,0.325372292,0.005355776,0.001100675,0.001538669,0.009287718,0.000136679,0.005844452,0.002538217,0.000824246,0.002269663,0.01316978,0.007223188,0.007800971,0.938648399,0.004261567,0
