,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,Pro,Neutral,Anti,Explicit,Implicit,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14
same-sex_marriage1.0-10086,0,0,1,philadelphia inquirer,1996,7,13,19960713,0.15577195,0.287070734,0.557157316,0.036687647,0.963312353,0.004923099,0.001023636,0.009014895,0.006598483,0.007227876,0.155587155,0.000373782,0.000740564,0.002679102,0.004428481,0.007271797,0.003010917,0.796368991,0.000751222,0
same-sex_marriage1.0-10087,0,0,0,san jose mercury news,1996,7,13,19960713,0.679915625,0.076392618,0.243691757,0.940671253,0.059328747,0.000841389,0.001553007,0.340924089,0.39552446,0.113980088,0.01771304,0.001284573,0.002916874,0.003587171,0.080787219,0.023412041,0.003720151,0.010725965,0.003029932,0
same-sex_marriage1.0-10088,0,0,0,san jose mercury news,1996,7,13,19960713,0.260744198,0.112053518,0.627202284,0.022119885,0.977880115,0.001487717,0.000513411,0.022941418,0.00307061,0.000565118,0.17526869,0.001635992,0.000537233,0.00173058,0.001973152,0.000669331,0.021044981,0.745393105,0.023168661,0
same-sex_marriage1.0-1009,0,0,1,san jose mercury news,2004,2,14,20040214,0.474591477,0.268361639,0.257046885,0.004101882,0.995898118,0.006867735,0.003292789,0.001258907,0.0003433,0.827785282,0.003300717,0.008921769,0.000697752,0.001073137,0.085839583,0.038343518,0.013931449,0.006285747,0.002058317,0
same-sex_marriage1.0-10090,0,0,0,washington post,1996,7,13,19960713,0.652416213,0.090194523,0.257389264,0.030307613,0.969692387,0.06105373,0.008772608,0.004755977,0.018379024,0.011599592,0.528341162,0.003824954,0.003887019,0.061481449,0.144437897,0.011396867,0.068439634,0.0720944,0.001535687,0
same-sex_marriage1.0-10091,0,0,0,washington post,1996,7,13,19960713,0.17185003,0.139806145,0.688343825,0.005036715,0.994963285,0.000922972,0.001043326,0.017685461,0.009538397,0.007748785,0.015546357,0.001130245,0.000623822,0.000670028,0.002167719,0.02075382,0.001812809,0.919099734,0.001256524,0
same-sex_marriage1.0-10092,0,0,0,atlanta journal and constitution,1996,7,12,19960712,0.421642169,0.107450814,0.470907016,0.040683238,0.959316762,0.001165336,0.000955055,0.010173759,0.016107446,0.000684771,0.113762478,0.001124497,0.002458068,0.001656343,0.002768332,0.01843403,0.001199429,0.822523428,0.006987027,0
same-sex_marriage1.0-10093,0,0,0,saint paul pioneer press,1996,7,12,19960712,0.358006141,0.279473331,0.362520528,0.01324908,0.98675092,0.008022057,0.006347121,0.037123338,0.00857973,0.105168385,0.131232985,0.034128905,0.002277648,0.015614167,0.006805539,0.003776567,0.021415122,0.586246436,0.033261998,0
same-sex_marriage1.0-10094,0,0,0,washington post,1996,7,12,19960712,0.55031257,0.184582579,0.265104851,0.004789033,0.995210967,0.02377065,0.001796745,0.153038572,0.014501205,0.016634094,0.1192156,0.000470754,0.004904972,0.094366698,0.350890957,0.060669066,0.101463214,0.055837256,0.002440217,0
same-sex_marriage1.0-10095,0,0,0,san jose mercury news,1996,7,10,19960710,0.144113069,0.196849029,0.659037901,0.00166674,0.99833326,0.000838738,0.000475743,0.000981276,0.002805053,0.011988259,0.436665838,0.00190843,0.000673015,0.00127429,0.001238624,0.000406728,0.007794221,0.528086942,0.004862845,0
same-sex_marriage1.0-10096,0,0,0,st. louis post-dispatch,1996,7,10,19960710,0.165463679,0.417262831,0.41727349,0.022449648,0.977550352,0.002156471,0.000701263,0.023159725,0.001286223,0.013364014,0.042645509,0.001808237,0.000634469,0.001794892,0.001891599,0.006474684,0.034477964,0.868191144,0.001413807,0
same-sex_marriage1.0-10097,0,0,1,san jose mercury news,1996,7,9,19960709,0.342026569,0.104186628,0.553786803,0.021809899,0.978190101,0.001364523,0.000860304,0.004615753,0.004194836,0.053779189,0.76227895,0.002499501,0.000778361,0.000210476,0.005367651,0.028497189,0.006517965,0.086161903,0.0428734,0
same-sex_marriage1.0-10098,1,0,0,new york times,1996,7,7,19960707,0.650979594,0.164524855,0.184495551,0.858827813,0.141172187,0.054809185,0.001477223,0.21169508,0.018086783,0.00034542,0.455312752,0.000663589,0.000684967,0.004355798,0.203849112,0.002794464,0.025169141,0.01949944,0.001257047,0
same-sex_marriage1.0-10099,0,0,0,st. louis post-dispatch,1996,7,5,19960705,0.377261304,0.18984067,0.432898025,0.088268865,0.911731135,0.003781477,0.000626683,0.001850278,0.042926971,0.494064167,0.329816245,0.003961037,0.000752825,0.000894932,0.000477971,0.000552321,0.006410543,0.112086091,0.001798461,0
same-sex_marriage1.0-101,0,0,1,palm beach post,2001,12,26,20011226,0.714537197,0.107178086,0.178284717,0.004646285,0.995353715,0.009437376,0.000895073,0.013889051,0.01048253,0.002251128,0.145141381,0.006646753,0.001605821,0.669014847,0.022122029,0.005547409,0.003625849,0.105695669,0.003645085,0
same-sex_marriage1.0-10100,0,0,0,st. louis post-dispatch,1996,7,4,19960704,0.731120696,0.164782795,0.104096509,0.430668564,0.569331436,0.001000973,0.001433223,0.111790366,0.097606224,0.612677467,0.092996746,0.006683458,0.00129671,0.000349678,0.002641715,0.024806963,0.00418284,0.033284308,0.009249329,0
same-sex_marriage1.0-10101,0,0,0,new york times,1996,7,3,19960703,0.804363804,0.038376381,0.157259815,0.408084276,0.591915724,0.020065927,0.002277677,0.003484539,0.009207981,0.004784361,0.001001818,0.009286366,0.000747084,0.002497746,0.652271687,0.101965473,0.066492363,0.1203727,0.005544277,0
same-sex_marriage1.0-10102,0,0,0,washington post,1996,7,2,19960702,0.640689598,0.06543786,0.293872541,0.140651593,0.859348407,0.005019905,0.001044963,0.7988139,0.018773781,0.025733424,0.000740547,0.008086246,0.000703457,0.003255168,0.085237744,0.036034069,0.008779553,0.005685585,0.002091657,0
same-sex_marriage1.0-10103,0,0,0,philadelphia inquirer,1996,6,29,19960629,0.31454112,0.092785598,0.592673282,0.078959605,0.921040395,0.001874581,0.001306123,0.001453471,0.001720335,0.002571053,0.058630394,0.000664828,0.001092843,0.000678,0.002060501,0.036562472,0.008615182,0.882085595,0.000684621,0
same-sex_marriage1.0-10104,0,0,0,san jose mercury news,1996,6,28,19960628,0.324643021,0.20501943,0.470337549,0.057694581,0.942305419,0.003041063,0.011594906,0.098964039,0.023827999,0.007459902,0.032901555,0.004865407,0.001175647,0.003190427,0.009441475,0.029060358,0.770255587,0.003200416,0.001021221,0
same-sex_marriage1.0-10105,0,0,1,daily news,1996,6,26,19960626,0.571671079,0.257453701,0.170875221,0.038965078,0.961034922,0.002767979,0.004470447,0.020940456,0.004954369,0.059003998,0.000165455,0.002743579,0.00134403,0.002139824,0.009787242,0.002363315,0.0020552,0.88354887,0.003715236,0
same-sex_marriage1.0-10106,1,0,0,saint paul pioneer press,1996,6,26,19960626,0.295301479,0.317004305,0.387694216,0.049949453,0.950050547,0.018748193,0.001058679,0.016546354,0.03658492,0.003943436,0.041310612,0.014368582,0.00574139,0.014048226,0.003195145,0.006518392,0.073223171,0.729787953,0.034924946,0
same-sex_marriage1.0-10107,0,0,0,saint paul pioneer press,1996,6,26,19960626,0.366921184,0.222015123,0.411063693,0.947602018,0.052397982,0.004651124,0.009746774,0.434314867,0.015011361,0.004265459,0.208220741,0.002112001,0.000862702,0.00136505,0.019770433,0.150292812,0.040539509,0.105003081,0.003844087,0
same-sex_marriage1.0-10108,0,0,0,palm beach post,1996,6,24,19960624,0.601086307,0.109066009,0.289847684,0.989634387,0.010365613,0.001866437,0.023344067,0.14071882,0.325319975,0.210230216,0.094454827,0.001790613,0.001251679,0.001380296,0.11025662,0.007347603,0.012042997,0.067758106,0.002237743,0
same-sex_marriage1.0-10109,0,0,0,palm beach post,1996,6,24,19960624,0.655097497,0.059167767,0.285734736,0.928457038,0.071542962,0.082861856,0.002819961,0.095749642,0.218579175,0.221998822,0.162061289,0.001211084,0.00142761,0.010712665,0.099575359,0.049710263,0.038343113,0.008934297,0.006014863,0
same-sex_marriage1.0-10110,0,0,0,philadelphia inquirer,1996,6,23,19960623,0.422629972,0.245030401,0.332339627,0.175091812,0.824908188,0.013010689,0.004320906,0.021578894,0.014677227,0.023686097,0.004454444,0.003326708,0.00265606,0.090698954,0.0658953,0.012409385,0.017737826,0.724246487,0.001301023,0
same-sex_marriage1.0-10111,0,0,0,saint paul pioneer press,1996,6,22,19960622,0.478667764,0.158748804,0.362583432,0.005126015,0.994873985,0.015476385,0.000979261,0.00276882,0.000978366,0.003800203,0.213295269,0.000953446,0.001305261,0.061843105,0.019527078,0.005414442,0.007825166,0.621782337,0.044050861,0
same-sex_marriage1.0-10112,0,0,1,st. louis post-dispatch,1996,6,22,19960622,0.599968952,0.075551151,0.324479896,0.981318204,0.018681796,0.001063027,0.000863573,0.130923807,0.097058236,0.018340893,0.04847638,0.002461896,0.008245658,0.006645044,0.426423398,0.186000376,0.03529625,0.034110652,0.00409081,0
same-sex_marriage1.0-10113,0,0,1,philadelphia inquirer,1996,6,21,19960621,0.458611137,0.299072089,0.242316774,0.002973785,0.997026215,0.012589807,0.004152516,0.040112365,0.003054354,0.017084043,0.029686569,0.002381124,0.005393182,0.078103541,0.000964158,0.009264294,0.013171042,0.782607012,0.001435994,0
same-sex_marriage1.0-10114,0,0,0,herald-sun,1996,6,20,19960620,0.279476066,0.105204024,0.61531991,0.245182542,0.754817458,0.001508537,0.000773322,0.006863982,0.003231003,0.140874349,0.33224113,0.001871429,0.000869658,0.001026578,0.001644484,0.010068097,0.018516733,0.356069067,0.12444163,0
same-sex_marriage1.0-10115,1,0,0,new york times,1996,6,20,19960620,0.397864829,0.142315225,0.459819947,0.05264671,0.94735329,0.004893784,0.012811173,0.009347855,0.010568468,0.037380282,0.229941057,0.013157763,0.00342345,0.15380016,0.034337672,0.008694951,0.102617264,0.370579069,0.008447051,0
same-sex_marriage1.0-10116,0,0,1,philadelphia inquirer,1996,6,20,19960620,0.319186889,0.354542286,0.326270824,0.020181987,0.979818013,0.018052702,0.003555966,0.064347024,0.002418692,0.012130685,0.012344077,0.004300454,0.006037274,0.02123592,0.002140775,0.001288097,0.034325399,0.817180342,0.000642591,0
same-sex_marriage1.0-10117,0,0,0,philadelphia inquirer,1996,6,20,19960620,0.543471446,0.256571025,0.199957529,0.002513945,0.997486055,0.005900501,0.000647242,0.155734683,0.002634635,0.020225243,0.002209199,0.001011401,0.000835601,0.006359447,0.005547515,0.000273608,0.00081287,0.796506072,0.001301984,0
same-sex_marriage1.0-10118,0,0,0,herald-sun,1996,6,19,19960619,0.366844366,0.190614877,0.442540757,0.021001702,0.978998298,0.008498271,0.001085272,0.015510192,0.012654156,0.17994721,0.07330572,0.001855132,0.002033256,0.001542014,0.00282635,0.019355414,0.017337709,0.588957007,0.075092298,0
same-sex_marriage1.0-10119,0,0,1,daily news,1996,6,18,19960618,0.535418177,0.17022896,0.294352863,0.003461062,0.996538938,0.003667894,0.000703955,0.005207752,0.006993118,0.008717994,0.069188853,0.001108019,0.000840468,0.015824764,0.001404017,0.005390587,0.001555163,0.870625215,0.008772202,0
same-sex_marriage1.0-1012,0,0,1,washington post,2004,2,14,20040214,0.325453518,0.213417251,0.461129231,0.08460869,0.91539131,0.006447381,0.011571847,0.038025114,0.023240751,0.00967343,0.361105823,0.009213067,0.001210652,0.00627891,0.002853283,0.066537482,0.01657097,0.436377927,0.01089336,0
same-sex_marriage1.0-10120,0,0,0,philadelphia inquirer,1996,6,18,19960618,0.61550819,0.063389892,0.321101918,0.010909487,0.989090513,0.031123059,0.000664117,0.492521655,0.004580924,0.011510335,0.021907434,0.001677272,0.001601392,0.015616653,0.002220683,0.008750683,0.157663643,0.247654942,0.002507206,0
same-sex_marriage1.0-10121,0,0,0,philadelphia inquirer,1996,6,18,19960618,0.618940769,0.323744203,0.057315028,0.016861119,0.983138881,0.005148046,0.000721531,0.002710271,0.001886504,0.615023582,0.124578119,0.001852811,0.000603711,0.000215746,0.001764056,0.009483705,0.219180286,0.009600333,0.007231299,0
same-sex_marriage1.0-10122,0,1,0,new york times,1996,6,17,19960617,0.825520697,0.076611889,0.097867414,0.118053244,0.881946756,0.004454741,0.007584398,0.358479457,0.015800035,0.01013106,0.003203001,0.008296854,0.001433744,0.004895376,0.411346879,0.127981647,0.022960141,0.015352042,0.008080625,0
same-sex_marriage1.0-10123,0,0,0,philadelphia inquirer,1996,6,17,19960617,0.36265203,0.207950923,0.429397047,0.02680379,0.97319621,0.025885859,0.017115857,0.605966878,0.012657441,0.056677824,0.008818871,0.003172835,0.001002675,0.007251794,0.092817168,0.008253874,0.129050927,0.026700017,0.00462798,0
same-sex_marriage1.0-10124,0,0,0,philadelphia inquirer,1996,6,17,19960617,0.69150028,0.083637322,0.224862398,0.036056243,0.963943757,0.100719424,0.001354879,0.010612301,0.003683797,0.005852524,0.131440526,0.005176276,0.00447547,0.055346773,0.520542775,0.01730518,0.035014373,0.107093572,0.001382129,0
same-sex_marriage1.0-10125,0,0,1,st. petersburg times,1996,6,17,19960617,0.825705094,0.068785755,0.10550915,0.119068642,0.880931358,0.00233369,0.000591553,0.027271211,0.022617093,0.000451022,0.011105277,0.00058635,0.000535208,0.003690499,0.089480134,0.526274482,0.10614671,0.208574648,0.000342123,0
same-sex_marriage1.0-10126,0,0,0,saint paul pioneer press,1996,6,16,19960616,0.790064466,0.057353114,0.152582419,0.927318561,0.072681439,0.005780774,0.001907929,0.216537473,0.147533725,0.025258411,0.05721955,0.001885496,0.000681235,0.002170454,0.375595052,0.015503399,0.061263638,0.083576957,0.005085907,0
same-sex_marriage1.0-10127,0,0,0,washington post,1996,6,16,19960616,0.506548313,0.171387134,0.322064553,0.384660064,0.615339936,0.000417404,0.000739004,0.001964013,0.108670309,0.015112731,0.002762258,0.001390746,0.002895806,0.002647241,0.091215641,0.001856493,0.003241522,0.76645744,0.000629391,0
same-sex_marriage1.0-10128,0,0,0,palm beach post,1996,6,15,19960615,0.441361461,0.192638843,0.365999696,0.242611327,0.757388673,0.018297764,0.003244225,0.612390465,0.040707339,0.108715479,0.019550028,0.021306365,0.001960496,0.003896753,0.062850373,0.039376581,0.028686213,0.016353589,0.022664331,0
same-sex_marriage1.0-10129,1,0,0,st. louis post-dispatch,1996,6,15,19960615,0.679594475,0.106288778,0.214116746,0.922598059,0.077401941,0.013042011,0.001094763,0.330986544,0.043813553,0.00343985,0.110720995,0.002316957,0.006862756,0.004334803,0.271911867,0.04435105,0.112061479,0.054126665,0.000936707,0
same-sex_marriage1.0-1013,0,0,0,washington post,2004,2,14,20040214,0.691025619,0.199111135,0.109863246,0.002866535,0.997133465,0.012144393,0.006549859,0.061702846,0.00234836,0.702071154,0.017923841,0.009923158,0.000894172,0.002315807,0.141475501,0.009572361,0.013772983,0.014763314,0.004542252,0
same-sex_marriage1.0-10130,0,0,1,herald-sun,1996,6,14,19960614,0.561814599,0.190085024,0.248100377,0.95826422,0.04173578,0.004013461,0.001251542,0.035681954,0.013999042,0.010722563,0.244865581,0.00118441,0.001272976,0.004091767,0.166137959,0.030765207,0.141854033,0.327622832,0.016536674,0
same-sex_marriage1.0-10131,1,0,0,atlanta journal and constitution,1996,6,13,19960613,0.158708092,0.059064509,0.7822274,0.045605368,0.954394632,0.003521045,0.003585031,0.022505335,0.002113869,0.007591504,0.045572786,0.001867825,0.001203249,0.00228461,0.002984334,0.004450043,0.001049532,0.901024999,0.000245837,0
same-sex_marriage1.0-10132,0,0,1,new york times,1996,6,13,19960613,0.104791004,0.146298958,0.748910038,0.001394535,0.998605465,0.003213402,0.000756482,0.002994991,0.000270677,0.044207847,0.13494475,0.000580275,0.000577297,0.001051698,0.000207987,5.98E-05,0.005480266,0.78552796,0.020126613,0
same-sex_marriage1.0-10133,0,0,0,saint paul pioneer press,1996,6,13,19960613,0.252345536,0.159389553,0.588264911,0.098276592,0.901723408,0.001754187,0.007615494,0.008487448,0.003008962,0.227542465,0.087659967,0.007404776,0.000947249,0.004776119,0.006899127,0.001709752,0.008647062,0.631476905,0.002070487,0
same-sex_marriage1.0-10135,0,0,0,washington post,1996,6,13,19960613,0.254662752,0.111208953,0.634128296,0.027795908,0.972204092,0.003940689,0.000596373,0.045759077,0.002927979,0.036771357,0.148748111,0.000263583,0.00053957,0.000580874,0.004485617,0.001529616,0.006062489,0.746235481,0.001559185,0
same-sex_marriage1.0-10136,0,0,1,saint paul pioneer press,1996,6,12,19960612,0.589798708,0.256736796,0.153464495,0.629601606,0.370398394,0.00163942,0.000795054,0.015902406,0.022019323,0.124044857,0.090663643,0.004768481,0.001275813,0.001588097,0.001953639,0.476839902,0.002895133,0.249864846,0.005749387,0
same-sex_marriage1.0-10137,0,0,0,washington post,1996,6,12,19960612,0.520379755,0.345833501,0.133786744,0.013387476,0.986612524,0.005877149,0.000789847,0.003577554,0.004932711,0.00023463,0.016159704,0.001078661,0.000531716,0.007801075,0.048266271,0.081080573,0.09955841,0.729287235,0.000824464,0
same-sex_marriage1.0-10138,0,0,1,herald-sun,1996,6,11,19960611,0.202839055,0.088068449,0.709092496,0.005426434,0.994573566,0.002769251,0.001047173,0.001071977,0.003868711,0.032350634,0.139991145,0.002790676,0.00064297,0.012830529,0.00107092,0.005122449,0.010850808,0.782506565,0.003086189,0
same-sex_marriage1.0-10139,0,0,0,st. louis post-dispatch,1996,6,11,19960611,0.782330443,0.168823562,0.048845995,0.606919055,0.393080945,0.003522847,0.00208514,0.026290501,0.02116869,0.386672314,0.016176645,0.001745704,0.001474025,0.003035518,0.250476024,0.066698445,0.012486574,0.193537275,0.014630298,0
same-sex_marriage1.0-1014,0,0,1,washington post,2004,2,14,20040214,0.349592341,0.186511983,0.463895676,0.089270264,0.910729736,0.002075971,0.001705923,0.005497745,0.004313781,0.667207043,0.088197877,0.001795762,0.001241493,0.000461082,0.074281839,0.00015929,0.006738064,0.141378859,0.004945272,0
same-sex_marriage1.0-10140,0,0,0,daily news,1996,6,10,19960610,0.343156017,0.18644033,0.470403652,0.148190899,0.851809101,0.004592265,0.001016577,0.18671165,0.001361095,0.004903608,0.000800845,0.001271763,0.000604105,0.003918189,0.006662261,0.083542824,0.527570577,0.174412285,0.002631956,0
same-sex_marriage1.0-10141,0,0,0,new york times,1996,6,10,19960610,0.564318457,0.121037423,0.31464412,0.157201154,0.842798846,0.218265726,0.003232052,0.267695858,0.042705386,0.02504273,0.030612871,0.00948341,0.002101732,0.012710951,0.028284398,0.101913643,0.105870296,0.145135799,0.006945148,0
same-sex_marriage1.0-10142,0,0,1,new york times,1996,6,10,19960610,0.440299893,0.156989238,0.402710869,0.264491909,0.735508091,0.004731232,0.001316974,0.008709934,0.013788999,0.017567418,0.009453218,0.002452063,0.001678086,0.003873036,0.001384706,0.020633211,0.560670723,0.352097901,0.0016425,0
same-sex_marriage1.0-10143,0,1,0,saint paul pioneer press,1996,6,10,19960610,0.567602652,0.153046301,0.279351048,0.056621973,0.943378027,0.008949341,0.00060763,0.000931315,0.00102195,0.002151088,0.003330987,0.001551098,0.00045155,0.000395603,0.000104199,0.001674358,0.614606362,0.361790602,0.002433916,0
