,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,primary
Tobacco1.0-15229,0,0,1,philadelphia inquirer,1998,11,20,19981120,5
Tobacco1.0-3157,0,0,1,saint paul pioneer press,1999,2,11,19990211,0
Tobacco1.0-3636,0,0,1,atlanta journal and constitution,2000,2,3,20000203,12
Tobacco1.0-15225,0,1,0,new york times,1998,11,20,19981120,0
Tobacco1.0-15224,0,0,1,herald-sun,1998,11,20,19981120,12
Tobacco1.0-23293,0,0,1,daily news,2003,3,31,20030331,5
Tobacco1.0-23520,0,0,1,st. petersburg times,2003,2,15,20030215,8
Tobacco1.0-27291,0,0,1,new york times,1992,3,14,19920314,0
Tobacco1.0-23526,0,0,1,st. petersburg times,2003,2,14,20030214,0
Tobacco1.0-23297,0,0,1,new york times,2003,3,31,20030331,9
Tobacco1.0-2659,0,0,1,washington post,1998,1,27,19980127,4
Tobacco1.0-1616,0,0,1,herald-sun,1995,1,10,19950110,0
Tobacco1.0-15990,0,1,0,palm beach post,1999,4,28,19990428,5
Tobacco1.0-17374,0,0,1,st. petersburg times,1998,8,30,19980830,10
Tobacco1.0-4836,0,0,1,saint paul pioneer press,2006,1,24,20060124,12
Tobacco1.0-5867,0,0,1,new york times,2008,2,8,20080208,12
Tobacco1.0-4833,0,0,1,daily news,2006,1,24,20060124,12
Tobacco1.0-18736,0,0,1,daily news,2002,8,9,20020809,11
Tobacco1.0-4830,0,0,1,washington post,2006,1,26,20060126,9
Tobacco1.0-6102,0,0,1,washington post,2010,3,11,20100311,5
Tobacco1.0-12801,0,0,1,palm beach post,1997,6,18,19970618,6
Tobacco1.0-2924,0,0,1,st. petersburg times,1999,3,20,19990320,12
Tobacco1.0-12992,0,0,1,atlanta journal and constitution,1997,7,24,19970724,0
Tobacco1.0-3965,0,0,1,st. petersburg times,2001,1,22,20010122,8
Tobacco1.0-27452,0,0,1,new york times,1992,1,22,19920122,4
Tobacco1.0-26108,0,1,0,philadelphia inquirer,2007,7,13,20070713,12
Tobacco1.0-8045,0,0,1,st. louis post-dispatch,1995,5,27,19950527,0
Tobacco1.0-27456,0,0,1,st. petersburg times,1992,1,22,19920122,6
Tobacco1.0-7336,0,0,1,atlanta journal and constitution,1993,6,3,19930603,8
Tobacco1.0-11100,0,0,1,herald-sun,1996,9,9,19960909,0
Tobacco1.0-11102,0,0,1,palm beach post,1996,9,9,19960909,5
Tobacco1.0-507,0,0,1,atlanta journal and constitution,1991,2,19,19910219,5
Tobacco1.0-3433,0,1,0,washington post,2000,3,22,20000322,4
Tobacco1.0-15316,0,0,1,st. louis post-dispatch,1998,11,15,19981115,9
Tobacco1.0-11109,0,0,1,washington post,1996,9,9,19960909,0
Tobacco1.0-23745,0,0,1,st. petersburg times,2003,6,13,20030613,10
Tobacco1.0-2506,0,0,1,atlanta journal and constitution,1997,1,27,19970127,8
Tobacco1.0-24365,0,0,1,st. petersburg times,2003,8,20,20030820,9
Tobacco1.0-23741,0,0,1,washington post,2003,6,15,20030615,4
Tobacco1.0-8319,0,0,1,washington post,1996,5,24,19960524,10
Tobacco1.0-10716,0,0,1,usa today,1994,12,23,19941223,10
Tobacco1.0-24168,0,0,1,washington post,2003,10,28,20031028,0
Tobacco1.0-24169,0,0,1,denver post,2003,10,26,20031026,12
Tobacco1.0-1339,0,0,1,herald-sun,1995,3,31,19950331,0
Tobacco1.0-11342,0,0,1,palm beach post,1996,8,22,19960822,0
Tobacco1.0-5631,0,0,1,san jose mercury news,2008,6,5,20080605,10
Tobacco1.0-12545,0,0,1,new york times,1997,5,1,19970501,8
Tobacco1.0-22820,0,0,1,st. louis post-dispatch,2000,4,10,20000410,0
Tobacco1.0-24766,0,0,1,herald-sun,2004,3,14,20040314,8
Tobacco1.0-8517,0,0,1,daily news,1996,4,24,19960424,0
Tobacco1.0-22823,0,0,1,new york times,2000,4,9,20000409,4
Tobacco1.0-21631,0,0,1,saint paul pioneer press,2009,11,17,20091117,11
Tobacco1.0-22822,0,0,1,new york times,2000,4,9,20000409,5
Tobacco1.0-24768,0,0,1,denver post,2004,3,12,20040312,12
Tobacco1.0-22907,0,0,1,st. louis post-dispatch,2000,9,22,20000922,8
Tobacco1.0-3549,0,1,0,daily news,2000,2,22,20000222,8
Tobacco1.0-22903,0,0,1,herald-sun,2000,9,23,20000923,0
Tobacco1.0-3234,0,0,1,new york times,1999,1,24,19990124,5
Tobacco1.0-20884,0,0,1,new york times,2005,4,4,20050404,0
Tobacco1.0-20887,0,0,1,saint paul pioneer press,2005,4,3,20050403,5
Tobacco1.0-3541,0,0,1,san jose mercury news,2000,2,26,20000226,4
Tobacco1.0-22984,0,0,1,herald-sun,2000,9,1,20000901,4
Tobacco1.0-3232,0,0,1,st. louis post-dispatch,1999,1,25,19990125,8
Tobacco1.0-20882,0,0,1,san jose mercury news,2005,4,6,20050406,0
Tobacco1.0-20087,0,0,1,saint paul pioneer press,2004,7,16,20040716,5
Tobacco1.0-20086,0,0,1,saint paul pioneer press,2004,7,16,20040716,12
Tobacco1.0-9570,0,1,0,palm beach post,1995,7,27,19950727,4
Tobacco1.0-2967,0,0,1,new york times,1999,3,15,19990315,4
Tobacco1.0-21835,0,0,1,usa today,2009,7,10,20090710,5
Tobacco1.0-2965,0,0,1,herald-sun,1999,3,15,19990315,0
Tobacco1.0-18225,0,0,1,saint paul pioneer press,2001,8,30,20010830,9
Tobacco1.0-20647,0,0,1,atlanta journal and constitution,2005,6,21,20050621,5
Tobacco1.0-8552,0,1,0,new york times,1996,4,19,19960419,9
Tobacco1.0-613,0,0,1,st. louis post-dispatch,1993,4,18,19930418,0
Tobacco1.0-8555,0,0,1,herald-sun,1996,4,18,19960418,0
Tobacco1.0-20641,0,0,1,st. louis post-dispatch,2005,6,23,20050623,3
Tobacco1.0-15481,0,0,1,washington post,1998,10,13,19981013,0
Tobacco1.0-15482,0,0,1,herald-sun,1998,10,12,19981012,0
Tobacco1.0-15485,0,0,1,new york times,1998,10,12,19981012,5
Tobacco1.0-15857,0,0,1,st. louis post-dispatch,1999,6,1,19990601,11
Tobacco1.0-21841,0,0,1,st. louis post-dispatch,2009,7,3,20090703,12
Tobacco1.0-1496,0,0,1,st. louis post-dispatch,1995,2,22,19950222,0
Tobacco1.0-15794,0,0,1,st. louis post-dispatch,1999,6,11,19990611,0
Tobacco1.0-15825,0,0,1,st. louis post-dispatch,1999,6,6,19990606,8
Tobacco1.0-1495,0,0,1,st. louis post-dispatch,1995,2,22,19950222,4
Tobacco1.0-27277,0,0,1,st. petersburg times,1992,3,20,19920320,12
Tobacco1.0-20281,0,0,1,saint paul pioneer press,2004,6,3,20040603,8
Tobacco1.0-15792,0,0,1,palm beach post,1999,6,11,19990611,0
Tobacco1.0-25969,0,0,1,st. louis post-dispatch,2007,10,1,20071001,8
Tobacco1.0-9977,0,0,1,new york times,1996,6,9,19960609,4
Tobacco1.0-15799,0,0,1,new york times,1999,6,10,19990610,0
Tobacco1.0-9973,0,0,1,denver post,1996,6,11,19960611,3
Tobacco1.0-1499,0,0,1,atlanta journal and constitution,1995,2,21,19950221,0
Tobacco1.0-294,0,0,1,palm beach post,1991,6,5,19910605,5
Tobacco1.0-27077,0,0,1,new york times,1990,2,26,19900226,9
Tobacco1.0-4309,0,0,1,saint paul pioneer press,2005,3,27,20050327,12
Tobacco1.0-27070,0,0,1,palm beach post,1990,3,2,19900302,8
Tobacco1.0-4659,0,0,1,washington post,2006,3,21,20060321,4
Tobacco1.0-14579,0,0,1,palm beach post,1998,5,25,19980525,12
Tobacco1.0-4305,0,0,1,saint paul pioneer press,2005,3,27,20050327,0
Tobacco1.0-10057,0,0,1,atlanta journal and constitution,1995,12,15,19951215,2
Tobacco1.0-10056,0,1,0,st. louis post-dispatch,1995,12,16,19951216,4
Tobacco1.0-14571,0,0,1,new york times,1998,5,26,19980526,5
Tobacco1.0-2003,0,0,1,washington post,1996,2,1,19960201,0
Tobacco1.0-22705,0,0,1,st. louis post-dispatch,2000,5,9,20000509,10
Tobacco1.0-479,0,1,0,st. louis post-dispatch,1991,3,7,19910307,5
Tobacco1.0-476,0,0,1,st. louis post-dispatch,1991,3,8,19910308,8
Tobacco1.0-23450,0,0,1,st. louis post-dispatch,2003,3,7,20030307,4
Tobacco1.0-17950,0,0,1,denver post,2000,10,6,20001006,10
Tobacco1.0-20266,0,0,1,saint paul pioneer press,2004,6,6,20040606,12
Tobacco1.0-21606,0,0,1,washington post,2009,12,8,20091208,8
Tobacco1.0-27295,0,1,0,atlanta journal and constitution,1992,3,13,19920313,10
Tobacco1.0-5127,0,0,1,new york times,2007,1,28,20070128,8
Tobacco1.0-21603,0,0,1,new york times,2009,12,10,20091210,0
Tobacco1.0-21608,0,0,1,san jose mercury news,2009,12,7,20091207,0
Tobacco1.0-270,0,0,1,washington post,1991,6,19,19910619,8
Tobacco1.0-12193,0,0,1,herald-sun,1997,4,4,19970404,4
Tobacco1.0-10453,0,1,0,atlanta journal and constitution,1993,12,30,19931230,9
Tobacco1.0-10452,0,0,1,st. petersburg times,1993,12,31,19931231,8
Tobacco1.0-10457,0,0,1,palm beach post,1993,12,26,19931226,6
Tobacco1.0-1148,0,0,1,new york times,1994,2,24,19940224,5
Tobacco1.0-17497,0,0,1,washington post,1998,8,4,19980804,0
Tobacco1.0-15175,0,0,1,herald-sun,1998,11,24,19981124,0
Tobacco1.0-10398,0,0,1,atlanta journal and constitution,1995,9,16,19950916,5
Tobacco1.0-14376,0,0,1,washington post,1998,2,18,19980218,5
Tobacco1.0-14377,0,0,1,saint paul pioneer press,1998,2,17,19980217,4
Tobacco1.0-24184,0,0,1,new york times,2003,10,19,20031019,8
Tobacco1.0-14371,0,0,1,atlanta journal and constitution,1998,2,18,19980218,4
Tobacco1.0-24186,0,0,1,new york times,2003,10,19,20031019,8
Tobacco1.0-15852,0,1,0,atlanta journal and constitution,1999,6,1,19990601,3
Tobacco1.0-18534,0,0,1,st. louis post-dispatch,2001,5,18,20010518,5
Tobacco1.0-13436,0,0,1,san jose mercury news,1997,8,9,19970809,0
Tobacco1.0-3899,0,0,1,herald-sun,2001,2,16,20010216,0
Tobacco1.0-20639,0,0,1,saint paul pioneer press,2005,6,24,20050624,5
Tobacco1.0-10017,0,0,1,saint paul pioneer press,1995,12,29,19951229,8
Tobacco1.0-21110,0,0,1,washington post,2005,10,13,20051013,10
Tobacco1.0-13183,0,0,1,new york times,1997,7,3,19970703,8
Tobacco1.0-21935,0,0,1,usa today,2010,11,16,20101116,8
Tobacco1.0-5018,0,0,1,washington post,2007,2,25,20070225,12
Tobacco1.0-10525,0,0,1,washington post,1993,11,16,19931116,8
Tobacco1.0-1008,0,0,1,new york times,1994,3,25,19940325,4
Tobacco1.0-9932,0,0,1,san jose mercury news,1996,6,21,19960621,8
Tobacco1.0-21591,0,0,1,philadelphia inquirer,2009,12,28,20091228,8
Tobacco1.0-395,0,0,1,st. louis post-dispatch,1991,4,11,19910411,5
Tobacco1.0-10239,0,0,1,new york times,1995,11,2,19951102,9
Tobacco1.0-14974,0,1,0,st. petersburg times,1998,6,19,19980619,12
Tobacco1.0-10988,0,1,0,new york times,1994,10,3,19941003,0
Tobacco1.0-3335,0,0,1,palm beach post,1999,1,7,19990107,9
Tobacco1.0-23991,0,0,1,washington post,2003,4,22,20030422,0
Tobacco1.0-18407,0,0,1,washington post,2001,6,26,20010626,12
Tobacco1.0-25107,0,0,1,st. louis post-dispatch,2006,7,22,20060722,8
Tobacco1.0-25106,0,0,1,washington post,2006,7,23,20060723,10
Tobacco1.0-8817,0,0,1,st. louis post-dispatch,1991,11,2,19911102,5
Tobacco1.0-20461,0,0,1,st. louis post-dispatch,2004,4,19,20040419,10
Tobacco1.0-14197,0,0,1,new york times,1997,11,20,19971120,9
Tobacco1.0-14991,0,0,1,new york times,1998,6,18,19980618,12
Tobacco1.0-13291,0,0,1,san jose mercury news,1997,8,25,19970825,0
Tobacco1.0-14999,0,0,1,washington post,1998,6,18,19980618,12
Tobacco1.0-21604,0,0,1,st. louis post-dispatch,2009,12,10,20091210,5
Tobacco1.0-17127,0,0,1,philadelphia inquirer,1998,3,13,19980313,4
Tobacco1.0-26850,0,0,1,washington post,2013,2,12,20130212,8
Tobacco1.0-26581,0,0,1,washington post,2013,7,31,20130731,8
Tobacco1.0-13764,0,0,1,atlanta journal and constitution,1997,9,21,19970921,12
Tobacco1.0-13980,0,0,1,new york times,1997,12,29,19971229,5
Tobacco1.0-17407,0,1,0,saint paul pioneer press,1998,8,21,19980821,9
Tobacco1.0-13987,0,0,1,st. louis post-dispatch,1997,12,28,19971228,6
Tobacco1.0-15880,0,0,1,san jose mercury news,1999,5,25,19990525,12
Tobacco1.0-13612,0,0,1,denver post,1997,10,13,19971013,6
Tobacco1.0-17316,0,0,1,palm beach post,1998,9,16,19980916,0
Tobacco1.0-6473,0,0,1,atlanta journal and constitution,2011,2,6,20110206,0
Tobacco1.0-1314,0,0,1,palm beach post,1994,1,7,19940107,10
Tobacco1.0-17311,0,0,1,new york times,1998,9,17,19980917,4
Tobacco1.0-6476,0,0,1,daily news,2011,2,3,20110203,5
Tobacco1.0-12215,0,0,1,daily news,1997,4,2,19970402,10
Tobacco1.0-12214,0,0,1,atlanta journal and constitution,1997,4,2,19970402,4
Tobacco1.0-12746,0,0,1,philadelphia inquirer,1997,6,21,19970621,0
Tobacco1.0-12745,0,0,1,philadelphia inquirer,1997,6,21,19970621,0
Tobacco1.0-17318,0,0,1,san jose mercury news,1998,9,16,19980916,12
Tobacco1.0-19013,0,0,1,philadelphia inquirer,2002,5,17,20020517,5
Tobacco1.0-17084,0,0,1,herald-sun,1998,3,18,19980318,12
Tobacco1.0-20516,0,0,1,atlanta journal and constitution,2004,4,1,20040401,5
Tobacco1.0-19548,0,0,1,st. louis post-dispatch,2002,9,17,20020917,11
Tobacco1.0-20514,0,0,1,palm beach post,2004,4,2,20040402,8
Tobacco1.0-21024,0,0,1,washington post,2005,11,20,20051120,10
Tobacco1.0-12584,0,1,0,new york times,1997,6,28,19970628,0
Tobacco1.0-25039,0,0,1,new york times,2006,8,16,20060816,8
Tobacco1.0-5497,0,1,0,san jose mercury news,2009,2,11,20090211,5
Tobacco1.0-5874,0,0,1,saint paul pioneer press,2008,2,5,20080205,12
Tobacco1.0-5875,0,0,1,new york times,2008,2,4,20080204,2
Tobacco1.0-21644,0,0,1,philadelphia inquirer,2009,11,11,20091111,0
Tobacco1.0-7321,0,1,0,usa today,1993,6,9,19930609,5
Tobacco1.0-12076,0,0,1,new york times,1997,4,17,19970417,4
Tobacco1.0-21645,0,0,1,st. louis post-dispatch,2009,11,11,20091111,11
Tobacco1.0-10787,0,1,0,new york times,1994,11,30,19941130,8
Tobacco1.0-21159,0,0,1,denver post,2005,9,12,20050912,8
Tobacco1.0-16044,0,0,1,denver post,1999,4,19,19990419,10
Tobacco1.0-21931,0,0,1,st. louis post-dispatch,2010,11,17,20101117,13
Tobacco1.0-2204,0,0,1,herald-sun,1997,3,21,19970321,4
Tobacco1.0-19666,0,0,1,saint paul pioneer press,2004,11,25,20041125,12
Tobacco1.0-12109,0,0,1,washington post,1997,4,15,19970415,8
Tobacco1.0-1951,0,0,1,washington post,1996,2,11,19960211,3
Tobacco1.0-6276,0,0,1,daily news,2011,5,28,20110528,6
Tobacco1.0-27463,0,0,1,new york times,1992,1,18,19920118,0
Tobacco1.0-16912,0,1,0,washington post,1999,10,13,19991013,10
Tobacco1.0-5277,0,1,0,new york times,2009,6,9,20090609,12
Tobacco1.0-21333,0,0,1,saint paul pioneer press,2008,12,18,20081218,8
Tobacco1.0-7416,0,0,1,new york times,1993,5,2,19930502,5
Tobacco1.0-16917,0,0,1,philadelphia inquirer,1999,10,12,19991012,5
Tobacco1.0-26456,0,1,0,philadelphia inquirer,2012,8,29,20120829,4
Tobacco1.0-25355,0,0,1,usa today,2006,5,9,20060509,8
Tobacco1.0-25352,0,0,1,usa today,2006,5,10,20060510,8
Tobacco1.0-26734,0,0,1,san jose mercury news,2013,4,23,20130423,5
Tobacco1.0-26737,0,0,1,atlanta journal and constitution,2013,4,21,20130421,8
Tobacco1.0-19110,0,0,1,herald-sun,2002,4,14,20020414,8
Tobacco1.0-8493,0,0,1,saint paul pioneer press,1996,4,28,19960428,10
Tobacco1.0-19446,0,0,1,st. louis post-dispatch,2002,10,11,20021011,0
Tobacco1.0-19289,0,0,1,san jose mercury news,2002,11,21,20021121,0
Tobacco1.0-8360,0,0,1,atlanta journal and constitution,1996,5,14,19960514,8
Tobacco1.0-11481,0,0,1,washington post,1996,12,23,19961223,8
Tobacco1.0-14937,0,0,1,new york times,1998,6,21,19980621,9
Tobacco1.0-16265,0,0,1,san jose mercury news,1999,9,5,19990905,0
Tobacco1.0-6605,0,0,1,san jose mercury news,2012,5,10,20120510,0
Tobacco1.0-16260,0,0,1,saint paul pioneer press,1999,9,7,19990907,0
Tobacco1.0-19286,0,0,1,denver post,2002,11,21,20021121,5
Tobacco1.0-16262,0,0,1,atlanta journal and constitution,1999,9,5,19990905,0
Tobacco1.0-5553,0,0,1,st. petersburg times,2009,1,10,20090110,0
Tobacco1.0-16865,0,0,1,philadelphia inquirer,1999,10,21,19991021,5
Tobacco1.0-22002,0,0,1,washington post,2010,10,10,20101010,5
Tobacco1.0-16860,0,0,1,atlanta journal and constitution,1999,10,21,19991021,0
Tobacco1.0-12362,0,0,1,herald-sun,1997,5,20,19970520,8
Tobacco1.0-16682,0,0,1,washington post,1999,12,1,19991201,8
Tobacco1.0-7257,0,0,1,usa today,1993,6,28,19930628,8
Tobacco1.0-16686,0,0,1,san jose mercury news,1999,11,30,19991130,0
Tobacco1.0-10274,0,0,1,herald-sun,1995,10,26,19951026,0
Tobacco1.0-21210,0,0,1,washington post,2005,8,25,20050825,8
Tobacco1.0-13965,0,0,1,new york times,1997,12,31,19971231,5
Tobacco1.0-9668,0,0,1,san jose mercury news,1995,7,11,19950711,4
Tobacco1.0-6650,0,0,1,washington post,2012,4,6,20120406,10
Tobacco1.0-6879,0,1,0,new york times,1992,7,22,19920722,8
Tobacco1.0-24371,0,0,1,atlanta journal and constitution,2003,8,17,20030817,5
Tobacco1.0-14338,0,0,1,atlanta journal and constitution,1998,2,22,19980222,10
Tobacco1.0-16662,0,0,1,denver post,1999,12,2,19991202,4
Tobacco1.0-18883,0,0,1,philadelphia inquirer,2002,6,25,20020625,0
Tobacco1.0-18624,0,0,1,st. louis post-dispatch,2001,4,18,20010418,5
Tobacco1.0-14487,0,1,0,herald-sun,1998,2,7,19980207,0
Tobacco1.0-26029,0,0,1,atlanta journal and constitution,2007,8,22,20070822,10
Tobacco1.0-22222,0,0,1,new york times,2011,11,10,20111110,6
Tobacco1.0-22220,0,0,1,st. louis post-dispatch,2011,11,11,20111111,12
Tobacco1.0-16467,0,1,0,herald-sun,1999,7,16,19990716,5
Tobacco1.0-16465,0,0,1,daily news,1999,7,16,19990716,4
Tobacco1.0-6897,0,0,1,new york times,1992,7,13,19920713,8
Tobacco1.0-11662,0,0,1,palm beach post,1996,11,14,19961114,8
Tobacco1.0-11665,0,0,1,washington post,1996,11,14,19961114,6
Tobacco1.0-23607,0,0,1,washington post,2003,1,23,20030123,0
Tobacco1.0-11666,0,0,1,new york times,1996,11,13,19961113,8
Tobacco1.0-24074,0,0,1,st. louis post-dispatch,2003,4,9,20030409,4
Tobacco1.0-11244,0,0,1,palm beach post,1996,8,27,19960827,8
Tobacco1.0-2150,0,0,1,washington post,1997,3,27,19970327,10
Tobacco1.0-13479,0,0,1,washington post,1997,8,5,19970805,8
Tobacco1.0-26527,0,0,1,new york times,2012,7,8,20120708,8
Tobacco1.0-7435,0,0,1,st. louis post-dispatch,1994,6,27,19940627,9
Tobacco1.0-3151,0,0,1,herald-sun,1999,2,11,19990211,0
Tobacco1.0-3150,0,1,0,herald-sun,1999,2,11,19990211,5
Tobacco1.0-65,0,1,0,usa today,1990,11,15,19901115,0
Tobacco1.0-14726,0,0,1,saint paul pioneer press,1998,5,12,19980512,0
Tobacco1.0-3158,0,0,1,st. louis post-dispatch,1999,2,11,19990211,0
Tobacco1.0-12962,0,0,1,washington post,1997,7,29,19970729,9
Tobacco1.0-22910,0,0,1,herald-sun,2000,9,21,20000921,0
Tobacco1.0-22357,0,0,1,st. petersburg times,2011,8,22,20110822,0
Tobacco1.0-22356,0,0,1,san jose mercury news,2011,8,22,20110822,5
Tobacco1.0-11069,0,0,1,new york times,1996,9,15,19960915,12
Tobacco1.0-23516,0,0,1,denver post,2003,2,16,20030216,12
Tobacco1.0-18087,0,0,1,washington post,2001,11,22,20011122,9
Tobacco1.0-11063,0,0,1,washington post,1996,9,17,19960917,4
Tobacco1.0-9313,0,0,1,st. louis post-dispatch,1995,8,25,19950825,8
Tobacco1.0-1102,0,0,1,atlanta journal and constitution,1994,3,8,19940308,10
Tobacco1.0-7547,0,0,1,usa today,1994,6,9,19940609,8
Tobacco1.0-14720,0,0,1,denver post,1998,5,12,19980512,12
Tobacco1.0-7926,0,0,1,st. louis post-dispatch,1995,6,26,19950626,5
Tobacco1.0-4532,0,0,1,saint paul pioneer press,2005,1,31,20050131,5
Tobacco1.0-4825,0,0,1,st. louis post-dispatch,2006,1,26,20060126,8
Tobacco1.0-9810,0,1,0,saint paul pioneer press,1996,7,10,19960710,12
Tobacco1.0-4795,0,0,1,denver post,2006,2,3,20060203,8
Tobacco1.0-4820,0,0,1,new york times,2006,1,26,20060126,8
Tobacco1.0-3338,0,0,1,palm beach post,1999,1,6,19990106,9
Tobacco1.0-4534,0,0,1,washington post,2005,1,30,20050130,5
Tobacco1.0-9815,0,0,1,san jose mercury news,1996,7,9,19960709,9
Tobacco1.0-23192,0,0,1,herald-sun,2000,7,16,20000716,4
Tobacco1.0-4538,0,0,1,daily news,2005,1,28,20050128,4
Tobacco1.0-3331,0,0,1,philadelphia inquirer,1999,1,8,19990108,13
Tobacco1.0-3330,0,0,1,philadelphia inquirer,1999,1,9,19990109,4
Tobacco1.0-12810,0,0,1,palm beach post,1997,6,17,19970617,10
Tobacco1.0-2793,0,0,1,daily news,1998,1,11,19980111,9
Tobacco1.0-12819,0,0,1,atlanta journal and constitution,1997,6,15,19970615,11
Tobacco1.0-12818,0,0,1,st. louis post-dispatch,1997,6,16,19970616,10
Tobacco1.0-2798,0,0,1,washington post,1998,1,11,19980111,5
Tobacco1.0-8036,0,0,1,st. louis post-dispatch,1995,5,28,19950528,8
Tobacco1.0-11113,0,1,0,new york times,1996,9,8,19960908,5
Tobacco1.0-24379,0,0,1,new york times,2003,8,15,20030815,0
Tobacco1.0-11110,0,0,1,atlanta journal and constitution,1996,9,8,19960908,11
Tobacco1.0-516,0,0,1,new york times,1991,2,12,19910212,7
Tobacco1.0-8365,0,1,0,st. louis post-dispatch,1996,5,14,19960514,4
Tobacco1.0-24372,0,0,1,philadelphia inquirer,2003,8,17,20030817,8
Tobacco1.0-11119,0,0,1,washington post,1996,9,8,19960908,4
Tobacco1.0-24374,0,0,1,new york times,2003,8,16,20030816,4
Tobacco1.0-23773,0,0,1,daily news,2003,6,8,20030608,5
Tobacco1.0-23776,0,0,1,washington post,2003,6,8,20030608,6
Tobacco1.0-23779,0,0,1,atlanta journal and constitution,2003,6,6,20030606,0
Tobacco1.0-19968,0,0,1,daily news,2004,8,22,20040822,12
Tobacco1.0-5661,0,0,1,st. petersburg times,2008,5,25,20080525,5
Tobacco1.0-26166,0,0,1,philadelphia inquirer,2007,6,7,20070607,5
Tobacco1.0-4226,0,0,1,herald-sun,2002,1,24,20020124,4
Tobacco1.0-10712,0,0,1,new york times,1994,12,23,19941223,0
Tobacco1.0-18150,0,0,1,st. petersburg times,2001,11,5,20011105,12
Tobacco1.0-8968,0,0,1,st. louis post-dispatch,1991,7,29,19910729,5
Tobacco1.0-12687,0,0,1,denver post,1997,6,22,19970622,4
Tobacco1.0-13578,0,0,1,atlanta journal and constitution,1997,10,20,19971020,0
Tobacco1.0-2979,0,0,1,herald-sun,1999,3,13,19990313,4
Tobacco1.0-14565,0,1,0,saint paul pioneer press,1998,5,27,19980527,4
Tobacco1.0-9560,0,0,1,new york times,1995,7,29,19950729,5
Tobacco1.0-608,0,0,1,palm beach post,1993,4,20,19930420,5
Tobacco1.0-18235,0,0,1,san jose mercury news,2001,8,29,20010829,8
Tobacco1.0-604,0,1,0,atlanta journal and constitution,1993,4,22,19930422,5
Tobacco1.0-20075,0,0,1,saint paul pioneer press,2004,7,17,20040717,12
Tobacco1.0-4008,0,0,1,st. louis post-dispatch,2001,1,9,20010109,4
Tobacco1.0-18232,0,0,1,philadelphia inquirer,2001,8,29,20010829,5
Tobacco1.0-15969,0,0,1,st. louis post-dispatch,1999,5,1,19990501,4
Tobacco1.0-25821,0,0,1,denver post,2007,12,28,20071228,5
Tobacco1.0-20671,0,0,1,washington post,2005,6,16,20050616,10
Tobacco1.0-18307,0,0,1,san jose mercury news,2001,7,31,20010731,8
Tobacco1.0-8969,0,0,1,washington post,1991,7,28,19910728,5
Tobacco1.0-25912,0,0,1,new york times,2007,11,4,20071104,5
Tobacco1.0-15760,0,1,0,san jose mercury news,1999,6,17,19990617,0
Tobacco1.0-9963,0,1,0,palm beach post,1996,6,14,19960614,8
Tobacco1.0-15816,0,0,1,herald-sun,1999,6,8,19990608,0
Tobacco1.0-15765,0,0,1,denver post,1999,6,16,19990616,10
Tobacco1.0-9148,0,0,1,palm beach post,1992,11,6,19921106,4
Tobacco1.0-21396,0,0,1,atlanta journal and constitution,2008,11,19,20081119,0
Tobacco1.0-4318,0,0,1,atlanta journal and constitution,2005,3,24,20050324,12
Tobacco1.0-7159,0,0,1,palm beach post,1993,8,12,19930812,5
Tobacco1.0-20982,0,0,1,washington post,2005,12,7,20051207,5
Tobacco1.0-15562,0,0,1,philadelphia inquirer,1998,12,23,19981223,6
Tobacco1.0-15563,0,0,1,st. petersburg times,1998,12,23,19981223,9
Tobacco1.0-15561,0,0,1,new york times,1998,12,23,19981223,6
Tobacco1.0-15567,0,0,1,atlanta journal and constitution,1998,12,22,19981222,8
Tobacco1.0-17,0,1,0,palm beach post,1990,12,16,19901216,4
Tobacco1.0-24201,0,0,1,herald-sun,2003,10,12,20031012,4
Tobacco1.0-21432,0,0,1,saint paul pioneer press,2008,10,13,20081013,0
Tobacco1.0-24205,0,0,1,atlanta journal and constitution,2003,10,10,20031010,10
