,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,primary
gun_control1.0-5497,0,0,1,daily news,1998,12,1,19981201,7
gun_control1.0-1780,0,0,1,washington post,1991,9,11,19910911,8
gun_control1.0-8865,0,0,1,saint paul pioneer press,2002,10,14,20021014,12
gun_control1.0-5498,0,0,1,denver post,1998,12,1,19981201,7
gun_control1.0-1588,0,0,1,washington post,1992,3,23,19920323,6
gun_control1.0-5651,0,1,0,herald-sun,1998,9,3,19980903,6
gun_control1.0-5650,0,0,1,st. louis post-dispatch,1998,9,4,19980904,12
gun_control1.0-5654,0,0,1,atlanta journal and constitution,1998,9,1,19980901,2
gun_control1.0-5657,0,0,1,denver post,1999,6,30,19990630,12
gun_control1.0-4701,0,0,1,atlanta journal and constitution,1997,2,4,19970204,6
gun_control1.0-454,0,0,1,usa today,1990,7,11,19900711,12
gun_control1.0-10121,0,0,1,washington post,2005,7,27,20050727,11
gun_control1.0-7381,0,0,1,denver post,2000,3,4,20000304,6
gun_control1.0-10124,0,0,1,saint paul pioneer press,2005,7,24,20050724,7
gun_control1.0-2153,0,0,1,washington post,1993,2,9,19930209,6
gun_control1.0-10128,0,0,1,philadelphia inquirer,2005,7,19,20050719,11
gun_control1.0-2150,0,1,0,palm beach post,1993,2,9,19930209,12
gun_control1.0-7437,0,1,0,denver post,2000,2,22,20000222,12
gun_control1.0-2156,0,0,1,st. louis post-dispatch,1993,2,7,19930207,4
gun_control1.0-2154,0,0,1,new york times,1993,2,8,19930208,6
gun_control1.0-2398,0,0,1,usa today,1993,12,23,19931223,0
gun_control1.0-2451,0,0,1,st. louis post-dispatch,1993,12,10,19931210,12
gun_control1.0-7281,0,0,1,daily news,2000,3,16,20000316,12
gun_control1.0-2390,0,0,1,atlanta journal and constitution,1993,12,23,19931223,5
gun_control1.0-2393,0,0,1,new york times,1993,12,23,19931223,4
gun_control1.0-2392,0,0,1,new york times,1993,12,23,19931223,0
gun_control1.0-5721,0,0,1,new york times,1999,6,21,19990621,12
gun_control1.0-4639,0,0,1,washington post,1997,3,7,19970307,6
gun_control1.0-6529,0,0,1,new york times,1999,7,1,19990701,6
gun_control1.0-4634,0,0,1,san jose mercury news,1997,3,9,19970309,4
gun_control1.0-10566,0,0,1,san jose mercury news,2010,2,28,20100228,4
gun_control1.0-4636,0,0,1,washington post,1997,3,9,19970309,6
gun_control1.0-4637,0,0,1,new york times,1997,3,7,19970307,12
gun_control1.0-4633,0,0,1,san jose mercury news,1997,3,11,19970311,12
gun_control1.0-3543,0,0,1,new york times,1995,12,10,19951210,12
gun_control1.0-9782,0,0,1,new york times,2004,5,27,20040527,6
gun_control1.0-10565,0,0,1,san jose mercury news,2010,2,28,20100228,11
gun_control1.0-3547,0,0,1,st. louis post-dispatch,1995,12,7,19951207,4
gun_control1.0-2753,0,0,1,new york times,1994,5,12,19940512,4
gun_control1.0-3545,0,0,1,denver post,1995,12,7,19951207,4
gun_control1.0-2459,0,0,1,st. petersburg times,1993,12,8,19931208,5
gun_control1.0-6092,0,0,1,st. louis post-dispatch,1999,9,30,19990930,10
gun_control1.0-6093,0,0,1,palm beach post,1999,9,29,19990929,5
gun_control1.0-7657,0,0,1,philadelphia inquirer,2000,5,19,20000519,11
gun_control1.0-2755,0,0,1,st. louis post-dispatch,1994,5,11,19940511,6
gun_control1.0-7655,0,0,1,palm beach post,2000,5,19,20000519,4
gun_control1.0-7654,0,0,1,palm beach post,2000,5,19,20000519,11
gun_control1.0-6098,0,0,1,san jose mercury news,1999,9,25,19990925,12
gun_control1.0-6099,0,0,1,san jose mercury news,1999,9,25,19990925,5
gun_control1.0-10501,0,1,0,washington post,2010,4,19,20100419,11
gun_control1.0-6256,0,0,1,san jose mercury news,1999,8,24,19990824,5
gun_control1.0-6257,0,0,1,washington post,1999,8,24,19990824,12
gun_control1.0-1572,0,0,1,st. louis post-dispatch,1992,4,1,19920401,5
gun_control1.0-1573,0,0,1,st. louis post-dispatch,1992,4,1,19920401,7
gun_control1.0-5875,0,0,1,washington post,1999,6,12,19990612,12
gun_control1.0-5874,0,0,1,st. petersburg times,1999,6,12,19990612,12
gun_control1.0-5876,0,0,1,atlanta journal and constitution,1999,6,11,19990611,8
gun_control1.0-6258,0,0,1,atlanta journal and constitution,1999,8,23,19990823,6
gun_control1.0-5870,0,0,1,new york times,1999,6,12,19990612,11
gun_control1.0-6708,0,0,1,st. louis post-dispatch,2000,1,2,20000102,12
gun_control1.0-6412,0,0,1,san jose mercury news,1999,7,23,19990723,4
gun_control1.0-4521,0,0,1,washington post,1997,6,17,19970617,12
gun_control1.0-1887,0,0,1,usa today,1993,10,11,19931011,3
gun_control1.0-6416,0,0,1,philadelphia inquirer,1999,7,22,19990722,12
gun_control1.0-9948,0,0,1,philadelphia inquirer,2004,2,14,20040214,5
gun_control1.0-242,0,0,1,new york times,1985,1,3,19850103,6
gun_control1.0-4528,0,0,1,san jose mercury news,1997,6,6,19970606,12
gun_control1.0-4529,0,0,1,denver post,1997,6,5,19970605,8
gun_control1.0-9941,0,0,1,st. petersburg times,2004,2,18,20040218,8
gun_control1.0-9940,0,1,0,denver post,2004,2,18,20040218,12
gun_control1.0-11651,0,0,1,tampa bay times,2012,5,25,20120525,11
gun_control1.0-9942,0,1,0,daily news,2004,2,17,20040217,11
gun_control1.0-3099,0,0,1,atlanta journal and constitution,1995,3,30,19950330,5
gun_control1.0-3097,0,0,1,usa today,1995,3,31,19950331,12
gun_control1.0-3092,0,0,1,philadelphia inquirer,1995,3,31,19950331,12
gun_control1.0-2571,0,0,1,palm beach post,1993,11,19,19931119,12
gun_control1.0-2570,0,1,0,st. louis post-dispatch,1993,11,20,19931120,5
gun_control1.0-2573,0,0,1,st. petersburg times,1993,11,19,19931119,11
gun_control1.0-2575,0,0,1,usa today,1993,11,19,19931119,12
gun_control1.0-9491,0,0,1,palm beach post,2003,3,5,20030305,12
gun_control1.0-6670,0,0,1,denver post,2000,1,15,20000115,0
gun_control1.0-6671,0,0,1,denver post,2000,1,13,20000113,12
gun_control1.0-6676,0,0,1,denver post,2000,1,12,20000112,12
gun_control1.0-6069,0,0,1,denver post,1999,5,21,19990521,10
gun_control1.0-6674,0,0,1,st. louis post-dispatch,2000,1,13,20000113,5
gun_control1.0-10749,0,1,0,new york times,2011,9,7,20110907,12
gun_control1.0-9019,0,0,1,herald-sun,2002,5,12,20020512,8
gun_control1.0-11099,0,1,0,denver post,2012,4,13,20120413,12
gun_control1.0-11726,0,0,1,washington post,2012,12,23,20121223,12
gun_control1.0-11096,0,0,1,washington post,2012,4,14,20120414,12
gun_control1.0-11723,0,1,0,tampa bay times,2012,12,23,20121223,5
gun_control1.0-11090,0,0,1,daily news,2012,4,14,20120414,12
gun_control1.0-11720,0,0,1,st. louis post-dispatch,2012,12,23,20121223,0
gun_control1.0-11432,0,0,1,washington post,2012,8,10,20120810,12
gun_control1.0-11430,0,0,1,usa today,2012,8,10,20120810,4
gun_control1.0-9703,0,0,1,st. petersburg times,2004,9,9,20040909,12
gun_control1.0-11436,0,0,1,san jose mercury news,2012,8,9,20120809,7
gun_control1.0-5287,0,0,1,st. louis post-dispatch,1999,3,18,19990318,6
gun_control1.0-11058,0,0,1,new york times,2012,4,20,20120420,12
gun_control1.0-3368,0,0,1,philadelphia inquirer,1994,10,25,19941025,12
gun_control1.0-8767,0,0,1,san jose mercury news,2002,12,19,20021219,6
gun_control1.0-3163,0,0,1,denver post,1995,3,14,19950314,4
gun_control1.0-9494,0,1,0,saint paul pioneer press,2003,3,4,20030304,5
gun_control1.0-2374,0,0,1,usa today,1993,12,29,19931229,5
gun_control1.0-8946,0,0,1,denver post,2002,7,21,20020721,4
gun_control1.0-2379,0,0,1,new york times,1993,12,28,19931228,12
gun_control1.0-8942,0,0,1,washington post,2002,7,25,20020725,10
gun_control1.0-6384,0,0,1,new york times,1999,8,1,19990801,12
gun_control1.0-3319,0,0,1,philadelphia inquirer,1994,11,23,19941123,12
gun_control1.0-4225,0,0,1,new york times,1996,3,27,19960327,5
gun_control1.0-2418,0,0,1,st. louis post-dispatch,1993,12,18,19931218,5
gun_control1.0-9126,0,0,1,denver post,2003,12,8,20031208,4
gun_control1.0-7934,0,0,1,st. petersburg times,2001,2,4,20010204,10
gun_control1.0-10969,0,1,0,new york times,2011,1,22,20110122,12
gun_control1.0-2410,0,0,1,washington post,1993,12,21,19931221,10
gun_control1.0-9120,0,0,1,washington post,2003,12,12,20031212,6
gun_control1.0-10966,0,1,0,palm beach post,2011,1,23,20110123,0
gun_control1.0-11549,0,0,1,new york times,2012,7,24,20120724,12
gun_control1.0-11548,0,0,1,new york times,2012,7,24,20120724,12
gun_control1.0-12168,0,0,1,new york times,2012,12,27,20121227,6
gun_control1.0-12169,0,0,1,palm beach post,2012,12,27,20121227,6
gun_control1.0-12165,0,0,1,denver post,2012,12,27,20121227,7
gun_control1.0-11541,0,0,1,usa today,2012,7,25,20120725,12
gun_control1.0-12167,0,0,1,new york times,2012,12,27,20121227,11
gun_control1.0-12161,0,0,1,washington post,2012,12,28,20121228,12
gun_control1.0-11544,0,0,1,daily news,2012,7,24,20120724,12
gun_control1.0-8541,0,0,1,daily news,2001,8,26,20010826,12
gun_control1.0-9831,0,0,1,st. louis post-dispatch,2004,3,30,20040330,5
gun_control1.0-8547,0,0,1,denver post,2001,8,23,20010823,6
gun_control1.0-8544,0,0,1,new york times,2001,8,24,20010824,12
gun_control1.0-1848,0,0,1,new york times,1993,10,27,19931027,12
gun_control1.0-6806,0,0,1,washington post,1999,12,2,19991202,12
gun_control1.0-9838,0,0,1,daily news,2004,3,24,20040324,6
gun_control1.0-1987,0,1,0,st. petersburg times,1993,8,9,19930809,11
gun_control1.0-8835,0,0,1,new york times,2002,10,22,20021022,4
gun_control1.0-1714,0,0,1,st. louis post-dispatch,1991,11,16,19911116,6
gun_control1.0-1715,0,0,1,washington post,1991,11,14,19911114,4
gun_control1.0-8838,0,0,1,st. petersburg times,2002,10,21,20021021,7
gun_control1.0-1711,0,0,1,st. louis post-dispatch,1991,11,19,19911119,11
gun_control1.0-1712,0,0,1,st. louis post-dispatch,1991,11,19,19911119,4
gun_control1.0-11946,0,0,1,philadelphia inquirer,2012,12,18,20121218,12
gun_control1.0-11944,0,0,1,palm beach post,2012,12,18,20121218,4
gun_control1.0-11942,0,0,1,new york times,2012,12,18,20121218,12
gun_control1.0-11941,0,0,1,new york times,2012,12,18,20121218,0
gun_control1.0-4805,0,0,1,atlanta journal and constitution,1996,11,4,19961104,12
gun_control1.0-2708,0,0,1,san jose mercury news,1994,6,2,19940602,4
gun_control1.0-2709,0,0,1,san jose mercury news,1994,6,2,19940602,4
gun_control1.0-11949,0,1,0,san jose mercury news,2012,12,18,20121218,12
gun_control1.0-11591,0,0,1,san jose mercury news,2012,7,20,20120720,5
gun_control1.0-4385,0,0,1,san jose mercury news,1996,1,4,19960104,10
gun_control1.0-4833,0,0,1,washington post,1998,8,14,19980814,10
gun_control1.0-4831,0,0,1,atlanta journal and constitution,1998,8,14,19980814,6
gun_control1.0-8613,0,0,1,new york times,2001,7,8,20010708,10
gun_control1.0-8610,0,0,1,palm beach post,2001,7,9,20010709,13
gun_control1.0-8617,0,0,1,new york times,2001,7,5,20010705,8
gun_control1.0-8615,0,1,0,atlanta journal and constitution,2001,7,6,20010706,4
gun_control1.0-11895,0,0,1,st. louis post-dispatch,2012,12,19,20121219,6
gun_control1.0-5764,0,0,1,st. louis post-dispatch,1999,6,19,19990619,12
gun_control1.0-11892,0,0,1,san jose mercury news,2012,12,19,20121219,12
gun_control1.0-11899,0,0,1,saint paul pioneer press,2012,12,19,20121219,9
gun_control1.0-1777,0,0,1,st. louis post-dispatch,1991,9,26,19910926,6
gun_control1.0-1004,0,0,1,atlanta journal and constitution,1991,5,10,19910510,12
gun_control1.0-1005,0,0,1,new york times,1991,5,10,19910510,12
gun_control1.0-728,0,0,1,st. petersburg times,1989,5,4,19890504,12
gun_control1.0-1009,0,0,1,palm beach post,1991,5,10,19910510,12
gun_control1.0-5012,0,1,0,washington post,1998,5,27,19980527,0
gun_control1.0-720,0,0,1,usa today,1989,5,16,19890516,12
gun_control1.0-122,0,0,1,new york times,1988,6,19,19880619,7
gun_control1.0-8059,0,0,1,new york times,2000,11,3,20001103,12
gun_control1.0-8056,0,1,0,washington post,2000,11,5,20001105,11
gun_control1.0-12014,0,0,1,washington post,2012,12,17,20121217,11
gun_control1.0-296,0,0,1,new york times,1982,1,5,19820105,10
gun_control1.0-295,0,0,1,new york times,1982,1,6,19820106,13
gun_control1.0-2076,0,0,1,st. louis post-dispatch,1993,4,16,19930416,6
gun_control1.0-291,0,0,1,new york times,1982,4,11,19820411,4
gun_control1.0-12013,0,0,1,washington post,2012,12,17,20121217,12
gun_control1.0-3949,0,0,1,saint paul pioneer press,1995,4,1,19950401,7
gun_control1.0-4459,0,0,1,daily news,1997,8,10,19970810,12
gun_control1.0-6461,0,0,1,washington post,1999,7,14,19990714,4
gun_control1.0-10972,0,0,1,st. petersburg times,2011,1,21,20110121,10
gun_control1.0-8376,0,0,1,atlanta journal and constitution,2002,2,20,20020220,12
gun_control1.0-5121,0,0,1,st. louis post-dispatch,1998,3,27,19980327,12
gun_control1.0-1149,0,0,1,new york times,1991,4,4,19910404,12
gun_control1.0-5126,0,0,1,palm beach post,1998,3,26,19980326,8
gun_control1.0-615,0,0,1,st. louis post-dispatch,1989,8,19,19890819,8
gun_control1.0-5124,0,0,1,denver post,1998,3,26,19980326,5
gun_control1.0-619,0,0,1,st. petersburg times,1989,8,17,19890817,5
gun_control1.0-1140,0,0,1,new york times,1991,4,10,19910410,6
gun_control1.0-189,0,0,1,new york times,1986,4,13,19860413,12
gun_control1.0-4707,0,0,1,new york times,1997,1,30,19970130,12
gun_control1.0-5469,0,0,1,san jose mercury news,1998,12,23,19981223,4
gun_control1.0-182,0,0,1,new york times,1986,6,8,19860608,6
gun_control1.0-181,0,0,1,new york times,1986,6,19,19860619,5
gun_control1.0-5465,0,0,1,denver post,1998,12,26,19981226,7
gun_control1.0-187,0,0,1,new york times,1986,4,19,19860419,4
gun_control1.0-185,0,0,1,new york times,1986,5,7,19860507,12
gun_control1.0-5461,0,0,1,saint paul pioneer press,1999,1,2,19990102,6
gun_control1.0-478,0,0,1,usa today,1990,6,13,19900613,11
gun_control1.0-10468,0,0,1,daily news,2010,5,15,20100515,5
gun_control1.0-10466,0,0,1,washington post,2010,5,19,20100519,5
gun_control1.0-471,0,0,1,usa today,1990,6,20,19900620,6
gun_control1.0-10464,0,0,1,washington post,2010,5,21,20100521,13
gun_control1.0-10463,0,1,0,daily news,2010,5,21,20100521,13
gun_control1.0-475,0,0,1,usa today,1990,6,13,19900613,8
gun_control1.0-2969,0,0,1,philadelphia inquirer,1994,3,10,19940310,12
gun_control1.0-8243,0,0,1,palm beach post,2000,8,26,20000826,12
gun_control1.0-11128,0,0,1,palm beach post,2012,4,7,20120407,5
gun_control1.0-2963,0,0,1,st. louis post-dispatch,1994,3,11,19940311,7
gun_control1.0-1133,0,0,1,new york times,1991,4,11,19910411,12
gun_control1.0-3895,0,0,1,denver post,1995,4,23,19950423,12
gun_control1.0-10862,0,1,0,st. louis post-dispatch,2011,4,21,20110421,8
gun_control1.0-10860,0,1,0,washington post,2011,4,22,20110422,12
gun_control1.0-9224,0,0,1,st. louis post-dispatch,2003,10,1,20031001,4
gun_control1.0-3893,0,0,1,atlanta journal and constitution,1995,4,23,19950423,12
gun_control1.0-3892,0,1,0,usa today,1995,4,24,19950424,5
gun_control1.0-5262,0,1,0,washington post,1999,3,24,19990324,1
gun_control1.0-5264,0,0,1,st. louis post-dispatch,1999,3,23,19990323,0
gun_control1.0-6863,0,0,1,denver post,1999,11,8,19991108,5
gun_control1.0-10599,0,0,1,denver post,2010,1,27,20100127,5
gun_control1.0-10593,0,0,1,washington post,2010,2,8,20100208,4
gun_control1.0-10591,0,1,0,st. petersburg times,2010,2,9,20100209,4
gun_control1.0-4024,0,0,1,san jose mercury news,1996,8,28,19960828,12
gun_control1.0-10608,0,0,1,palm beach post,2010,1,18,20100118,12
gun_control1.0-987,0,0,1,usa today,1991,5,15,19910515,5
gun_control1.0-986,0,0,1,washington post,1991,5,16,19910516,12
gun_control1.0-985,0,0,1,usa today,1991,5,16,19910516,6
gun_control1.0-10601,0,0,1,daily news,2010,1,25,20100125,6
gun_control1.0-1924,0,1,0,st. petersburg times,1993,9,30,19930930,5
gun_control1.0-1923,0,1,0,st. petersburg times,1993,9,30,19930930,0
gun_control1.0-10269,0,0,1,new york times,2005,1,19,20050119,5
gun_control1.0-10268,0,1,0,st. petersburg times,2005,1,20,20050120,6
gun_control1.0-1818,0,0,1,palm beach post,1991,7,12,19910712,7
gun_control1.0-5398,0,0,1,washington post,1999,2,7,19990207,7
gun_control1.0-6843,0,0,1,philadelphia inquirer,1999,11,19,19991119,10
gun_control1.0-10918,0,0,1,washington post,2011,2,23,20110223,6
gun_control1.0-1813,0,0,1,new york times,1991,7,13,19910713,11
gun_control1.0-5396,0,0,1,saint paul pioneer press,1999,2,7,19990207,12
gun_control1.0-1814,0,0,1,atlanta journal and constitution,1991,7,12,19910712,12
gun_control1.0-3768,0,0,1,philadelphia inquirer,1995,5,25,19950525,5
gun_control1.0-3767,0,0,1,atlanta journal and constitution,1995,5,25,19950525,4
gun_control1.0-3766,0,1,0,st. louis post-dispatch,1995,5,26,19950526,12
gun_control1.0-3765,0,1,0,philadelphia inquirer,1995,5,26,19950526,12
gun_control1.0-3760,0,0,1,new york times,1995,5,28,19950528,11
gun_control1.0-877,0,0,1,st. louis post-dispatch,1989,2,8,19890208,12
gun_control1.0-10286,0,0,1,new york times,2010,12,30,20101230,4
gun_control1.0-875,0,0,1,new york times,1989,2,9,19890209,5
gun_control1.0-872,0,1,0,palm beach post,1989,2,12,19890212,12
gun_control1.0-3428,0,0,1,st. louis post-dispatch,1994,9,15,19940915,4
gun_control1.0-878,0,0,1,usa today,1989,2,7,19890207,5
gun_control1.0-10040,0,1,0,san jose mercury news,2005,11,9,20051109,4
gun_control1.0-10735,0,0,1,new york times,2011,9,19,20110919,4
gun_control1.0-10733,0,0,1,palm beach post,2011,9,26,20110926,12
gun_control1.0-7738,0,0,1,atlanta journal and constitution,2000,5,13,20000513,12
gun_control1.0-12027,0,0,1,washington post,2012,12,17,20121217,12
gun_control1.0-10738,0,0,1,daily news,2011,9,15,20110915,4
gun_control1.0-6739,0,0,1,saint paul pioneer press,1999,12,21,19991221,6
gun_control1.0-5483,0,0,1,st. louis post-dispatch,1998,12,5,19981205,10
gun_control1.0-5485,0,0,1,new york times,1998,12,4,19981204,7
gun_control1.0-8087,0,0,1,philadelphia inquirer,2000,10,22,20001022,12
gun_control1.0-3973,0,0,1,philadelphia inquirer,1996,10,13,19961013,10
gun_control1.0-5646,0,0,1,san jose mercury news,1998,9,9,19980909,11
gun_control1.0-5897,0,0,1,philadelphia inquirer,1999,6,10,19990610,12
gun_control1.0-5644,0,0,1,san jose mercury news,1998,9,10,19980910,11
gun_control1.0-5641,0,0,1,st. louis post-dispatch,1998,9,20,19980920,12
gun_control1.0-4735,0,0,1,st. louis post-dispatch,1996,12,31,19961231,12
gun_control1.0-4731,0,1,0,atlanta journal and constitution,1997,1,7,19970107,6
gun_control1.0-4733,0,0,1,st. petersburg times,1997,1,5,19970105,6
gun_control1.0-2149,0,0,1,new york times,1993,2,9,19930209,12
gun_control1.0-9343,0,0,1,saint paul pioneer press,2003,5,29,20030529,12
gun_control1.0-1198,0,0,1,usa today,1991,3,22,19910322,12
gun_control1.0-10138,0,0,1,washington post,2005,6,29,20050629,12
gun_control1.0-3398,0,0,1,philadelphia inquirer,1994,10,5,19941005,12
gun_control1.0-10135,0,0,1,atlanta journal and constitution,2005,7,1,20050701,8
gun_control1.0-670,0,0,1,palm beach post,1989,6,21,19890621,12
gun_control1.0-10137,0,0,1,washington post,2005,7,1,20050701,12
gun_control1.0-7391,0,1,0,new york times,2000,3,3,20000303,12
gun_control1.0-10131,0,0,1,st. petersburg times,2005,7,19,20050719,11
gun_control1.0-3393,0,0,1,atlanta journal and constitution,1994,10,6,19941006,12
gun_control1.0-10132,0,0,1,st. louis post-dispatch,2005,7,13,20050713,4
gun_control1.0-3133,0,0,1,daily news,1995,3,18,19950318,12
gun_control1.0-2388,0,1,0,st. louis post-dispatch,1993,12,26,19931226,12
gun_control1.0-1890,0,0,1,st. petersburg times,1993,10,10,19931010,5
gun_control1.0-2387,0,0,1,new york times,1993,12,26,19931226,7
gun_control1.0-2382,0,0,1,usa today,1993,12,28,19931228,5
gun_control1.0-4849,0,0,1,saint paul pioneer press,1998,8,3,19980803,12
gun_control1.0-10816,0,0,1,herald-sun,2011,6,8,20110608,5
gun_control1.0-238,0,0,1,new york times,1985,4,6,19850406,6
gun_control1.0-5736,0,0,1,philadelphia inquirer,1999,6,20,19990620,5
gun_control1.0-5737,0,0,1,philadelphia inquirer,1999,6,20,19990620,5
gun_control1.0-5734,0,0,1,new york times,1999,6,20,19990620,12
gun_control1.0-5735,0,0,1,new york times,1999,6,20,19990620,12
gun_control1.0-1797,0,0,1,washington post,1991,8,13,19910813,13
gun_control1.0-4604,0,0,1,washington post,1997,4,3,19970403,12
gun_control1.0-1791,0,0,1,new york times,1991,8,17,19910817,12
gun_control1.0-3080,0,0,1,atlanta journal and constitution,1994,2,3,19940203,12
gun_control1.0-6068,0,1,0,denver post,1999,5,21,19990521,11
gun_control1.0-3086,0,0,1,denver post,1994,2,2,19940202,12
gun_control1.0-3087,0,0,1,denver post,1994,2,2,19940202,12
gun_control1.0-7644,0,0,1,herald-sun,2000,5,20,20000520,5
