,Test,Train,Source,Year,Month,Day,FullDate,Pro,Neutral,Anti
same-sex_marriage1.0-3067,0,1,new york times,2005,1,6,20050106,0,0,1
same-sex_marriage1.0-3064,0,1,washington post,2005,1,11,20050111,0,0,1
same-sex_marriage1.0-3065,0,1,atlanta journal and constitution,2005,1,10,20050110,1,0,0
same-sex_marriage1.0-3061,0,0,st. louis post-dispatch,2005,1,11,20050111,0,0,1
same-sex_marriage1.0-3282,0,1,usa today,2006,3,24,20060324,1,0,0
same-sex_marriage1.0-3283,0,0,usa today,2006,3,24,20060324,1,0,0
same-sex_marriage1.0-3280,0,0,palm beach post,2006,3,24,20060324,0,0,1
same-sex_marriage1.0-3281,0,0,saint paul pioneer press,2006,3,24,20060324,1,0,0
same-sex_marriage1.0-3286,0,0,saint paul pioneer press,2006,3,22,20060322,0,1,0
same-sex_marriage1.0-3287,0,0,philadelphia inquirer,2006,3,21,20060321,1,0,0
same-sex_marriage1.0-3284,0,0,saint paul pioneer press,2006,3,23,20060323,1,0,0
same-sex_marriage1.0-3285,0,0,washington post,2006,3,23,20060323,1,0,0
same-sex_marriage1.0-3288,0,0,saint paul pioneer press,2006,3,21,20060321,1,0,0
same-sex_marriage1.0-3289,0,0,saint paul pioneer press,2006,3,20,20060320,0,1,0
same-sex_marriage1.0-4410,0,0,st. louis post-dispatch,2007,7,28,20070728,0,0,1
same-sex_marriage1.0-2223,0,1,st. louis post-dispatch,2004,7,15,20040715,1,0,0
same-sex_marriage1.0-7610,0,1,new york times,2012,2,9,20120209,0,1,0
same-sex_marriage1.0-2221,0,0,san jose mercury news,2004,7,15,20040715,1,0,0
same-sex_marriage1.0-2220,0,0,saint paul pioneer press,2004,7,15,20040715,0,1,0
same-sex_marriage1.0-7615,0,1,usa today,2012,2,9,20120209,1,0,0
same-sex_marriage1.0-2226,0,0,st. louis post-dispatch,2004,7,15,20040715,0,0,1
same-sex_marriage1.0-2889,0,0,new york times,2005,4,21,20050421,1,0,0
same-sex_marriage1.0-2888,0,0,daily news,2005,4,21,20050421,1,0,0
same-sex_marriage1.0-2886,0,0,new york times,2005,4,23,20050423,1,0,0
same-sex_marriage1.0-2885,0,0,washington post,2005,4,25,20050425,1,0,0
same-sex_marriage1.0-2884,0,0,washington post,2005,4,25,20050425,1,0,0
same-sex_marriage1.0-2883,0,1,san jose mercury news,2005,4,25,20050425,0,0,1
same-sex_marriage1.0-2882,0,0,new york times,2005,4,26,20050426,0,0,1
same-sex_marriage1.0-2881,0,1,san jose mercury news,2005,4,27,20050427,1,0,0
same-sex_marriage1.0-2880,0,1,daily news,2005,5,2,20050502,1,0,0
same-sex_marriage1.0-3930,0,1,new york times,2008,7,18,20080718,0,0,1
same-sex_marriage1.0-3932,0,0,new york times,2008,7,17,20080717,0,1,0
same-sex_marriage1.0-3933,0,1,new york times,2008,7,17,20080717,1,0,0
same-sex_marriage1.0-3934,0,1,san jose mercury news,2008,7,17,20080717,1,0,0
same-sex_marriage1.0-3939,0,0,san jose mercury news,2008,7,15,20080715,0,1,0
same-sex_marriage1.0-1753,0,0,st. petersburg times,2004,5,19,20040519,1,0,0
same-sex_marriage1.0-1750,0,0,san jose mercury news,2004,5,19,20040519,0,1,0
same-sex_marriage1.0-1751,0,0,san jose mercury news,2004,5,19,20040519,1,0,0
same-sex_marriage1.0-1756,0,0,daily news,2004,5,18,20040518,1,0,0
same-sex_marriage1.0-1757,0,1,herald-sun,2004,5,18,20040518,1,0,0
same-sex_marriage1.0-1755,0,0,atlanta journal and constitution,2004,5,18,20040518,1,0,0
same-sex_marriage1.0-1758,0,0,herald-sun,2004,5,18,20040518,1,0,0
same-sex_marriage1.0-1759,0,0,new york times,2004,5,18,20040518,1,0,0
same-sex_marriage1.0-58,0,1,new york times,2002,6,26,20020626,0,1,0
same-sex_marriage1.0-59,0,0,st. louis post-dispatch,2002,6,23,20020623,1,0,0
same-sex_marriage1.0-2085,1,0,herald-sun,2004,8,14,20040814,0,1,0
same-sex_marriage1.0-2083,0,0,st. louis post-dispatch,2004,8,15,20040815,1,0,0
same-sex_marriage1.0-2082,0,0,new york times,2004,8,15,20040815,0,1,0
same-sex_marriage1.0-2081,0,0,washington post,2004,8,16,20040816,1,0,0
same-sex_marriage1.0-2080,0,0,st. louis post-dispatch,2004,8,16,20040816,0,0,1
same-sex_marriage1.0-50,0,0,herald-sun,2002,7,10,20020710,1,0,0
same-sex_marriage1.0-51,0,0,washington post,2002,7,9,20020709,1,0,0
same-sex_marriage1.0-52,0,0,washington post,2002,7,7,20020707,1,0,0
same-sex_marriage1.0-53,1,0,denver post,2002,7,1,20020701,1,0,0
same-sex_marriage1.0-54,0,0,denver post,2002,6,28,20020628,1,0,0
same-sex_marriage1.0-2089,0,1,st. petersburg times,2004,8,14,20040814,0,1,0
same-sex_marriage1.0-2088,0,0,new york times,2004,8,14,20040814,0,0,1
same-sex_marriage1.0-5955,0,1,usa today,2009,12,14,20091214,0,0,1
same-sex_marriage1.0-1576,0,1,atlanta journal and constitution,2004,3,1,20040301,1,0,0
same-sex_marriage1.0-1577,0,0,atlanta journal and constitution,2004,3,1,20040301,1,0,0
same-sex_marriage1.0-1574,0,1,washington post,2004,3,2,20040302,1,0,0
same-sex_marriage1.0-1575,0,1,washington post,2004,3,2,20040302,0,1,0
same-sex_marriage1.0-1572,1,0,washington post,2004,3,2,20040302,0,1,0
same-sex_marriage1.0-1573,0,0,washington post,2004,3,2,20040302,0,0,1
same-sex_marriage1.0-1570,0,1,san jose mercury news,2004,3,2,20040302,0,1,0
same-sex_marriage1.0-1571,0,0,washington post,2004,3,2,20040302,0,0,1
same-sex_marriage1.0-1578,0,0,atlanta journal and constitution,2004,3,1,20040301,0,0,1
same-sex_marriage1.0-1579,0,1,atlanta journal and constitution,2004,3,1,20040301,0,1,0
same-sex_marriage1.0-789,1,0,daily news,2004,2,26,20040226,0,1,0
same-sex_marriage1.0-788,0,0,daily news,2004,2,26,20040226,0,1,0
same-sex_marriage1.0-787,0,0,atlanta journal and constitution,2004,2,26,20040226,1,0,0
same-sex_marriage1.0-786,0,0,atlanta journal and constitution,2004,2,26,20040226,0,0,1
same-sex_marriage1.0-785,0,0,atlanta journal and constitution,2004,2,26,20040226,1,0,0
same-sex_marriage1.0-784,0,0,atlanta journal and constitution,2004,2,26,20040226,0,1,0
same-sex_marriage1.0-783,0,1,washington post,2004,2,27,20040227,1,0,0
same-sex_marriage1.0-782,0,0,washington post,2004,2,27,20040227,1,0,0
same-sex_marriage1.0-781,0,0,washington post,2004,2,27,20040227,1,0,0
same-sex_marriage1.0-780,0,0,washington post,2004,2,27,20040227,1,0,0
same-sex_marriage1.0-10719,0,0,washington post,2000,10,22,20001022,1,0,0
same-sex_marriage1.0-10718,0,1,st. louis post-dispatch,2000,10,22,20001022,0,0,1
same-sex_marriage1.0-4684,0,1,new york times,2011,6,25,20110625,1,0,0
same-sex_marriage1.0-10717,0,0,philadelphia inquirer,2000,10,25,20001025,0,0,1
same-sex_marriage1.0-10715,0,1,st. louis post-dispatch,2000,10,27,20001027,0,0,1
same-sex_marriage1.0-10714,0,0,washington post,2000,10,29,20001029,0,1,0
same-sex_marriage1.0-1288,0,0,san jose mercury news,2004,3,20,20040320,1,0,0
same-sex_marriage1.0-1289,0,1,san jose mercury news,2004,3,20,20040320,1,0,0
same-sex_marriage1.0-1281,0,0,washington post,2004,3,21,20040321,1,0,0
same-sex_marriage1.0-1283,0,0,atlanta journal and constitution,2004,3,20,20040320,0,1,0
same-sex_marriage1.0-1284,0,0,herald-sun,2004,3,20,20040320,1,0,0
same-sex_marriage1.0-1286,0,0,new york times,2004,3,20,20040320,0,1,0
same-sex_marriage1.0-1287,0,1,philadelphia inquirer,2004,3,20,20040320,0,0,1
same-sex_marriage1.0-828,0,0,denver post,2004,2,25,20040225,0,0,1
same-sex_marriage1.0-8368,0,0,philadelphia inquirer,2012,5,11,20120511,1,0,0
same-sex_marriage1.0-8369,0,1,philadelphia inquirer,2012,5,11,20120511,1,0,0
same-sex_marriage1.0-8364,0,0,philadelphia inquirer,2012,5,11,20120511,1,0,0
same-sex_marriage1.0-8367,0,1,philadelphia inquirer,2012,5,11,20120511,0,0,1
same-sex_marriage1.0-8362,0,1,new york times,2012,5,11,20120511,0,1,0
same-sex_marriage1.0-8363,0,1,new york times,2012,5,11,20120511,1,0,0
same-sex_marriage1.0-829,0,1,herald-sun,2004,2,25,20040225,1,0,0
same-sex_marriage1.0-6682,0,1,atlanta journal and constitution,2011,6,26,20110626,0,1,0
same-sex_marriage1.0-1699,0,1,st. louis post-dispatch,2004,5,26,20040526,0,0,1
same-sex_marriage1.0-5051,0,1,new york times,2011,1,11,20110111,1,0,0
same-sex_marriage1.0-129,0,0,denver post,2001,8,31,20010831,0,0,1
same-sex_marriage1.0-128,0,1,new york times,2001,9,2,20010902,0,1,0
same-sex_marriage1.0-5055,0,1,san jose mercury news,2011,1,5,20110105,1,0,0
same-sex_marriage1.0-5054,0,1,washington post,2011,1,7,20110107,1,0,0
same-sex_marriage1.0-5057,0,0,washington post,2011,1,5,20110105,0,1,0
same-sex_marriage1.0-123,0,0,denver post,2001,9,8,20010908,0,1,0
same-sex_marriage1.0-122,0,1,san jose mercury news,2001,9,11,20010911,1,0,0
same-sex_marriage1.0-121,0,1,atlanta journal and constitution,2001,10,11,20011011,0,1,0
same-sex_marriage1.0-120,0,0,san jose mercury news,2001,10,12,20011012,1,0,0
same-sex_marriage1.0-127,1,0,washington post,2001,9,4,20010904,1,0,0
same-sex_marriage1.0-126,0,0,philadelphia inquirer,2001,9,6,20010906,0,1,0
same-sex_marriage1.0-125,0,1,denver post,2001,9,7,20010907,0,0,1
same-sex_marriage1.0-124,0,0,saint paul pioneer press,2001,9,8,20010908,1,0,0
same-sex_marriage1.0-10902,0,1,philadelphia inquirer,2000,3,20,20000320,1,0,0
same-sex_marriage1.0-10900,0,0,new york times,2000,3,22,20000322,0,0,1
same-sex_marriage1.0-10906,0,0,herald-sun,2000,3,18,20000318,0,1,0
same-sex_marriage1.0-10907,0,1,new york times,2000,3,18,20000318,1,0,0
same-sex_marriage1.0-1695,0,0,st. petersburg times,2004,5,26,20040526,0,0,1
same-sex_marriage1.0-1694,0,1,san jose mercury news,2004,5,26,20040526,0,0,1
same-sex_marriage1.0-9280,0,1,new york times,2012,10,19,20121019,1,0,0
same-sex_marriage1.0-4670,0,1,washington post,2011,6,26,20110626,1,0,0
same-sex_marriage1.0-9284,0,1,washington post,2012,10,19,20121019,1,0,0
same-sex_marriage1.0-4901,0,1,washington post,2011,4,19,20110419,0,0,1
same-sex_marriage1.0-9286,0,1,new york times,2012,10,18,20121018,1,0,0
same-sex_marriage1.0-4908,0,1,new york times,2011,4,4,20110404,1,0,0
same-sex_marriage1.0-4909,0,0,denver post,2011,4,2,20110402,1,0,0
same-sex_marriage1.0-7333,0,0,new york times,2011,7,18,20110718,0,0,1
same-sex_marriage1.0-7446,0,1,washington post,2012,4,1,20120401,1,0,0
same-sex_marriage1.0-7331,0,1,daily news,2011,7,18,20110718,1,0,0
same-sex_marriage1.0-7337,0,0,new york times,2011,7,17,20110717,1,0,0
same-sex_marriage1.0-7442,0,1,washington post,2012,4,3,20120403,1,0,0
same-sex_marriage1.0-7335,0,1,daily news,2011,7,17,20110717,1,0,0
same-sex_marriage1.0-4016,1,0,san jose mercury news,2006,12,2,20061202,1,0,0
same-sex_marriage1.0-4014,0,1,washington post,2006,12,4,20061204,1,0,0
same-sex_marriage1.0-4010,0,0,philadelphia inquirer,2006,12,4,20061204,1,0,0
same-sex_marriage1.0-4011,0,1,san jose mercury news,2006,12,4,20061204,0,1,0
same-sex_marriage1.0-4019,0,0,san jose mercury news,2006,12,1,20061201,1,0,0
same-sex_marriage1.0-7288,0,0,new york times,2011,7,24,20110724,1,0,0
same-sex_marriage1.0-7289,0,0,new york times,2011,7,24,20110724,1,0,0
same-sex_marriage1.0-7286,0,0,new york times,2011,7,24,20110724,1,0,0
same-sex_marriage1.0-7287,0,1,new york times,2011,7,24,20110724,0,0,1
same-sex_marriage1.0-7285,0,0,new york times,2011,7,24,20110724,1,0,0
same-sex_marriage1.0-7282,0,1,new york times,2011,7,24,20110724,1,0,0
same-sex_marriage1.0-7283,0,1,new york times,2011,7,24,20110724,1,0,0
same-sex_marriage1.0-7280,0,0,new york times,2011,7,24,20110724,1,0,0
same-sex_marriage1.0-8864,1,0,washington post,2012,11,12,20121112,1,0,0
same-sex_marriage1.0-3548,0,0,philadelphia inquirer,2008,5,17,20080517,1,0,0
same-sex_marriage1.0-8958,0,0,new york times,2012,10,24,20121024,1,0,0
same-sex_marriage1.0-3543,0,1,new york times,2008,5,18,20080518,0,1,0
same-sex_marriage1.0-8950,0,1,saint paul pioneer press,2012,10,29,20121029,1,0,0
same-sex_marriage1.0-3545,0,1,washington post,2008,5,18,20080518,0,1,0
same-sex_marriage1.0-3547,0,1,new york times,2008,5,17,20080517,1,0,0
same-sex_marriage1.0-8954,0,0,saint paul pioneer press,2012,10,28,20121028,0,0,1
same-sex_marriage1.0-6739,0,1,new york times,2011,6,24,20110624,1,0,0
same-sex_marriage1.0-6735,0,0,new york times,2011,6,24,20110624,1,0,0
same-sex_marriage1.0-6887,0,0,new york times,2011,5,9,20110509,1,0,0
same-sex_marriage1.0-6730,0,0,daily news,2011,6,24,20110624,0,1,0
same-sex_marriage1.0-2148,0,0,herald-sun,2004,7,29,20040729,1,0,0
same-sex_marriage1.0-2149,0,1,st. louis post-dispatch,2004,7,29,20040729,0,1,0
same-sex_marriage1.0-2418,0,0,st. louis post-dispatch,2004,11,7,20041107,1,0,0
same-sex_marriage1.0-2142,0,0,new york times,2004,8,1,20040801,1,0,0
same-sex_marriage1.0-2415,0,1,new york times,2004,11,7,20041107,0,1,0
same-sex_marriage1.0-2140,0,0,st. louis post-dispatch,2004,8,4,20040804,0,0,1
same-sex_marriage1.0-2417,0,1,saint paul pioneer press,2004,11,7,20041107,0,1,0
same-sex_marriage1.0-2411,0,0,herald-sun,2004,11,7,20041107,0,0,1
same-sex_marriage1.0-2412,0,0,new york times,2004,11,7,20041107,1,0,0
same-sex_marriage1.0-2413,0,0,new york times,2004,11,7,20041107,0,0,1
same-sex_marriage1.0-6083,0,0,washington post,2009,10,15,20091015,1,0,0
same-sex_marriage1.0-6081,0,0,new york times,2009,10,23,20091023,1,0,0
same-sex_marriage1.0-6080,0,1,washington post,2009,10,26,20091026,0,1,0
same-sex_marriage1.0-6087,0,1,daily news,2009,10,12,20091012,0,0,1
same-sex_marriage1.0-6086,0,0,denver post,2009,10,13,20091013,1,0,0
same-sex_marriage1.0-6085,0,0,san jose mercury news,2009,10,14,20091014,1,0,0
same-sex_marriage1.0-6084,0,1,new york times,2009,10,14,20091014,0,0,1
same-sex_marriage1.0-6089,0,0,san jose mercury news,2009,10,11,20091011,0,1,0
same-sex_marriage1.0-6088,0,1,denver post,2009,10,12,20091012,1,0,0
same-sex_marriage1.0-336,0,0,denver post,2003,11,20,20031120,0,1,0
same-sex_marriage1.0-337,0,0,new york times,2003,11,20,20031120,1,0,0
same-sex_marriage1.0-334,0,0,daily news,2003,11,20,20031120,0,1,0
same-sex_marriage1.0-335,0,0,daily news,2003,11,20,20031120,0,0,1
same-sex_marriage1.0-332,0,1,washington post,2003,11,21,20031121,0,0,1
same-sex_marriage1.0-333,0,0,atlanta journal and constitution,2003,11,20,20031120,0,1,0
same-sex_marriage1.0-330,0,0,saint paul pioneer press,2003,11,21,20031121,0,0,1
same-sex_marriage1.0-6318,0,1,washington post,2010,8,11,20100811,1,0,0
same-sex_marriage1.0-338,0,1,new york times,2003,11,20,20031120,0,0,1
same-sex_marriage1.0-339,0,0,new york times,2003,11,20,20031120,1,0,0
same-sex_marriage1.0-6316,0,0,new york times,2010,8,11,20100811,1,0,0
same-sex_marriage1.0-6315,0,1,denver post,2010,8,11,20100811,0,1,0
same-sex_marriage1.0-11039,0,0,new york times,1999,12,7,19991207,0,0,1
same-sex_marriage1.0-11038,0,0,new york times,1999,12,10,19991210,0,0,1
same-sex_marriage1.0-11031,0,0,denver post,1999,12,16,19991216,0,1,0
same-sex_marriage1.0-11030,0,1,new york times,1999,12,20,19991220,0,0,1
same-sex_marriage1.0-11035,0,0,san jose mercury news,1999,12,11,19991211,0,0,1
same-sex_marriage1.0-11036,0,1,san jose mercury news,1999,12,11,19991211,0,0,1
same-sex_marriage1.0-6310,0,0,san jose mercury news,2010,8,12,20100812,1,0,0
same-sex_marriage1.0-1149,0,1,new york times,2004,1,22,20040122,0,0,1
same-sex_marriage1.0-1148,0,0,atlanta journal and constitution,2004,1,22,20040122,0,0,1
same-sex_marriage1.0-1147,0,0,atlanta journal and constitution,2004,1,23,20040123,1,0,0
same-sex_marriage1.0-1143,0,1,st. louis post-dispatch,2004,1,25,20040125,0,0,1
same-sex_marriage1.0-1141,0,0,new york times,2004,1,25,20040125,0,1,0
same-sex_marriage1.0-1140,0,0,washington post,2004,1,26,20040126,1,0,0
same-sex_marriage1.0-4228,0,0,st. louis post-dispatch,2006,8,15,20060815,0,0,1
same-sex_marriage1.0-9770,0,1,st. louis post-dispatch,1994,2,15,19940215,0,0,1
same-sex_marriage1.0-9771,0,1,denver post,1994,2,13,19940213,0,1,0
same-sex_marriage1.0-9773,0,0,denver post,1994,2,9,19940209,1,0,0
same-sex_marriage1.0-9774,0,1,new york times,1994,1,28,19940128,0,0,1
same-sex_marriage1.0-9775,0,1,new york times,1994,1,16,19940116,1,0,0
same-sex_marriage1.0-9776,0,0,new york times,1993,12,27,19931227,1,0,0
same-sex_marriage1.0-9777,0,1,atlanta journal and constitution,1993,12,11,19931211,0,0,1
same-sex_marriage1.0-9778,0,0,atlanta journal and constitution,1993,11,8,19931108,1,0,0
same-sex_marriage1.0-9779,0,0,atlanta journal and constitution,1993,11,5,19931105,0,0,1
same-sex_marriage1.0-8153,1,0,san jose mercury news,2012,6,1,20120601,1,0,0
same-sex_marriage1.0-8152,0,0,palm beach post,2012,6,1,20120601,1,0,0
same-sex_marriage1.0-8150,0,1,new york times,2012,6,1,20120601,1,0,0
same-sex_marriage1.0-8155,0,1,st. louis post-dispatch,2012,6,1,20120601,1,0,0
same-sex_marriage1.0-4242,0,0,new york times,2006,7,30,20060730,1,0,0
same-sex_marriage1.0-4241,0,1,saint paul pioneer press,2006,8,1,20060801,1,0,0
same-sex_marriage1.0-4247,0,1,san jose mercury news,2006,7,27,20060727,0,0,1
same-sex_marriage1.0-4246,0,0,new york times,2006,7,27,20060727,0,0,1
same-sex_marriage1.0-4245,0,1,washington post,2006,7,28,20060728,1,0,0
same-sex_marriage1.0-4244,0,0,st. petersburg times,2006,7,29,20060729,0,1,0
same-sex_marriage1.0-4249,0,1,saint paul pioneer press,2006,7,27,20060727,0,1,0
same-sex_marriage1.0-4530,0,0,daily news,2007,3,2,20070302,0,0,1
same-sex_marriage1.0-1876,0,1,philadelphia inquirer,2004,4,26,20040426,0,1,0
same-sex_marriage1.0-10506,0,0,san jose mercury news,1997,11,27,19971127,1,0,0
same-sex_marriage1.0-10507,0,0,san jose mercury news,1997,11,26,19971126,1,0,0
same-sex_marriage1.0-10505,1,0,san jose mercury news,1997,12,3,19971203,0,1,0
same-sex_marriage1.0-10502,0,0,washington post,1997,12,18,19971218,1,0,0
same-sex_marriage1.0-10503,0,1,herald-sun,1997,12,10,19971210,1,0,0
same-sex_marriage1.0-10500,0,0,san jose mercury news,1997,12,18,19971218,1,0,0
same-sex_marriage1.0-10501,0,1,st. louis post-dispatch,1997,12,18,19971218,1,0,0
same-sex_marriage1.0-10508,0,0,san jose mercury news,1997,11,24,19971124,0,1,0
same-sex_marriage1.0-10509,0,0,philadelphia inquirer,1997,11,23,19971123,1,0,0
same-sex_marriage1.0-5269,0,0,st. louis post-dispatch,2008,3,28,20080328,1,0,0
same-sex_marriage1.0-608,0,0,daily news,2003,7,1,20030701,0,0,1
same-sex_marriage1.0-5262,1,0,st. petersburg times,2008,4,5,20080405,0,0,1
same-sex_marriage1.0-607,0,1,new york times,2003,7,2,20030702,0,0,1
same-sex_marriage1.0-10177,0,0,st. petersburg times,1996,5,29,19960529,1,0,0
same-sex_marriage1.0-10176,0,1,san jose mercury news,1996,5,29,19960529,1,0,0
same-sex_marriage1.0-10175,0,1,new york times,1996,5,29,19960529,1,0,0
same-sex_marriage1.0-10174,1,0,new york times,1996,5,30,19960530,0,0,1
same-sex_marriage1.0-10173,0,0,new york times,1996,5,30,19960530,0,0,1
same-sex_marriage1.0-10172,0,0,herald-sun,1996,5,30,19960530,0,0,1
same-sex_marriage1.0-10171,0,1,washington post,1996,5,31,19960531,0,0,1
same-sex_marriage1.0-10179,0,0,saint paul pioneer press,1996,5,28,19960528,1,0,0
same-sex_marriage1.0-10178,0,1,washington post,1996,5,29,19960529,1,0,0
same-sex_marriage1.0-9949,0,0,st. louis post-dispatch,1996,12,4,19961204,0,1,0
same-sex_marriage1.0-9948,0,1,st. louis post-dispatch,1996,12,4,19961204,1,0,0
same-sex_marriage1.0-9947,0,0,san jose mercury news,1996,12,4,19961204,1,0,0
same-sex_marriage1.0-9946,0,0,saint paul pioneer press,1996,12,4,19961204,0,1,0
same-sex_marriage1.0-9945,0,0,new york times,1996,12,4,19961204,1,0,0
same-sex_marriage1.0-9944,0,1,denver post,1996,12,4,19961204,1,0,0
same-sex_marriage1.0-9943,0,1,daily news,1996,12,4,19961204,1,0,0
same-sex_marriage1.0-9942,0,1,daily news,1996,12,4,19961204,0,1,0
same-sex_marriage1.0-9941,0,0,washington post,1996,12,5,19961205,1,0,0
same-sex_marriage1.0-9940,0,1,washington post,1996,12,5,19961205,0,0,1
same-sex_marriage1.0-3732,0,0,st. louis post-dispatch,2008,11,14,20081114,1,0,0
same-sex_marriage1.0-8013,0,1,new york times,2012,1,26,20120126,0,1,0
same-sex_marriage1.0-3731,0,1,atlanta journal and constitution,2008,11,14,20081114,0,0,1
same-sex_marriage1.0-3736,0,0,new york times,2008,11,13,20081113,1,0,0
same-sex_marriage1.0-3041,1,0,philadelphia inquirer,2005,1,22,20050122,1,0,0
same-sex_marriage1.0-3042,0,1,new york times,2005,1,20,20050120,0,0,1
same-sex_marriage1.0-532,0,0,san jose mercury news,2003,8,1,20030801,1,0,0
same-sex_marriage1.0-3738,0,1,san jose mercury news,2008,11,13,20081113,0,1,0
same-sex_marriage1.0-3048,0,1,washington post,2005,1,18,20050118,0,0,1
same-sex_marriage1.0-3049,0,1,new york times,2005,1,17,20050117,0,0,1
same-sex_marriage1.0-4536,0,0,philadelphia inquirer,2007,2,24,20070224,0,0,1
same-sex_marriage1.0-4539,0,1,washington post,2007,2,23,20070223,1,0,0
same-sex_marriage1.0-4538,0,1,philadelphia inquirer,2007,2,23,20070223,1,0,0
same-sex_marriage1.0-5836,0,1,washington post,2009,4,9,20090409,1,0,0
same-sex_marriage1.0-10200,0,1,san jose mercury news,1996,5,23,19960523,1,0,0
same-sex_marriage1.0-7634,0,1,washington post,2012,2,8,20120208,1,0,0
same-sex_marriage1.0-7631,0,1,san jose mercury news,2012,2,8,20120208,0,1,0
same-sex_marriage1.0-7630,0,1,new york times,2012,2,8,20120208,1,0,0
same-sex_marriage1.0-10206,1,0,herald-sun,1996,5,21,19960521,0,0,1
same-sex_marriage1.0-3956,0,0,new york times,2006,12,30,20061230,0,0,1
same-sex_marriage1.0-3957,0,0,new york times,2006,12,28,20061228,0,1,0
same-sex_marriage1.0-3954,0,0,philadelphia inquirer,2006,12,31,20061231,1,0,0
