,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,Pro,Neutral,Anti,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14
same-sex_marriage1.0-10055,0,0,0,st. petersburg times,1996,8,6,19960806,0.455526057,0.22535221,0.319121733,0.029318356,0.005606495,0.021982606,0.037265839,0.003939278,0.020539644,0.003674759,0.011788268,0.009942787,0.015720849,0.087150611,0.015007775,0.736003187,0.002059548,0,0.066536637,0.008342298,0.172091455,0.204544486,0.238078685,0.418646559,0.021633267,0.000250675,0.035679204,0.143285618,0.406384481,0.28970259,0.729662725,0.044009221,0.291057963
same-sex_marriage1.0-10056,0,0,1,atlanta journal and constitution,1996,8,3,19960803,0.664170059,0.068409042,0.267420898,0.006419813,0.001021908,0.03177447,0.006830195,0.006049202,0.004933461,0.002326633,0.00073924,0.005343077,0.015424964,0.039905915,0.042116822,0.833762437,0.003351862,0,0.758412544,0.005570345,0.094165636,0.359982956,0.120981906,0.384907457,0.01151226,0.000129435,0.021073358,0.334769684,0.183225924,0.362619412,0.843122056,0.033563134,0.071105315
same-sex_marriage1.0-10057,0,0,0,new york times,1996,8,3,19960803,0.545948448,0.101920384,0.352131168,0.002506584,0.000763579,0.004224492,0.001334967,0.004164575,0.005391122,0.001653012,0.000645353,0.002550904,0.00113525,0.170179689,0.006186061,0.741422203,0.057842209,0,0.038186154,0.005883396,0.310837163,0.145399683,0.217479607,0.274573918,0.009329109,0.001818724,0.012619158,0.262774219,0.263452431,0.638118366,0.983381597,0.170241036,0.180873973
same-sex_marriage1.0-10058,0,0,1,san jose mercury news,1996,8,3,19960803,0.327852304,0.194676742,0.477470954,0.001866988,0.000700035,0.007778616,0.016897949,0.00143713,0.006272216,0.001202105,0.000778064,0.006338416,0.002727187,0.001580059,0.001143009,0.944670721,0.006607504,0,0.007506365,0.006401853,0.131437449,0.271194117,0.234718036,0.338622644,0.014090331,0.000132804,0.010167256,0.143590499,0.226325513,0.418583737,0.972288931,0.172277815,0.028256512
same-sex_marriage1.0-1006,0,0,1,philadelphia inquirer,2004,2,14,20040214,0.74484458,0.123561393,0.131594027,0.005429005,0.004251939,0.009118075,0.001181611,0.759426109,0.000789845,0.00205456,0.000533959,0.001500714,0.18269572,0.018841248,0.00019145,0.010073778,0.003911987,0,0.003246829,0.04626563,0.100676012,0.122078528,0.992845927,0.358964509,0.060833032,0.001185181,0.030462118,0.52233684,0.287572358,0.431249362,0.30479715,0.028848349,0.093513931
same-sex_marriage1.0-10060,0,0,0,washington post,1996,8,3,19960803,0.48344027,0.189435267,0.327124463,0.004378574,0.000702989,0.015536866,0.011286601,0.001026211,0.007855834,0.000920513,0.001124145,0.003613061,0.003579943,0.002282738,0.000690819,0.944788799,0.002212906,0,0.0110488,0.003925346,0.196856208,0.252799388,0.111977647,0.341070329,0.003229919,0.000121746,0.010949146,0.147841796,0.208045898,0.182427163,0.975612534,0.074886732,0.05736305
same-sex_marriage1.0-10061,0,0,1,new york times,1996,7,28,19960728,0.520419898,0.128628205,0.350951898,0.03144778,0.000778738,0.005930958,0.002126944,0.144630929,0.004844693,0.004352382,0.000835518,0.000691111,0.669600841,0.090373849,0.001192757,0.038390716,0.004802784,0,0.144246102,0.014480526,0.320557994,0.034929986,0.835680907,0.433935336,0.005305547,0.002041458,0.045409031,0.431591685,0.18055815,0.319137156,0.781938155,0.023396342,0.138233532
same-sex_marriage1.0-10062,0,0,0,new york times,1996,7,27,19960727,0.670621925,0.191487941,0.137890135,0.027045659,0.001115963,0.177797462,0.123922055,0.479777128,0.112625437,0.003126379,0.000914988,0.008623763,0.032009281,0.003038525,0.002369056,0.014034064,0.013600239,0,0.028768741,0.008768348,0.116752855,0.675908628,0.75394943,0.353910586,0.020161337,0.000137662,0.064197209,0.757187876,0.298773892,0.192743645,0.28338743,0.090748495,0.254265516
same-sex_marriage1.0-10063,0,0,1,washington post,1996,7,27,19960727,0.344439892,0.175790386,0.479769722,0.006359069,0.001029832,0.005403984,0.00688712,0.05260979,0.024907707,0.002388156,0.000744971,0.000684426,0.024817612,0.018423044,0.016658508,0.825535654,0.013550128,0,0.033912662,0.00449152,0.215198056,0.617614797,0.116832298,0.332845994,0.011258671,0.000335729,0.00606271,0.189478976,0.520215796,0.605069139,0.969582269,0.029950934,0.193299388
same-sex_marriage1.0-10064,0,0,0,atlanta journal and constitution,1996,7,26,19960726,0.580771674,0.128592376,0.29063595,0.000945215,0.000429967,0.014353567,0.325472848,0.001066387,0.556154107,0.002039572,0.00046361,0.000654428,0.018579231,0.04212127,0.011056416,0.022071564,0.004591818,0,0.021794568,0.004701327,0.588984168,0.950096551,0.643648283,0.352689883,0.019750814,0.002738128,0.020948703,0.521133456,0.469663227,0.232086807,0.872376761,0.093092915,0.216655263
same-sex_marriage1.0-10065,0,0,0,daily news,1996,7,26,19960726,0.358081592,0.257449401,0.384469007,0.003485966,0.006403358,0.01440972,0.055484269,0.002776258,0.043878909,0.009491956,0.000562235,0.002656213,0.001476476,0.013837876,0.810382675,0.030936452,0.004217636,0,0.12884777,0.00890333,0.132210973,0.135268168,0.323382628,0.453083256,0.004425834,0.000600711,0.021221844,0.029352817,0.267582388,0.847116986,0.853141323,0.116436548,0.162070748
same-sex_marriage1.0-10066,0,0,1,st. petersburg times,1996,7,25,19960725,0.508065545,0.092064729,0.399869726,0.020395693,0.00085876,0.016711152,0.015789707,0.00051856,0.140811247,0.003504552,0.003023325,0.00341526,0.666409628,0.006270006,0.001985328,0.118039094,0.002267687,0,0.516987761,0.009585236,0.633478732,0.286541209,0.16085223,0.321559226,0.030600822,0.007632552,0.478218383,0.517857292,0.426668906,0.331103592,0.862963489,0.033392684,0.243059445
same-sex_marriage1.0-10067,0,0,0,st. louis post-dispatch,1996,7,22,19960722,0.351276544,0.117111947,0.531611508,0.001375601,0.000871347,0.038831424,0.00290087,0.116351,0.098092012,0.001027986,0.000649742,0.002484947,0.001727908,0.024526681,0.025399712,0.683891882,0.001868889,0,0.048333395,0.007263602,0.485155602,0.233953356,0.379154933,0.415404902,0.003473338,0.000288979,0.178086348,0.437708955,0.152306066,0.312798409,0.928646388,0.122282628,0.183312742
same-sex_marriage1.0-10068,0,0,0,denver post,1996,7,21,19960721,0.641977813,0.168699514,0.189322673,0.022201267,0.00191417,0.022837251,0.291999996,0.058892261,0.004828239,0.001840682,0.001384694,0.001083823,0.155675882,0.282682991,0.045404615,0.098443688,0.01081044,0,0.299529371,0.00742631,0.227586905,0.474138161,0.885018766,0.355643801,0.022204448,0.001843501,0.021206296,0.40266501,0.524316121,0.628102737,0.873778147,0.085812165,0.175745511
same-sex_marriage1.0-10069,0,0,0,st. petersburg times,1996,7,21,19960721,0.295299171,0.162677284,0.542023544,0.004353104,0.005118758,0.013183522,0.037194207,0.003424875,0.063877917,0.001185145,0.000728238,0.001204209,0.000888088,0.022775032,0.026278741,0.79427697,0.025511194,0,0.010624823,0.006701791,0.704529285,0.668448428,0.320596027,0.358004226,0.008011709,8.30E-05,0.006523363,0.230050021,0.204053461,0.421309961,0.936263655,0.1866957,0.165291377
same-sex_marriage1.0-1007,0,0,0,philadelphia inquirer,2004,2,14,20040214,0.34544172,0.414494244,0.240064036,0.002053789,0.002288559,0.0011242,0.071520488,0.067601212,0.001601989,0.001463504,0.000580966,0.000277564,0.000512008,0.003700507,0.004092775,0.840277054,0.002905384,0,0.012468222,0.005289399,0.192382206,0.310972806,0.900649276,0.399322461,0.009744321,4.98E-05,0.012008952,0.193567848,0.160258774,0.820087678,0.901340025,0.039638834,0.06161228
same-sex_marriage1.0-10070,0,0,0,new york times,1996,7,20,19960720,0.225810884,0.138991993,0.635197123,0.001639191,0.000742187,0.103221964,0.001716921,0.615665569,0.188104378,0.002260942,0.00055343,0.004102733,0.033245578,0.000219762,0.00019849,0.030390765,0.01793809,0,0.015194599,0.005128764,0.742134174,0.583288697,0.997371665,0.387904668,0.007501281,0.000276692,0.022150306,0.390321858,0.073579533,0.211163258,0.844391414,0.320066146,0.133389195
same-sex_marriage1.0-10072,0,0,1,st. louis post-dispatch,1996,7,19,19960719,0.508042042,0.147434188,0.34452377,0.004067089,0.006575566,0.002285073,0.073587577,0.007373446,0.017248671,0.000965804,0.000509811,0.002894808,0.001384319,0.040326878,0.838685051,0.000252473,0.003843433,0,0.145646993,0.005748402,0.111745438,0.881460765,0.371036264,0.400808931,0.005289023,0.00173758,0.010597874,0.058115298,0.147491209,0.727033047,0.120969785,0.095079108,0.161869792
same-sex_marriage1.0-10073,0,0,1,herald-sun,1996,7,18,19960718,0.4478865,0.13831027,0.41380323,0.000737495,0.005571572,0.067918737,0.003329931,0.019168528,0.048669473,0.0020138,0.000699679,0.015091793,0.003307624,0.208612778,0.58931906,0.001948371,0.033611158,0,0.011278935,0.014657868,0.799974241,0.132688006,0.910088099,0.337375258,0.006075842,0.000116566,0.009876346,0.697172327,0.561230883,0.615578438,0.681272284,0.277722711,0.069586627
same-sex_marriage1.0-10074,0,0,1,new york times,1996,7,18,19960718,0.655767929,0.140097622,0.204134448,0.008149773,0.001014877,0.628800749,0.010801042,0.15074067,0.046927377,0.00183453,0.00096547,0.00604005,0.021243032,0.01128266,0.006635918,0.09730023,0.008263622,0,0.121464551,0.007319147,0.90432539,0.505030653,0.783886725,0.336926106,0.01525951,0.001197173,0.029876395,0.396178747,0.347873038,0.177847839,0.47036675,0.18889546,0.257498639
same-sex_marriage1.0-10075,0,0,0,saint paul pioneer press,1996,7,16,19960716,0.3535432,0.262448174,0.384008626,0.015452899,0.007034815,0.006900032,0.049930923,0.005124104,0.226280413,0.009914271,0.003950329,0.006179819,0.041531248,0.019339739,0.034113254,0.563878476,0.010369681,0,0.056629812,0.006307452,0.101653464,0.726905153,0.373120477,0.451966402,0.011919587,0.018960695,0.061040371,0.24708256,0.267513137,0.166708438,0.924152664,0.039676395,0.136760733
same-sex_marriage1.0-10076,0,0,1,st. louis post-dispatch,1996,7,16,19960716,0.701108717,0.113731757,0.185159526,0.049629658,0.002197877,0.334117825,0.146142604,0.000120239,0.138234171,0.004635219,0.000667421,0.002479024,0.016179275,0.052584652,0.045067136,0.194756905,0.013187995,0,0.494133255,0.008565741,0.705836822,0.198962804,0.048883261,0.310636113,0.008523902,0.000258779,0.322812355,0.484071443,0.196618646,0.441991716,0.6948688,0.089876026,0.323092167
same-sex_marriage1.0-10077,0,0,1,atlanta journal and constitution,1996,7,14,19960714,0.269578452,0.227316914,0.503104635,0.056035608,0.005567845,0.045408325,0.017402959,0.011156323,0.096457933,0.010885312,0.041285369,0.002544966,0.010518082,0.003316822,0.047839427,0.645913236,0.005667794,0,0.839493408,0.005002896,0.303420783,0.113109832,0.594472545,0.373417874,0.055632497,0.018214006,0.07814957,0.339579965,0.228097744,0.46727931,0.949679161,0.036131827,0.208800068
same-sex_marriage1.0-10078,0,0,0,new york times,1996,7,14,19960714,0.264616838,0.198958726,0.536424435,0.008729751,0.000753785,0.002433646,0.00201908,0.004770034,0.067939273,0.001335556,0.001183873,0.000784414,3.29E-05,0.044373437,0.065439808,0.717335279,0.082869199,0,0.016138156,0.004283961,0.45790035,0.073677825,0.56450837,0.337317197,0.006294561,0.000206306,0.004277148,0.11489212,0.647714484,0.433570826,0.990904218,0.156000822,0.108566493
same-sex_marriage1.0-10079,1,0,0,new york times,1996,7,14,19960714,0.239675588,0.13345852,0.626865892,0.050935968,0.005135388,0.016364135,0.002278503,0.064812298,0.242441284,0.003290619,0.023734004,0.002590645,0.001913071,0.003635066,0.006173349,0.570001582,0.006694088,0,0.924599791,0.005463215,0.214824543,0.048039546,0.547085376,0.304794229,0.005560418,0.001778551,0.017121219,0.197656843,0.191335355,0.250498824,0.969687661,0.112178217,0.119151154
same-sex_marriage1.0-10080,0,0,0,atlanta journal and constitution,1996,7,13,19960713,0.419013284,0.160176332,0.420810383,0.000818548,0.000696006,0.007574497,0.006321948,0.001711599,0.030435414,0.00094342,0.000570662,0.001203358,0.005210462,0.000839892,0.002402658,0.938976256,0.002295279,0,0.025242284,0.003267362,0.80973173,0.339367604,0.828825507,0.307810962,0.014921679,0.000726695,0.006308228,0.173447038,0.094828305,0.236305186,0.997171527,0.071110878,0.102398575
same-sex_marriage1.0-10081,0,0,0,daily news,1996,7,13,19960713,0.627410016,0.202534002,0.170055982,0.00034418,0.000764478,0.000207475,0.002657352,0.004796485,0.0337425,0.001970531,0.000570052,0.002735647,0.003641317,0.000595507,0.034581107,0.911246276,0.002147093,0,0.006865559,0.006819689,0.21648492,0.441514835,0.744795779,0.303604439,0.016634973,0.000179735,0.030457012,0.237560746,0.103256174,0.390131902,0.975270592,0.044375623,0.080584467
same-sex_marriage1.0-10082,0,0,0,denver post,1996,7,13,19960713,0.411968885,0.139342571,0.448688544,0.000959196,0.000676389,0.001888572,0.003325511,0.002769452,0.008307803,0.001456574,0.000571663,0.000994564,0.00031407,0.000442475,0.003902721,0.933461501,0.040929507,0,0.012771161,0.003356334,0.564874845,0.441886083,0.298262045,0.310140369,0.003303556,0.000120235,0.01326544,0.154595987,0.105639725,0.381769749,0.994887541,0.136218152,0.050089076
same-sex_marriage1.0-10083,0,0,1,herald-sun,1996,7,13,19960713,0.338871634,0.199081531,0.462046835,0.000147209,0.000701797,0.014041028,0.001917779,0.007287724,0.013867771,0.005765066,0.00057541,0.002960272,0.001847481,0.000633499,0.001094517,0.942482671,0.006677777,0,0.117364451,0.004953293,0.993455611,0.11432895,0.892622237,0.335146165,0.011623999,3.46E-05,0.031589226,0.139320049,0.254132232,0.332938159,0.999727927,0.091689,0.043348552
same-sex_marriage1.0-10084,0,0,0,new york times,1996,7,13,19960713,0.222534546,0.215883709,0.561581745,0.005257222,0.001096319,0.02919898,0.016251428,0.139581684,0.011111434,0.003094397,0.009990097,0.003305537,0.006064754,0.006768492,0.033755928,0.728747994,0.005775734,0,0.055442951,0.004724299,0.156115627,0.249312546,0.350191224,0.307810962,0.026393565,8.84E-05,0.035824233,0.247359606,0.18522555,0.273200547,0.825589935,0.05398042,0.274952439
same-sex_marriage1.0-10085,0,0,1,new york times,1996,7,13,19960713,0.297867739,0.186154392,0.515977869,0.000369142,0.000680384,0.001909024,0.000579076,0.009122769,0.027081987,0.001277102,0.000575039,0.001398037,0.003291495,0.001645068,0.001806551,0.929573476,0.02069085,0,0.019470669,0.004329755,0.361068511,0.187751152,0.925868799,0.38307402,0.003974724,0.000340699,0.015309644,0.207214553,0.196475337,0.482130881,0.976710696,0.173551688,0.129637082
same-sex_marriage1.0-10086,0,0,1,philadelphia inquirer,1996,7,13,19960713,0.414149339,0.176460453,0.409390207,0.002217407,0.000819583,0.026568433,0.001205117,0.006880865,0.088431224,0.000535134,0.000671984,0.004119509,0.007304696,0.001366946,0.001158198,0.858086382,0.000634523,0,0.053622812,0.00482637,0.856901481,0.19390806,0.427218441,0.353910586,0.006986602,2.69E-05,0.164614347,0.300907052,0.221780402,0.320194477,0.987066012,0.153817693,0.059075943
same-sex_marriage1.0-10087,0,0,0,san jose mercury news,1996,7,13,19960713,0.508316188,0.157777644,0.333906167,0.002880011,0.00460666,0.215865524,0.187531939,0.159617945,0.062828245,0.003261824,0.007441094,0.012377871,0.19909131,0.088993885,0.002446496,0.04720247,0.005854726,0,0.019168612,0.006587857,0.2626135,0.949178141,0.934093915,0.256497769,0.009313914,0.00032552,0.03393362,0.552703444,0.361554803,0.139319599,0.114777201,0.082762703,0.140419602
same-sex_marriage1.0-10088,0,0,0,san jose mercury news,1996,7,13,19960713,0.283062042,0.183540314,0.533397644,0.003571455,0.000633089,0.006360626,0.004977552,0.000464348,0.2011779,0.001898057,0.000472079,0.000640375,0.000492012,0.000551891,0.016854009,0.730027751,0.031878857,0,0.019295048,0.004798567,0.973032329,0.481629583,0.385266142,0.305015337,0.030667074,0.001365901,0.008919429,0.171468898,0.060222597,0.552978133,0.987467372,0.10265785,0.047732811
same-sex_marriage1.0-1009,0,0,1,san jose mercury news,2004,2,14,20040214,0.616916116,0.29151225,0.091571634,0.015548276,0.00405996,0.011982324,0.000285526,0.685636421,0.00107168,0.067165209,0.000525494,0.000803857,0.124074175,0.075341778,0.006357322,0.003753203,0.003394774,0,0.016479045,0.047541771,0.046583844,0.088176149,0.988462881,0.423018034,0.021833772,9.13E-05,0.036434998,0.355694713,0.12529952,0.413737099,0.421437613,0.015289606,0.091304087
same-sex_marriage1.0-10090,0,0,0,washington post,1996,7,13,19960713,0.43135104,0.146440436,0.422208524,0.116462104,0.015564993,0.01536927,0.04960563,0.014281962,0.309463794,0.019072652,0.029782345,0.143674638,0.084930518,0.01456323,0.138003497,0.04671799,0.002507376,0,0.89666436,0.009307917,0.077049495,0.383849659,0.07084808,0.402092844,0.011437613,0.00204794,0.906642777,0.759672703,0.113292825,0.472463612,0.398346677,0.01799353,0.170755425
same-sex_marriage1.0-10091,0,0,0,washington post,1996,7,13,19960713,0.423740438,0.117753137,0.458506425,0.001361138,0.001163761,0.008440108,0.002620398,0.003905705,0.011166712,0.000637102,0.000587591,0.00052497,0.002213591,0.013188547,0.004732952,0.947604297,0.001853129,0,0.006669237,0.003486563,0.909953632,0.647759107,0.059136538,0.401030533,0.002959691,0.003520918,0.012139426,0.059369466,0.097664893,0.446768015,0.998702314,0.028582635,0.059194402
same-sex_marriage1.0-10092,0,0,0,atlanta journal and constitution,1996,7,12,19960712,0.360643683,0.128027223,0.511329094,0.001360994,0.000911041,0.00386275,0.013548723,0.005740987,0.171677688,0.002024958,0.0023076,0.001768261,0.002388652,0.015290349,0.002339381,0.77443982,0.002338796,0,0.022054499,0.003072123,0.523223827,0.358360311,0.472237782,0.291062556,0.003937139,0.032268742,0.066835276,0.224680489,0.191323034,0.374630222,0.975749896,0.057701199,0.133378892
same-sex_marriage1.0-10093,0,0,0,saint paul pioneer press,1996,7,12,19960712,0.306558664,0.255061847,0.438379489,0.014146149,0.004877906,0.017770569,0.006726843,0.055745524,0.264071491,0.010122083,0.009220474,0.004171701,0.015155018,0.003525332,0.083089089,0.492225222,0.0191526,0,0.025494115,0.003955416,0.167744076,0.125692712,0.438616459,0.46403815,0.041155861,0.000862765,0.037598432,0.148770988,0.173269909,0.23447754,0.922563179,0.205413234,0.075753534
same-sex_marriage1.0-10094,0,0,0,washington post,1996,7,12,19960712,0.56080046,0.09991639,0.339283151,0.041378509,0.002051576,0.038000781,0.000834059,0.006792367,0.051397286,0.000437684,0.001804658,0.038821197,0.05054106,0.01107293,0.060524257,0.694855651,0.001487984,0,0.628599634,0.010801438,0.872894966,0.332917508,0.219910478,0.396595658,0.003994055,0.000144009,0.863198325,0.701731264,0.088352267,0.347106036,0.764355071,0.0404158,0.08427638
same-sex_marriage1.0-10095,0,0,0,san jose mercury news,1996,7,10,19960710,0.311362917,0.257587409,0.431049674,0.000501969,0.000439831,0.000363231,0.000903453,0.004219785,0.497775242,0.003812207,0.000327971,0.000649769,0.000748105,0.000324037,0.014088583,0.470934853,0.004910964,0,0.007619901,0.004212376,0.244378084,0.390998696,0.872424007,0.373586866,0.017697799,0.000185045,0.023555951,0.115730394,0.077056511,0.443397848,0.996661555,0.192821704,0.059636654
