,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,Pro,Neutral,Anti
Tobacco1.0-12574,0,0,1,washington post,1997,6,29,19970629,0,0,1
Tobacco1.0-12576,0,0,1,washington post,1997,6,29,19970629,0,1,0
Tobacco1.0-10825,0,1,0,denver post,1994,11,16,19941116,0,0,1
Tobacco1.0-16141,0,0,1,philadelphia inquirer,1999,4,2,19990402,0,0,1
Tobacco1.0-16143,0,0,1,san jose mercury news,1999,4,2,19990402,0,0,1
Tobacco1.0-2210,0,1,0,herald-sun,1997,3,21,19970321,0,0,1
Tobacco1.0-1924,0,0,1,st. louis post-dispatch,1996,2,15,19960215,0,0,1
Tobacco1.0-1925,0,1,0,usa today,1996,2,15,19960215,0,0,1
Tobacco1.0-16923,0,0,1,st. louis post-dispatch,1999,10,9,19991009,0,0,1
Tobacco1.0-2218,0,0,1,philadelphia inquirer,1997,3,21,19970321,0,0,1
Tobacco1.0-6200,0,0,1,san jose mercury news,2011,6,29,20110629,0,0,1
Tobacco1.0-23357,0,0,1,san jose mercury news,2003,3,21,20030321,0,0,1
Tobacco1.0-25366,0,0,1,philadelphia inquirer,2006,5,4,20060504,0,0,1
Tobacco1.0-5266,0,0,1,new york times,2009,6,12,20090612,0,0,1
Tobacco1.0-26728,0,0,1,new york times,2013,4,25,20130425,1,0,0
Tobacco1.0-17387,0,1,0,washington post,1998,8,27,19980827,0,0,1
Tobacco1.0-23517,0,1,0,new york times,2003,2,16,20030216,0,0,1
Tobacco1.0-19451,0,0,1,herald-sun,2002,10,10,20021010,0,0,1
Tobacco1.0-17638,0,0,1,denver post,1998,7,8,19980708,0,0,1
Tobacco1.0-19101,0,0,1,daily news,2002,4,17,20020417,0,0,1
Tobacco1.0-18984,0,0,1,st. louis post-dispatch,2002,5,25,20020525,0,0,1
Tobacco1.0-18982,0,1,0,st. petersburg times,2002,5,25,20020525,1,0,0
Tobacco1.0-22128,0,0,1,palm beach post,2010,7,15,20100715,1,0,0
Tobacco1.0-27109,0,0,1,st. louis post-dispatch,1990,2,21,19900221,0,0,1
Tobacco1.0-16211,0,0,1,new york times,1999,9,19,19990919,0,0,1
Tobacco1.0-19291,0,0,1,denver post,2002,11,20,20021120,0,1,0
Tobacco1.0-12372,0,1,0,st. petersburg times,1997,5,20,19970520,0,1,0
Tobacco1.0-16851,0,0,1,new york times,1999,10,23,19991023,0,0,1
Tobacco1.0-19587,0,0,1,san jose mercury news,2004,12,30,20041230,0,0,1
Tobacco1.0-18858,0,0,1,new york times,2002,7,1,20020701,0,0,1
Tobacco1.0-12375,0,0,1,new york times,1997,5,19,19970519,0,0,1
Tobacco1.0-11817,0,0,1,washington post,1996,10,17,19961017,0,0,1
Tobacco1.0-11814,0,0,1,philadelphia inquirer,1996,10,17,19961017,0,0,1
Tobacco1.0-25293,0,0,1,daily news,2006,6,1,20060601,0,0,1
Tobacco1.0-6067,0,0,1,usa today,2010,3,26,20100326,0,0,1
Tobacco1.0-18853,0,0,1,philadelphia inquirer,2002,7,2,20020702,0,0,1
Tobacco1.0-7241,0,1,0,atlanta journal and constitution,1993,7,2,19930702,0,0,1
Tobacco1.0-2360,0,0,1,san jose mercury news,1997,2,24,19970224,1,0,0
Tobacco1.0-7243,0,0,1,palm beach post,1993,7,2,19930702,0,0,1
Tobacco1.0-7797,0,0,1,san jose mercury news,1994,4,20,19940420,0,0,1
Tobacco1.0-6669,0,0,1,daily news,2012,3,21,20120321,0,0,1
Tobacco1.0-2367,0,0,1,denver post,1997,2,20,19970220,0,0,1
Tobacco1.0-1813,0,1,0,palm beach post,1996,3,12,19960312,0,1,0
Tobacco1.0-3462,0,0,1,herald-sun,2000,3,15,20000315,0,0,1
Tobacco1.0-24987,0,0,1,palm beach post,2004,1,3,20040103,0,0,1
Tobacco1.0-22729,0,0,1,saint paul pioneer press,2000,5,1,20000501,1,0,0
Tobacco1.0-2541,0,0,1,st. petersburg times,1997,1,19,19970119,0,0,1
Tobacco1.0-16455,0,0,1,palm beach post,1999,7,19,19990719,0,0,1
Tobacco1.0-12285,0,0,1,philadelphia inquirer,1997,5,28,19970528,0,1,0
Tobacco1.0-2544,0,0,1,new york times,1997,1,18,19970118,0,0,1
Tobacco1.0-2546,0,0,1,palm beach post,1997,1,18,19970118,0,0,1
Tobacco1.0-23637,0,0,1,atlanta journal and constitution,2003,1,14,20030114,0,0,1
Tobacco1.0-23636,0,0,1,washington post,2003,1,15,20030115,1,0,0
Tobacco1.0-486,0,1,0,atlanta journal and constitution,1991,3,1,19910301,0,0,1
Tobacco1.0-18183,0,0,1,washington post,2001,10,7,20011007,0,0,1
Tobacco1.0-23639,0,0,1,st. louis post-dispatch,2003,1,13,20030113,0,0,1
Tobacco1.0-11679,0,0,1,san jose mercury news,1996,11,12,19961112,0,0,1
Tobacco1.0-25583,0,0,1,washington post,2006,11,18,20061118,0,1,0
Tobacco1.0-11255,0,0,1,palm beach post,1996,8,26,19960826,0,0,1
Tobacco1.0-11257,0,0,1,atlanta journal and constitution,1996,8,25,19960825,0,0,1
Tobacco1.0-11250,0,0,1,washington post,1996,8,27,19960827,0,0,1
Tobacco1.0-25584,0,0,1,st. petersburg times,2006,11,17,20061117,1,0,0
Tobacco1.0-19311,0,0,1,new york times,2002,11,13,20021113,0,0,1
Tobacco1.0-7420,0,0,1,san jose mercury news,1994,6,30,19940630,0,0,1
Tobacco1.0-16153,0,0,1,washington post,1999,9,30,19990930,0,0,1
Tobacco1.0-25741,0,1,0,new york times,2006,9,27,20060927,1,0,0
Tobacco1.0-24220,0,0,1,st. louis post-dispatch,2003,10,6,20031006,0,0,1
Tobacco1.0-26036,0,0,1,palm beach post,2007,8,18,20070818,0,0,1
Tobacco1.0-25748,0,0,1,philadelphia inquirer,2006,9,26,20060926,0,0,1
Tobacco1.0-20622,0,0,1,saint paul pioneer press,2005,6,29,20050629,0,0,1
Tobacco1.0-23529,0,0,1,saint paul pioneer press,2003,2,13,20030213,0,0,1
Tobacco1.0-15994,0,0,1,new york times,1999,4,27,19990427,0,0,1
Tobacco1.0-15229,0,0,1,philadelphia inquirer,1998,11,20,19981120,0,0,1
Tobacco1.0-3157,0,0,1,saint paul pioneer press,1999,2,11,19990211,0,0,1
Tobacco1.0-3636,0,0,1,atlanta journal and constitution,2000,2,3,20000203,1,0,0
Tobacco1.0-15225,0,0,1,new york times,1998,11,20,19981120,0,1,0
Tobacco1.0-15224,0,1,0,herald-sun,1998,11,20,19981120,0,0,1
Tobacco1.0-23293,0,0,1,daily news,2003,3,31,20030331,1,0,0
Tobacco1.0-23520,0,0,1,st. petersburg times,2003,2,15,20030215,0,0,1
Tobacco1.0-27291,0,0,1,new york times,1992,3,14,19920314,1,0,0
Tobacco1.0-23526,0,1,0,st. petersburg times,2003,2,14,20030214,0,0,1
Tobacco1.0-23297,0,0,1,new york times,2003,3,31,20030331,1,0,0
Tobacco1.0-2659,0,1,0,washington post,1998,1,27,19980127,0,0,1
Tobacco1.0-1616,0,0,1,herald-sun,1995,1,10,19950110,1,0,0
Tobacco1.0-15990,0,0,1,palm beach post,1999,4,28,19990428,0,0,1
Tobacco1.0-10247,0,1,0,atlanta journal and constitution,1995,11,1,19951101,0,0,1
Tobacco1.0-17374,0,0,1,st. petersburg times,1998,8,30,19980830,0,1,0
Tobacco1.0-4836,0,0,1,saint paul pioneer press,2006,1,24,20060124,1,0,0
Tobacco1.0-5867,0,0,1,new york times,2008,2,8,20080208,0,0,1
Tobacco1.0-4833,0,0,1,daily news,2006,1,24,20060124,0,0,1
Tobacco1.0-18736,0,0,1,daily news,2002,8,9,20020809,1,0,0
Tobacco1.0-4830,0,0,1,washington post,2006,1,26,20060126,0,0,1
Tobacco1.0-6102,0,0,1,washington post,2010,3,11,20100311,1,0,0
Tobacco1.0-12929,0,0,1,new york times,1997,6,2,19970602,0,0,1
Tobacco1.0-12801,0,0,1,palm beach post,1997,6,18,19970618,0,0,1
Tobacco1.0-12802,0,0,1,philadelphia inquirer,1997,6,18,19970618,0,1,0
Tobacco1.0-2924,0,0,1,st. petersburg times,1999,3,20,19990320,0,0,1
Tobacco1.0-12992,0,0,1,atlanta journal and constitution,1997,7,24,19970724,0,0,1
Tobacco1.0-3965,0,1,0,st. petersburg times,2001,1,22,20010122,0,0,1
Tobacco1.0-27452,0,0,1,new york times,1992,1,22,19920122,0,0,1
Tobacco1.0-26108,0,0,1,philadelphia inquirer,2007,7,13,20070713,0,1,0
Tobacco1.0-8045,0,0,1,st. louis post-dispatch,1995,5,27,19950527,0,0,1
Tobacco1.0-27456,0,0,1,st. petersburg times,1992,1,22,19920122,0,1,0
Tobacco1.0-7336,0,0,1,atlanta journal and constitution,1993,6,3,19930603,0,0,1
Tobacco1.0-11100,0,1,0,herald-sun,1996,9,9,19960909,0,0,1
Tobacco1.0-11102,0,0,1,palm beach post,1996,9,9,19960909,0,0,1
Tobacco1.0-507,0,0,1,atlanta journal and constitution,1991,2,19,19910219,1,0,0
Tobacco1.0-3433,0,0,1,washington post,2000,3,22,20000322,0,0,1
Tobacco1.0-15316,0,0,1,st. louis post-dispatch,1998,11,15,19981115,0,0,1
Tobacco1.0-11108,0,0,1,washington post,1996,9,9,19960909,0,0,1
Tobacco1.0-11109,0,0,1,washington post,1996,9,9,19960909,0,0,1
Tobacco1.0-23745,0,0,1,st. petersburg times,2003,6,13,20030613,1,0,0
Tobacco1.0-24365,0,0,1,st. petersburg times,2003,8,20,20030820,1,0,0
Tobacco1.0-23741,0,0,1,washington post,2003,6,15,20030615,0,0,1
Tobacco1.0-8319,0,1,0,washington post,1996,5,24,19960524,1,0,0
Tobacco1.0-10716,0,0,1,usa today,1994,12,23,19941223,0,0,1
Tobacco1.0-24168,0,1,0,washington post,2003,10,28,20031028,0,1,0
Tobacco1.0-24169,0,0,1,denver post,2003,10,26,20031026,0,0,1
Tobacco1.0-1339,0,0,1,herald-sun,1995,3,31,19950331,0,1,0
Tobacco1.0-10717,0,0,1,atlanta journal and constitution,1994,12,22,19941222,0,0,1
Tobacco1.0-5631,0,0,1,san jose mercury news,2008,6,5,20080605,0,0,1
Tobacco1.0-12545,0,0,1,new york times,1997,5,1,19970501,1,0,0
Tobacco1.0-8516,0,0,1,atlanta journal and constitution,1996,4,24,19960424,0,0,1
Tobacco1.0-22820,0,0,1,st. louis post-dispatch,2000,4,10,20000410,0,0,1
Tobacco1.0-24766,0,0,1,herald-sun,2004,3,14,20040314,0,0,1
Tobacco1.0-8517,0,0,1,daily news,1996,4,24,19960424,0,0,1
Tobacco1.0-22823,0,0,1,new york times,2000,4,9,20000409,1,0,0
Tobacco1.0-21631,0,0,1,saint paul pioneer press,2009,11,17,20091117,0,0,1
Tobacco1.0-22822,0,0,1,new york times,2000,4,9,20000409,0,0,1
Tobacco1.0-24768,0,0,1,denver post,2004,3,12,20040312,0,0,1
Tobacco1.0-22907,0,1,0,st. louis post-dispatch,2000,9,22,20000922,0,0,1
Tobacco1.0-3549,0,1,0,daily news,2000,2,22,20000222,0,0,1
Tobacco1.0-22903,0,0,1,herald-sun,2000,9,23,20000923,1,0,0
Tobacco1.0-4236,0,0,1,san jose mercury news,2002,1,20,20020120,0,1,0
Tobacco1.0-3234,0,0,1,new york times,1999,1,24,19990124,0,0,1
Tobacco1.0-20887,0,0,1,saint paul pioneer press,2005,4,3,20050403,1,0,0
Tobacco1.0-3541,0,0,1,san jose mercury news,2000,2,26,20000226,0,0,1
Tobacco1.0-22984,0,0,1,herald-sun,2000,9,1,20000901,1,0,0
Tobacco1.0-3232,0,0,1,st. louis post-dispatch,1999,1,25,19990125,0,0,1
Tobacco1.0-20882,0,0,1,san jose mercury news,2005,4,6,20050406,1,0,0
Tobacco1.0-20087,0,0,1,saint paul pioneer press,2004,7,16,20040716,0,0,1
Tobacco1.0-20086,0,0,1,saint paul pioneer press,2004,7,16,20040716,0,1,0
Tobacco1.0-20082,0,0,1,new york times,2004,7,16,20040716,0,0,1
Tobacco1.0-9570,0,0,1,palm beach post,1995,7,27,19950727,0,0,1
Tobacco1.0-2967,0,0,1,new york times,1999,3,15,19990315,0,0,1
Tobacco1.0-21835,0,0,1,usa today,2009,7,10,20090710,0,0,1
Tobacco1.0-2965,0,0,1,herald-sun,1999,3,15,19990315,0,1,0
Tobacco1.0-18225,0,0,1,saint paul pioneer press,2001,8,30,20010830,0,0,1
Tobacco1.0-20647,0,1,0,atlanta journal and constitution,2005,6,21,20050621,0,0,1
Tobacco1.0-8552,0,0,1,new york times,1996,4,19,19960419,1,0,0
Tobacco1.0-613,0,0,1,st. louis post-dispatch,1993,4,18,19930418,0,0,1
Tobacco1.0-8555,0,0,1,herald-sun,1996,4,18,19960418,0,0,1
Tobacco1.0-20641,0,0,1,st. louis post-dispatch,2005,6,23,20050623,0,1,0
Tobacco1.0-8557,0,0,1,saint paul pioneer press,1996,4,18,19960418,0,0,1
Tobacco1.0-15481,0,0,1,washington post,1998,10,13,19981013,0,0,1
Tobacco1.0-15482,0,0,1,herald-sun,1998,10,12,19981012,1,0,0
Tobacco1.0-15485,0,0,1,new york times,1998,10,12,19981012,0,0,1
Tobacco1.0-15857,0,0,1,st. louis post-dispatch,1999,6,1,19990601,0,0,1
Tobacco1.0-21841,0,0,1,st. louis post-dispatch,2009,7,3,20090703,0,0,1
Tobacco1.0-1496,0,0,1,st. louis post-dispatch,1995,2,22,19950222,0,0,1
Tobacco1.0-15825,0,0,1,st. louis post-dispatch,1999,6,6,19990606,0,0,1
Tobacco1.0-1495,0,0,1,st. louis post-dispatch,1995,2,22,19950222,0,0,1
Tobacco1.0-27277,0,0,1,st. petersburg times,1992,3,20,19920320,0,0,1
Tobacco1.0-20281,0,0,1,saint paul pioneer press,2004,6,3,20040603,0,0,1
Tobacco1.0-15792,0,0,1,palm beach post,1999,6,11,19990611,0,0,1
Tobacco1.0-25969,0,0,1,st. louis post-dispatch,2007,10,1,20071001,0,0,1
Tobacco1.0-25968,0,0,1,new york times,2007,10,1,20071001,0,0,1
Tobacco1.0-9977,0,0,1,new york times,1996,6,9,19960609,1,0,0
Tobacco1.0-15799,0,0,1,new york times,1999,6,10,19990610,0,0,1
Tobacco1.0-9973,0,0,1,denver post,1996,6,11,19960611,1,0,0
Tobacco1.0-1499,0,0,1,atlanta journal and constitution,1995,2,21,19950221,0,0,1
Tobacco1.0-294,0,0,1,palm beach post,1991,6,5,19910605,0,0,1
Tobacco1.0-27077,0,0,1,new york times,1990,2,26,19900226,0,0,1
Tobacco1.0-4309,0,0,1,saint paul pioneer press,2005,3,27,20050327,0,1,0
Tobacco1.0-27070,0,0,1,palm beach post,1990,3,2,19900302,0,0,1
Tobacco1.0-4659,0,0,1,washington post,2006,3,21,20060321,0,0,1
Tobacco1.0-14579,0,0,1,palm beach post,1998,5,25,19980525,0,1,0
Tobacco1.0-4305,0,0,1,saint paul pioneer press,2005,3,27,20050327,1,0,0
Tobacco1.0-10057,0,0,1,atlanta journal and constitution,1995,12,15,19951215,0,0,1
Tobacco1.0-10056,0,0,1,st. louis post-dispatch,1995,12,16,19951216,0,0,1
Tobacco1.0-14571,0,0,1,new york times,1998,5,26,19980526,1,0,0
Tobacco1.0-2003,0,0,1,washington post,1996,2,1,19960201,1,0,0
Tobacco1.0-22705,0,0,1,st. louis post-dispatch,2000,5,9,20000509,0,0,1
Tobacco1.0-479,0,0,1,st. louis post-dispatch,1991,3,7,19910307,0,0,1
Tobacco1.0-476,0,0,1,st. louis post-dispatch,1991,3,8,19910308,0,0,1
Tobacco1.0-23450,0,0,1,st. louis post-dispatch,2003,3,7,20030307,1,0,0
Tobacco1.0-17950,0,0,1,denver post,2000,10,6,20001006,1,0,0
Tobacco1.0-20267,0,0,1,st. louis post-dispatch,2004,6,6,20040606,0,0,1
Tobacco1.0-20266,0,0,1,saint paul pioneer press,2004,6,6,20040606,1,0,0
Tobacco1.0-21606,0,0,1,washington post,2009,12,8,20091208,0,0,1
Tobacco1.0-27295,0,0,1,atlanta journal and constitution,1992,3,13,19920313,0,0,1
Tobacco1.0-5127,0,0,1,new york times,2007,1,28,20070128,1,0,0
Tobacco1.0-9375,0,1,0,daily news,1995,8,17,19950817,1,0,0
Tobacco1.0-21603,0,0,1,new york times,2009,12,10,20091210,1,0,0
Tobacco1.0-275,0,1,0,st. louis post-dispatch,1991,6,17,19910617,0,0,1
Tobacco1.0-21608,0,0,1,san jose mercury news,2009,12,7,20091207,0,0,1
Tobacco1.0-21609,0,0,1,usa today,2009,12,7,20091207,1,0,0
Tobacco1.0-270,0,1,0,washington post,1991,6,19,19910619,0,0,1
Tobacco1.0-12193,0,0,1,herald-sun,1997,4,4,19970404,0,1,0
Tobacco1.0-10453,0,0,1,atlanta journal and constitution,1993,12,30,19931230,1,0,0
Tobacco1.0-10452,0,0,1,st. petersburg times,1993,12,31,19931231,1,0,0
Tobacco1.0-1144,0,1,0,new york times,1994,2,25,19940225,0,0,1
Tobacco1.0-10457,0,1,0,palm beach post,1993,12,26,19931226,1,0,0
Tobacco1.0-1148,0,1,0,new york times,1994,2,24,19940224,0,1,0
Tobacco1.0-17497,0,0,1,washington post,1998,8,4,19980804,0,0,1
Tobacco1.0-10398,0,0,1,atlanta journal and constitution,1995,9,16,19950916,0,1,0
Tobacco1.0-14376,0,1,0,washington post,1998,2,18,19980218,0,0,1
Tobacco1.0-14377,0,0,1,saint paul pioneer press,1998,2,17,19980217,0,1,0
Tobacco1.0-24184,0,0,1,new york times,2003,10,19,20031019,0,0,1
Tobacco1.0-14371,0,0,1,atlanta journal and constitution,1998,2,18,19980218,0,1,0
Tobacco1.0-24186,0,0,1,new york times,2003,10,19,20031019,0,0,1
Tobacco1.0-15852,0,0,1,atlanta journal and constitution,1999,6,1,19990601,1,0,0
Tobacco1.0-18534,0,0,1,st. louis post-dispatch,2001,5,18,20010518,0,0,1
Tobacco1.0-13436,0,0,1,san jose mercury news,1997,8,9,19970809,1,0,0
Tobacco1.0-3899,0,0,1,herald-sun,2001,2,16,20010216,0,0,1
Tobacco1.0-20639,0,0,1,saint paul pioneer press,2005,6,24,20050624,1,0,0
Tobacco1.0-10017,0,0,1,saint paul pioneer press,1995,12,29,19951229,0,1,0
Tobacco1.0-21110,0,0,1,washington post,2005,10,13,20051013,1,0,0
Tobacco1.0-13183,0,0,1,new york times,1997,7,3,19970703,0,0,1
Tobacco1.0-21935,0,0,1,usa today,2010,11,16,20101116,0,1,0
Tobacco1.0-5018,0,0,1,washington post,2007,2,25,20070225,0,0,1
Tobacco1.0-25479,0,0,1,philadelphia inquirer,2006,12,30,20061230,0,0,1
Tobacco1.0-10525,0,0,1,washington post,1993,11,16,19931116,0,0,1
Tobacco1.0-1008,0,0,1,new york times,1994,3,25,19940325,1,0,0
Tobacco1.0-10526,0,0,1,st. louis post-dispatch,1993,11,15,19931115,1,0,0
Tobacco1.0-9932,0,0,1,san jose mercury news,1996,6,21,19960621,0,0,1
Tobacco1.0-21591,0,0,1,philadelphia inquirer,2009,12,28,20091228,0,0,1
Tobacco1.0-395,0,0,1,st. louis post-dispatch,1991,4,11,19910411,0,0,1
Tobacco1.0-10239,0,0,1,new york times,1995,11,2,19951102,1,0,0
Tobacco1.0-14974,0,0,1,st. petersburg times,1998,6,19,19980619,0,0,1
Tobacco1.0-10988,0,0,1,new york times,1994,10,3,19941003,0,1,0
Tobacco1.0-3335,0,0,1,palm beach post,1999,1,7,19990107,0,1,0
Tobacco1.0-23991,0,0,1,washington post,2003,4,22,20030422,0,1,0
Tobacco1.0-18407,0,0,1,washington post,2001,6,26,20010626,1,0,0
Tobacco1.0-25107,0,0,1,st. louis post-dispatch,2006,7,22,20060722,0,0,1
Tobacco1.0-25106,0,0,1,washington post,2006,7,23,20060723,0,0,1
Tobacco1.0-8817,0,0,1,st. louis post-dispatch,1991,11,2,19911102,0,0,1
Tobacco1.0-20461,0,0,1,st. louis post-dispatch,2004,4,19,20040419,0,0,1
Tobacco1.0-14197,0,0,1,new york times,1997,11,20,19971120,0,0,1
Tobacco1.0-14991,0,0,1,new york times,1998,6,18,19980618,1,0,0
Tobacco1.0-13291,0,0,1,san jose mercury news,1997,8,25,19970825,0,0,1
Tobacco1.0-14999,0,0,1,washington post,1998,6,18,19980618,1,0,0
Tobacco1.0-21604,0,1,0,st. louis post-dispatch,2009,12,10,20091210,0,0,1
Tobacco1.0-17127,0,1,0,philadelphia inquirer,1998,3,13,19980313,0,0,1
Tobacco1.0-26581,0,0,1,washington post,2013,7,31,20130731,0,0,1
Tobacco1.0-12890,0,0,1,denver post,1997,6,6,19970606,0,0,1
Tobacco1.0-13764,0,0,1,atlanta journal and constitution,1997,9,21,19970921,0,1,0
Tobacco1.0-13980,0,0,1,new york times,1997,12,29,19971229,0,0,1
Tobacco1.0-17400,0,0,1,new york times,1998,8,23,19980823,1,0,0
Tobacco1.0-17407,0,0,1,saint paul pioneer press,1998,8,21,19980821,0,0,1
Tobacco1.0-13987,0,0,1,st. louis post-dispatch,1997,12,28,19971228,0,0,1
Tobacco1.0-15880,0,0,1,san jose mercury news,1999,5,25,19990525,0,1,0
Tobacco1.0-17316,0,0,1,palm beach post,1998,9,16,19980916,0,0,1
Tobacco1.0-6473,0,0,1,atlanta journal and constitution,2011,2,6,20110206,0,0,1
Tobacco1.0-18712,0,0,1,san jose mercury news,2002,8,14,20020814,0,0,1
Tobacco1.0-1314,0,1,0,palm beach post,1994,1,7,19940107,0,0,1
Tobacco1.0-17311,0,1,0,new york times,1998,9,17,19980917,0,0,1
Tobacco1.0-6476,0,1,0,daily news,2011,2,3,20110203,0,0,1
Tobacco1.0-12215,0,0,1,daily news,1997,4,2,19970402,0,0,1
Tobacco1.0-12214,0,0,1,atlanta journal and constitution,1997,4,2,19970402,0,0,1
Tobacco1.0-12741,0,0,1,palm beach post,1997,6,21,19970621,0,0,1
Tobacco1.0-12211,0,0,1,new york times,1997,4,3,19970403,0,0,1
Tobacco1.0-12746,0,0,1,philadelphia inquirer,1997,6,21,19970621,0,0,1
Tobacco1.0-12745,0,0,1,philadelphia inquirer,1997,6,21,19970621,0,1,0
Tobacco1.0-17318,0,0,1,san jose mercury news,1998,9,16,19980916,0,0,1
Tobacco1.0-19013,0,0,1,philadelphia inquirer,2002,5,17,20020517,0,0,1
Tobacco1.0-17084,0,0,1,herald-sun,1998,3,18,19980318,1,0,0
Tobacco1.0-20516,0,0,1,atlanta journal and constitution,2004,4,1,20040401,0,0,1
Tobacco1.0-19548,0,0,1,st. louis post-dispatch,2002,9,17,20020917,0,0,1
Tobacco1.0-20514,0,0,1,palm beach post,2004,4,2,20040402,0,0,1
Tobacco1.0-21024,0,0,1,washington post,2005,11,20,20051120,1,0,0
Tobacco1.0-12584,0,0,1,new york times,1997,6,28,19970628,0,1,0
Tobacco1.0-25039,0,0,1,new york times,2006,8,16,20060816,0,0,1
Tobacco1.0-5497,0,0,1,san jose mercury news,2009,2,11,20090211,0,0,1
Tobacco1.0-12582,0,0,1,new york times,1997,6,28,19970628,0,0,1
Tobacco1.0-5873,0,1,0,washington post,2008,2,6,20080206,0,0,1
Tobacco1.0-5875,0,0,1,new york times,2008,2,4,20080204,0,0,1
Tobacco1.0-21644,0,0,1,philadelphia inquirer,2009,11,11,20091111,0,0,1
Tobacco1.0-7321,0,0,1,usa today,1993,6,9,19930609,0,0,1
Tobacco1.0-12076,0,0,1,new york times,1997,4,17,19970417,0,0,1
Tobacco1.0-12562,0,0,1,herald-sun,1997,6,29,19970629,0,0,1
Tobacco1.0-10787,0,0,1,new york times,1994,11,30,19941130,0,0,1
Tobacco1.0-21159,0,1,0,denver post,2005,9,12,20050912,0,0,1
Tobacco1.0-16044,0,1,0,denver post,1999,4,19,19990419,0,0,1
Tobacco1.0-21931,0,0,1,st. louis post-dispatch,2010,11,17,20101117,0,0,1
Tobacco1.0-12100,0,0,1,palm beach post,1997,4,16,19970416,0,1,0
Tobacco1.0-2204,0,0,1,herald-sun,1997,3,21,19970321,0,0,1
Tobacco1.0-19666,0,0,1,saint paul pioneer press,2004,11,25,20041125,0,0,1
Tobacco1.0-12109,0,0,1,washington post,1997,4,15,19970415,0,0,1
Tobacco1.0-1951,0,0,1,washington post,1996,2,11,19960211,0,0,1
Tobacco1.0-12043,0,0,1,atlanta journal and constitution,1997,4,19,19970419,0,0,1
Tobacco1.0-27463,0,0,1,new york times,1992,1,18,19920118,1,0,0
Tobacco1.0-16912,0,0,1,washington post,1999,10,13,19991013,1,0,0
Tobacco1.0-5277,0,1,0,new york times,2009,6,9,20090609,0,0,1
Tobacco1.0-21333,0,0,1,saint paul pioneer press,2008,12,18,20081218,0,0,1
Tobacco1.0-7416,0,0,1,new york times,1993,5,2,19930502,0,0,1
Tobacco1.0-16917,0,1,0,philadelphia inquirer,1999,10,12,19991012,0,1,0
Tobacco1.0-26456,0,0,1,philadelphia inquirer,2012,8,29,20120829,0,0,1
Tobacco1.0-10374,0,0,1,usa today,1995,9,25,19950925,0,0,1
Tobacco1.0-25355,0,0,1,usa today,2006,5,9,20060509,0,0,1
Tobacco1.0-25352,0,0,1,usa today,2006,5,10,20060510,0,0,1
Tobacco1.0-17622,0,0,1,new york times,1998,7,12,19980712,0,0,1
Tobacco1.0-26495,0,0,1,herald-sun,2012,8,2,20120802,0,0,1
Tobacco1.0-26734,0,0,1,san jose mercury news,2013,4,23,20130423,0,0,1
Tobacco1.0-19110,0,0,1,herald-sun,2002,4,14,20020414,0,0,1
Tobacco1.0-8493,0,0,1,saint paul pioneer press,1996,4,28,19960428,0,0,1
Tobacco1.0-19447,0,0,1,daily news,2002,10,10,20021010,0,1,0
Tobacco1.0-19446,0,0,1,st. louis post-dispatch,2002,10,11,20021011,1,0,0
Tobacco1.0-19289,0,1,0,san jose mercury news,2002,11,21,20021121,0,0,1
Tobacco1.0-8360,0,0,1,atlanta journal and constitution,1996,5,14,19960514,0,0,1
Tobacco1.0-11481,0,0,1,washington post,1996,12,23,19961223,0,0,1
Tobacco1.0-14937,0,0,1,new york times,1998,6,21,19980621,0,0,1
Tobacco1.0-16264,0,1,0,san jose mercury news,1999,9,5,19990905,0,0,1
Tobacco1.0-16265,0,0,1,san jose mercury news,1999,9,5,19990905,0,1,0
Tobacco1.0-6605,0,0,1,san jose mercury news,2012,5,10,20120510,0,0,1
Tobacco1.0-16260,0,0,1,saint paul pioneer press,1999,9,7,19990907,1,0,0
Tobacco1.0-19286,0,0,1,denver post,2002,11,21,20021121,0,1,0
Tobacco1.0-16262,0,0,1,atlanta journal and constitution,1999,9,5,19990905,0,0,1
Tobacco1.0-22642,0,0,1,palm beach post,2000,5,23,20000523,0,0,1
Tobacco1.0-5553,0,0,1,st. petersburg times,2009,1,10,20090110,0,0,1
Tobacco1.0-16865,0,0,1,philadelphia inquirer,1999,10,21,19991021,0,0,1
Tobacco1.0-22002,0,0,1,washington post,2010,10,10,20101010,0,0,1
Tobacco1.0-16860,0,0,1,atlanta journal and constitution,1999,10,21,19991021,0,0,1
Tobacco1.0-12362,0,0,1,herald-sun,1997,5,20,19970520,0,0,1
Tobacco1.0-16682,0,0,1,washington post,1999,12,1,19991201,0,0,1
Tobacco1.0-7257,0,0,1,usa today,1993,6,28,19930628,0,0,1
Tobacco1.0-16686,0,0,1,san jose mercury news,1999,11,30,19991130,0,0,1
Tobacco1.0-10274,0,0,1,herald-sun,1995,10,26,19951026,1,0,0
Tobacco1.0-21210,0,0,1,washington post,2005,8,25,20050825,0,0,1
Tobacco1.0-13965,0,0,1,new york times,1997,12,31,19971231,0,0,1
Tobacco1.0-9668,0,0,1,san jose mercury news,1995,7,11,19950711,0,0,1
Tobacco1.0-6650,0,0,1,washington post,2012,4,6,20120406,0,0,1
Tobacco1.0-6879,0,0,1,new york times,1992,7,22,19920722,0,0,1
