,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,assignment,weight,directness,Explicit,Implicit
Immigration1.0-3189,0,0,1,atlanta journal and constitution,1997,2,19,19970219,kristine_56.0_rt,0.5,1,0,1
Immigration1.0-3189,0,0,1,atlanta journal and constitution,1997,2,19,19970219,jeremy_56.0_rt,0.5,1,0,1
Immigration1.0-965,0,0,1,new york times,1995,11,26,19951126,emily_61.0_rt,0.5,1,0,1
Immigration1.0-965,0,0,1,new york times,1995,11,26,19951126,gareth_61.2_rt,0.5,1,0,1
Immigration1.0-18568,0,1,0,washington post,2005,9,30,20050930,allie_58.0_rt,0.5,1,0,1
Immigration1.0-18568,0,1,0,washington post,2005,9,30,20050930,spencer_58.0_rt,0.5,1,0,1
Immigration1.0-11839,0,1,0,herald-sun,2002,3,29,20020329,nick_58.0_rt,0.5,0,1,0
Immigration1.0-11839,0,1,0,herald-sun,2002,3,29,20020329,laurie_58.0_rt,0.5,0,1,0
Immigration1.0-11529,0,0,1,washington post,2002,1,8,20020108,allie_62.0_rt,0.5,1,0,1
Immigration1.0-11529,0,0,1,washington post,2002,1,8,20020108,emily_62.0_rt,0.5,1,0,1
Immigration1.0-11524,0,0,1,st. louis post-dispatch,2002,1,9,20020109,alex_59.0_rt,0.5,1,0,1
Immigration1.0-11524,0,0,1,st. louis post-dispatch,2002,1,9,20020109,allie_59.0_rt,0.5,1,0,1
Immigration1.0-2322,0,0,1,herald-sun,1996,9,10,19960910,alex_56.0_rt,1,1,0,1
Immigration1.0-2323,0,0,1,san jose mercury news,1996,9,10,19960910,kristine_56.0_rt,0.5,0,1,0
Immigration1.0-2323,0,0,1,san jose mercury news,1996,9,10,19960910,jeremy_56.0_rt,0.5,0,1,0
Immigration1.0-11837,0,0,1,daily news,2002,3,29,20020329,emily_61.0_rt,0.5,1,0,1
Immigration1.0-11837,0,0,1,daily news,2002,3,29,20020329,gareth_61.2_rt,0.5,1,0,1
Immigration1.0-3450,0,0,1,washington post,1997,6,11,19970611,kristine_56.0_rt,0.5,0,1,0
Immigration1.0-3450,0,0,1,washington post,1997,6,11,19970611,jeremy_56.0_rt,0.5,0,1,0
Immigration1.0-36803,0,0,1,new york times,1987,2,11,19870211,allie_62.0_rt,0.5,1,0,1
Immigration1.0-36803,0,0,1,new york times,1987,2,11,19870211,emily_62.0_rt,0.5,1,0,1
Immigration1.0-32229,0,0,1,washington post,2011,9,3,20110903,corey_59.0_rt,0.5,0,1,0
Immigration1.0-32229,0,0,1,washington post,2011,9,3,20110903,dana_59.0_rt,0.5,0,1,0
Immigration1.0-21151,0,0,1,st. louis post-dispatch,2006,6,4,20060604,alex_55.0_r,0.5,0,1,0
Immigration1.0-21151,0,0,1,st. louis post-dispatch,2006,6,4,20060604,allie_55.0_r,0.5,0,1,0
Immigration1.0-21158,0,0,1,san jose mercury news,2006,6,3,20060603,corey_54.0_r,0.5,1,0,1
Immigration1.0-21158,0,0,1,san jose mercury news,2006,6,3,20060603,laurie_54.0_r,0.5,1,0,1
Immigration1.0-33728,0,0,1,new york times,2012,10,5,20121005,nick_58.2_rt,0.5,1,0,1
Immigration1.0-33728,0,0,1,new york times,2012,10,5,20121005,emily_58.0_rt,0.5,1,0,1
Immigration1.0-5676,0,0,1,st. petersburg times,1998,11,29,19981129,dana_61.0_rt,0.5,1,0,1
Immigration1.0-5676,0,0,1,st. petersburg times,1998,11,29,19981129,spencer_61.0_rt,0.5,0,1,0
Immigration1.0-14822,0,0,1,san jose mercury news,2003,11,25,20031125,kristine_56.0_rt,0.5,1,0,1
Immigration1.0-14822,0,0,1,san jose mercury news,2003,11,25,20031125,jeremy_56.0_rt,0.5,1,0,1
Immigration1.0-5302,0,0,1,new york times,1998,7,11,19980711,corey_56.0_rt,0.5,1,0,1
Immigration1.0-5302,0,0,1,new york times,1998,7,11,19980711,emily_56.0_rt,0.5,1,0,1
Immigration1.0-13608,0,0,1,washington post,2003,1,22,20030122,emily_56.2_rt,0.5,1,0,1
Immigration1.0-13608,0,0,1,washington post,2003,1,22,20030122,spencer_56.0_rt,0.5,1,0,1
Immigration1.0-10013,0,0,1,herald-sun,2001,8,14,20010814,allie_60.2_rt,0.5,0,1,0
Immigration1.0-10013,0,0,1,herald-sun,2001,8,14,20010814,corey_60.2_rt,0.5,0,1,0
Immigration1.0-10015,0,0,1,atlanta journal and constitution,2001,8,13,20010813,gareth_60.0_rt,0.5,1,0,1
Immigration1.0-10015,0,0,1,atlanta journal and constitution,2001,8,13,20010813,allie_60.0_rt,0.5,1,0,1
Immigration1.0-17292,0,0,1,daily news,2005,6,5,20050605,allie_60.2_rt,0.5,1,0,1
Immigration1.0-17292,0,0,1,daily news,2005,6,5,20050605,corey_60.2_rt,0.5,1,0,1
Immigration1.0-4980,0,0,1,san jose mercury news,1998,2,19,19980219,sam_58.0_rt,0.5,1,0,1
Immigration1.0-4980,0,0,1,san jose mercury news,1998,2,19,19980219,jeremy_58.0_rt,0.5,1,0,1
Immigration1.0-11110,0,0,1,st. petersburg times,2001,11,5,20011105,dana_60.0_rt,0.5,0,1,0
Immigration1.0-11110,0,0,1,st. petersburg times,2001,11,5,20011105,sam_60.0_rt,0.5,0,1,0
Immigration1.0-29574,0,0,1,washington post,2010,8,18,20100818,nick_62.0_rt,0.5,0,1,0
Immigration1.0-29574,0,0,1,washington post,2010,8,18,20100818,kristine_62.0_rt,0.5,0,1,0
Immigration1.0-14805,0,0,1,atlanta journal and constitution,2003,11,27,20031127,allie_64.0_rt,0.5,1,0,1
Immigration1.0-14805,0,0,1,atlanta journal and constitution,2003,11,27,20031127,laurie_64.0_rt,0.5,1,0,1
Immigration1.0-1802,0,0,1,washington post,1996,6,7,19960607,dana_62.0_rt,0.25,1,0,1
Immigration1.0-1802,0,0,1,washington post,1996,6,7,19960607,kristine_65.0_rt,0.25,1,0,1
Immigration1.0-1802,0,0,1,washington post,1996,6,7,19960607,gareth_62.0_rt,0.25,1,0,1
Immigration1.0-1802,0,0,1,washington post,1996,6,7,19960607,allie_65.0_rt,0.25,1,0,1
Immigration1.0-5589,0,0,1,herald-sun,1998,12,31,19981231,kristine_60.0_rt,0.5,1,0,1
Immigration1.0-5589,0,0,1,herald-sun,1998,12,31,19981231,corey_60.0_rt,0.5,1,0,1
Immigration1.0-38131,0,0,1,palm beach post,1991,2,21,19910221,spencer_62.0_rt,0.5,1,0,1
Immigration1.0-38131,0,0,1,palm beach post,1991,2,21,19910221,corey_62.0_rt,0.5,1,0,1
Immigration1.0-38130,0,0,1,palm beach post,1991,2,21,19910221,kristine_56.0_rt,0.5,1,0,1
Immigration1.0-38130,0,0,1,palm beach post,1991,2,21,19910221,jeremy_56.0_rt,0.5,1,0,1
Immigration1.0-31478,0,0,1,daily news,2011,7,31,20110731,alex_54.0_r,0.5,0,1,0
Immigration1.0-31478,0,0,1,daily news,2011,7,31,20110731,emily_54.0_r,0.5,0,1,0
Immigration1.0-39601,0,0,1,atlanta journal and constitution,1993,6,18,19930618,dana_57.0_rt,0.5,1,0,1
Immigration1.0-39601,0,0,1,atlanta journal and constitution,1993,6,18,19930618,corey_57.0_rt,0.5,1,0,1
Immigration1.0-14809,0,0,1,new york times,2003,11,26,20031126,sam_62.0_rt,0.5,1,0,1
Immigration1.0-14809,0,0,1,new york times,2003,11,26,20031126,alex_62.0_rt,0.5,1,0,1
Immigration1.0-39608,0,0,1,atlanta journal and constitution,1993,6,16,19930616,emily_61.0_rt,0.5,1,0,1
Immigration1.0-39608,0,0,1,atlanta journal and constitution,1993,6,16,19930616,gareth_61.2_rt,0.5,1,0,1
Immigration1.0-356,0,0,1,new york times,1995,1,3,19950103,alex_55.0_r,0.5,1,0,1
Immigration1.0-356,0,0,1,new york times,1995,1,3,19950103,allie_55.0_r,0.5,1,0,1
Immigration1.0-20144,0,1,0,usa today,2006,5,1,20060501,laurie_57.0_rt,0.5,1,0,1
Immigration1.0-20144,0,1,0,usa today,2006,5,1,20060501,kristine_57.0_rt,0.5,1,0,1
Immigration1.0-1776,0,0,1,san jose mercury news,1996,6,12,19960612,allie_60.2_rt,0.5,0,1,0
Immigration1.0-1776,0,0,1,san jose mercury news,1996,6,12,19960612,corey_60.2_rt,0.5,0,1,0
Immigration1.0-1778,0,0,1,denver post,1996,6,11,19960611,emily_56.2_rt,0.5,1,0,1
Immigration1.0-1778,0,0,1,denver post,1996,6,11,19960611,spencer_56.0_rt,0.5,1,0,1
Immigration1.0-35596,0,0,1,new york times,1985,6,19,19850619,allie_64.0_rt,0.5,1,0,1
Immigration1.0-35596,0,0,1,new york times,1985,6,19,19850619,laurie_64.0_rt,0.5,1,0,1
Immigration1.0-35593,0,0,1,new york times,1985,6,25,19850625,emily_56.2_rt,0.5,1,0,1
Immigration1.0-35593,0,0,1,new york times,1985,6,25,19850625,spencer_56.0_rt,0.5,1,0,1
Immigration1.0-9328,0,0,1,philadelphia inquirer,2001,2,25,20010225,spencer_60.2_rt,0.5,1,0,1
Immigration1.0-9328,0,0,1,philadelphia inquirer,2001,2,25,20010225,alex_60.0_rt,0.5,1,0,1
Immigration1.0-37739,0,0,1,palm beach post,1991,10,14,19911014,laurie_59.0_rt,0.5,1,0,1
Immigration1.0-37739,0,0,1,palm beach post,1991,10,14,19911014,gareth_59.0_rt,0.5,1,0,1
Immigration1.0-37730,0,0,1,usa today,1991,10,17,19911017,allie_54.0_r,0.5,0,1,0
Immigration1.0-37730,0,0,1,usa today,1991,10,17,19911017,hannah_54.0_r,0.5,0,1,0
Immigration1.0-17749,0,0,1,washington post,2005,8,30,20050830,sam_59.0_rt,0.5,1,0,1
Immigration1.0-17749,0,0,1,washington post,2005,8,30,20050830,emily_59.0_rt,0.5,1,0,1
Immigration1.0-4189,0,0,1,atlanta journal and constitution,1997,7,24,19970724,allie_54.0_r,0.5,1,0,1
Immigration1.0-4189,0,0,1,atlanta journal and constitution,1997,7,24,19970724,hannah_54.0_r,0.5,1,0,1
Immigration1.0-34183,0,0,1,san jose mercury news,2012,12,1,20121201,corey_65.0_rt,0.5,1,0,1
Immigration1.0-34183,0,0,1,san jose mercury news,2012,12,1,20121201,hannah_65.2_rt,0.5,1,0,1
Immigration1.0-21213,0,0,1,saint paul pioneer press,2006,5,30,20060530,sam_61.0_rt,0.5,1,0,1
Immigration1.0-21213,0,0,1,saint paul pioneer press,2006,5,30,20060530,corey_61.0_rt,0.5,1,0,1
Immigration1.0-19039,0,0,1,atlanta journal and constitution,2005,12,18,20051218,jeremy_57.0_rt,0.5,1,0,1
Immigration1.0-19039,0,0,1,atlanta journal and constitution,2005,12,18,20051218,kristine_58.0_rt,0.5,1,0,1
Immigration1.0-19563,0,0,1,washington post,2006,4,14,20060414,corey_59.0_rt,0.5,1,0,1
Immigration1.0-19563,0,0,1,washington post,2006,4,14,20060414,dana_59.0_rt,0.5,1,0,1
Immigration1.0-19033,0,0,1,st. petersburg times,2005,12,20,20051220,allie_64.0_rt,0.5,1,0,1
Immigration1.0-19033,0,0,1,st. petersburg times,2005,12,20,20051220,laurie_64.0_rt,0.5,1,0,1
Immigration1.0-19035,0,1,0,san jose mercury news,2005,12,19,20051219,nick_58.0_rt,0.5,1,0,1
Immigration1.0-19035,0,1,0,san jose mercury news,2005,12,19,20051219,laurie_58.0_rt,0.5,1,0,1
Immigration1.0-7184,0,0,1,palm beach post,1999,9,27,19990927,kristine_61.0_rt,1,1,0,1
Immigration1.0-36217,0,0,1,new york times,1986,5,2,19860502,kristine_61.0_rt,1,1,0,1
Immigration1.0-31297,0,1,0,daily news,2011,3,24,20110324,nick_58.0_rt,0.5,1,0,1
Immigration1.0-31297,0,1,0,daily news,2011,3,24,20110324,laurie_58.0_rt,0.5,1,0,1
Immigration1.0-31295,0,0,1,washington post,2011,3,25,20110325,allie_54.0_r,0.5,1,0,1
Immigration1.0-31295,0,0,1,washington post,2011,3,25,20110325,hannah_54.0_r,0.5,1,0,1
Immigration1.0-31294,0,1,0,washington post,2011,3,25,20110325,jeremy_57.0_rt,0.5,1,0,1
Immigration1.0-31294,0,1,0,washington post,2011,3,25,20110325,kristine_58.0_rt,0.5,1,0,1
Immigration1.0-31291,0,0,1,denver post,2011,3,25,20110325,spencer_62.0_rt,0.5,0,1,0
Immigration1.0-31291,0,0,1,denver post,2011,3,25,20110325,corey_62.0_rt,0.5,0,1,0
Immigration1.0-15293,0,0,1,atlanta journal and constitution,2004,1,12,20040112,alex_54.0_r,0.5,1,0,1
Immigration1.0-15293,0,0,1,atlanta journal and constitution,2004,1,12,20040112,emily_54.0_r,0.5,1,0,1
Immigration1.0-23787,0,0,1,daily news,2007,5,1,20070501,nick_62.0_rt,0.5,1,0,1
Immigration1.0-23787,0,0,1,daily news,2007,5,1,20070501,kristine_62.0_rt,0.5,1,0,1
Immigration1.0-9557,0,0,1,san jose mercury news,2001,1,5,20010105,corey_65.0_rt,0.5,1,0,1
Immigration1.0-9557,0,0,1,san jose mercury news,2001,1,5,20010105,hannah_65.2_rt,0.5,1,0,1
Immigration1.0-23783,0,0,1,usa today,2007,5,2,20070502,allie_54.0_r,0.5,0,1,0
Immigration1.0-23783,0,0,1,usa today,2007,5,2,20070502,hannah_54.0_r,0.5,0,1,0
Immigration1.0-9552,0,0,1,san jose mercury news,2001,1,7,20010107,nick_59.0_rt,0.5,1,0,1
Immigration1.0-9552,0,0,1,san jose mercury news,2001,1,7,20010107,spencer_59.0_rt,0.5,1,0,1
Immigration1.0-21633,0,0,1,st. louis post-dispatch,2006,7,16,20060716,gareth_56.0_rt,0.5,1,0,1
Immigration1.0-21633,0,0,1,st. louis post-dispatch,2006,7,16,20060716,corey_56.2_rt,0.5,1,0,1
Immigration1.0-27496,0,0,1,san jose mercury news,2009,1,6,20090106,alex_59.0_rt,0.5,1,0,1
Immigration1.0-27496,0,0,1,san jose mercury news,2009,1,6,20090106,allie_59.0_rt,0.5,1,0,1
Immigration1.0-36026,0,0,1,new york times,1986,10,25,19861025,alex_55.0_r,0.5,1,0,1
Immigration1.0-36026,0,0,1,new york times,1986,10,25,19861025,allie_55.0_r,0.5,1,0,1
Immigration1.0-27499,0,0,1,st. louis post-dispatch,2009,1,2,20090102,allie_61.0_rt,0.5,1,0,1
Immigration1.0-27499,0,0,1,st. louis post-dispatch,2009,1,2,20090102,alex_61.0_rt,0.5,1,0,1
Immigration1.0-23163,0,0,1,usa today,2007,3,21,20070321,gareth_60.0_rt,0.5,0,1,0
Immigration1.0-23163,0,0,1,usa today,2007,3,21,20070321,allie_60.0_rt,0.5,0,1,0
Immigration1.0-36124,0,0,1,new york times,1986,7,20,19860720,corey_58.0_rt,0.5,1,0,1
Immigration1.0-36124,0,0,1,new york times,1986,7,20,19860720,spencer_58.2_rt,0.5,1,0,1
Immigration1.0-36129,0,0,1,new york times,1986,7,16,19860716,corey_64.0_rt,0.5,1,0,1
Immigration1.0-36129,0,0,1,new york times,1986,7,16,19860716,spencer_64.0_rt,0.5,1,0,1
Immigration1.0-6761,0,0,1,san jose mercury news,1999,5,19,19990519,gareth_58.0_rt,0.5,1,0,1
Immigration1.0-6761,0,0,1,san jose mercury news,1999,5,19,19990519,allie_58.2_rt,0.5,1,0,1
Immigration1.0-33290,0,0,1,palm beach post,2012,6,26,20120626,corey_59.0_rt,0.5,1,0,1
Immigration1.0-33290,0,0,1,palm beach post,2012,6,26,20120626,dana_59.0_rt,0.5,1,0,1
Immigration1.0-40011,0,0,1,san jose mercury news,1994,4,27,19940427,corey_58.0_rt,0.5,1,0,1
Immigration1.0-40011,0,0,1,san jose mercury news,1994,4,27,19940427,spencer_58.2_rt,0.5,1,0,1
Immigration1.0-40544,0,0,1,san jose mercury news,1994,6,29,19940629,alex_56.0_rt,1,1,0,1
Immigration1.0-19291,0,0,1,san jose mercury news,2006,3,26,20060326,alex_59.0_rt,0.5,0,1,0
Immigration1.0-19291,0,0,1,san jose mercury news,2006,3,26,20060326,allie_59.0_rt,0.5,0,1,0
Immigration1.0-22782,0,0,1,atlanta journal and constitution,2007,1,8,20070108,emily_56.2_rt,0.5,1,0,1
Immigration1.0-22782,0,0,1,atlanta journal and constitution,2007,1,8,20070108,spencer_56.0_rt,0.5,1,0,1
Immigration1.0-19299,0,0,1,atlanta journal and constitution,2006,3,25,20060325,corey_58.0_rt,0.5,0,1,0
Immigration1.0-19299,0,0,1,atlanta journal and constitution,2006,3,25,20060325,spencer_58.2_rt,0.5,0,1,0
Immigration1.0-40548,0,0,1,palm beach post,1994,6,28,19940628,corey_58.0_rt,0.5,0,1,0
Immigration1.0-40548,0,0,1,palm beach post,1994,6,28,19940628,spencer_58.2_rt,0.5,0,1,0
Immigration1.0-16508,0,0,1,palm beach post,2004,11,25,20041125,laurie_55.0_r,0.5,0,1,0
Immigration1.0-16508,0,0,1,palm beach post,2004,11,25,20041125,emily_55.2_r,0.5,0,1,0
Immigration1.0-16509,0,0,1,san jose mercury news,2004,11,25,20041125,allie_62.0_rt,0.5,1,0,1
Immigration1.0-16509,0,0,1,san jose mercury news,2004,11,25,20041125,emily_62.0_rt,0.5,1,0,1
Immigration1.0-16893,0,1,0,new york times,2005,3,7,20050307,spencer_62.0_rt,0.5,1,0,1
Immigration1.0-16893,0,1,0,new york times,2005,3,7,20050307,corey_62.0_rt,0.5,1,0,1
Immigration1.0-16500,0,0,1,herald-sun,2004,11,27,20041127,dana_61.0_rt,0.5,0,1,0
Immigration1.0-16500,0,0,1,herald-sun,2004,11,27,20041127,spencer_61.0_rt,0.5,0,1,0
Immigration1.0-8979,0,0,1,new york times,2000,9,23,20000923,hannah_65.0_rt,0.5,1,0,1
Immigration1.0-8979,0,0,1,new york times,2000,9,23,20000923,alex_65.0_rt,0.5,1,0,1
Immigration1.0-10822,0,0,1,st. petersburg times,2001,12,15,20011215,sam_57.0_rt,0.5,1,0,1
Immigration1.0-10822,0,0,1,st. petersburg times,2001,12,15,20011215,allie_57.0_rt,0.5,1,0,1
Immigration1.0-8202,0,0,1,palm beach post,2000,8,29,20000829,dana_61.0_rt,0.5,0,1,0
Immigration1.0-8202,0,0,1,palm beach post,2000,8,29,20000829,spencer_61.0_rt,0.5,0,1,0
Immigration1.0-16170,0,0,1,philadelphia inquirer,2004,7,12,20040712,sam_61.0_rt,0.5,1,0,1
Immigration1.0-16170,0,0,1,philadelphia inquirer,2004,7,12,20040712,corey_61.0_rt,0.5,1,0,1
Immigration1.0-11993,0,0,1,st. petersburg times,2002,7,29,20020729,nick_58.0_rt,0.5,1,0,1
Immigration1.0-11993,0,0,1,st. petersburg times,2002,7,29,20020729,laurie_58.0_rt,0.5,1,0,1
Immigration1.0-3848,0,1,0,daily news,1997,9,29,19970929,kristine_56.0_rt,0.5,1,0,1
Immigration1.0-3848,0,1,0,daily news,1997,9,29,19970929,jeremy_56.0_rt,0.5,1,0,1
Immigration1.0-30247,0,0,1,daily news,2010,9,25,20100925,nick_58.0_rt,0.5,0,1,0
Immigration1.0-30247,0,0,1,daily news,2010,9,25,20100925,laurie_58.0_rt,0.5,0,1,0
Immigration1.0-30246,0,1,0,atlanta journal and constitution,2010,9,26,20100926,corey_58.0_rt,0.5,1,0,1
Immigration1.0-30246,0,1,0,atlanta journal and constitution,2010,9,26,20100926,spencer_58.2_rt,0.5,1,0,1
Immigration1.0-30716,0,1,0,new york times,2011,1,5,20110105,corey_65.0_rt,0.5,1,0,1
Immigration1.0-30716,0,1,0,new york times,2011,1,5,20110105,hannah_65.2_rt,0.5,1,0,1
Immigration1.0-2460,0,0,1,washington post,1996,8,10,19960810,laurie_55.0_r,0.5,0,1,0
Immigration1.0-2460,0,0,1,washington post,1996,8,10,19960810,emily_55.2_r,0.5,0,1,0
Immigration1.0-12079,0,0,1,atlanta journal and constitution,2002,7,10,20020710,alex_54.0_r,0.5,1,0,1
Immigration1.0-12079,0,0,1,atlanta journal and constitution,2002,7,10,20020710,emily_54.0_r,0.5,1,0,1
Immigration1.0-22979,0,0,1,washington post,2006,12,10,20061210,corey_58.0_rt,0.5,1,0,1
Immigration1.0-22979,0,0,1,washington post,2006,12,10,20061210,spencer_58.2_rt,0.5,1,0,1
Immigration1.0-22976,0,0,1,san jose mercury news,2006,12,10,20061210,hannah_65.0_rt,0.5,1,0,1
Immigration1.0-22976,0,0,1,san jose mercury news,2006,12,10,20061210,alex_65.0_rt,0.5,1,0,1
Immigration1.0-25254,0,0,1,washington post,2007,8,29,20070829,spencer_60.2_rt,0.5,1,0,1
Immigration1.0-25254,0,0,1,washington post,2007,8,29,20070829,alex_60.0_rt,0.5,1,0,1
Immigration1.0-28335,0,0,1,saint paul pioneer press,2009,11,9,20091109,sam_59.0_rt,0.5,1,0,1
Immigration1.0-28335,0,0,1,saint paul pioneer press,2009,11,9,20091109,emily_59.0_rt,0.5,1,0,1
Immigration1.0-25251,0,0,1,st. louis post-dispatch,2007,8,29,20070829,kristine_60.0_rt,0.5,1,0,1
Immigration1.0-25251,0,0,1,st. louis post-dispatch,2007,8,29,20070829,corey_60.0_rt,0.5,1,0,1
Immigration1.0-38212,0,0,1,new york times,1992,5,31,19920531,emily_60.0_rt,0.5,1,0,1
Immigration1.0-38212,0,0,1,new york times,1992,5,31,19920531,nick_60.0_rt,0.5,1,0,1
Immigration1.0-38213,0,0,1,st. louis post-dispatch,1992,5,31,19920531,corey_54.0_r,0.5,1,0,1
Immigration1.0-38213,0,0,1,st. louis post-dispatch,1992,5,31,19920531,laurie_54.0_r,0.5,1,0,1
Immigration1.0-4539,0,0,1,washington post,1997,10,27,19971027,nick_58.0_rt,0.5,1,0,1
Immigration1.0-4539,0,0,1,washington post,1997,10,27,19971027,laurie_58.0_rt,0.5,1,0,1
Immigration1.0-28590,0,0,1,palm beach post,2009,8,2,20090802,gareth_61.0_rt,0.5,0,1,0
Immigration1.0-28590,0,0,1,palm beach post,2009,8,2,20090802,nick_61.0_rt,0.5,0,1,0
Immigration1.0-31625,0,0,1,washington post,2011,7,1,20110701,nick_58.2_rt,0.5,1,0,1
Immigration1.0-31625,0,0,1,washington post,2011,7,1,20110701,emily_58.0_rt,0.5,1,0,1
Immigration1.0-31620,0,0,1,atlanta journal and constitution,2011,7,1,20110701,allie_60.2_rt,0.5,1,0,1
Immigration1.0-31620,0,0,1,atlanta journal and constitution,2011,7,1,20110701,corey_60.2_rt,0.5,1,0,1
Immigration1.0-29429,0,0,1,denver post,2010,5,4,20100504,allie_60.2_rt,0.5,0,1,0
Immigration1.0-29429,0,0,1,denver post,2010,5,4,20100504,corey_60.2_rt,0.5,0,1,0
Immigration1.0-29422,0,0,1,san jose mercury news,2010,5,5,20100505,laurie_55.0_r,0.5,1,0,1
Immigration1.0-29422,0,0,1,san jose mercury news,2010,5,5,20100505,emily_55.2_r,0.5,1,0,1
Immigration1.0-10222,0,0,1,denver post,2001,7,17,20010717,laurie_59.0_rt,0.5,1,0,1
Immigration1.0-10222,0,0,1,denver post,2001,7,17,20010717,gareth_59.0_rt,0.5,1,0,1
Immigration1.0-21400,0,1,0,herald-sun,2006,8,12,20060812,kristine_60.0_rt,0.5,1,0,1
Immigration1.0-21400,0,1,0,herald-sun,2006,8,12,20060812,corey_60.0_rt,0.5,1,0,1
Immigration1.0-8199,0,0,1,palm beach post,2000,8,30,20000830,gareth_56.0_rt,0.5,1,0,1
Immigration1.0-8199,0,0,1,palm beach post,2000,8,30,20000830,corey_56.2_rt,0.5,1,0,1
Immigration1.0-8196,0,0,1,new york times,2000,8,30,20000830,allie_64.0_rt,0.5,1,0,1
Immigration1.0-8196,0,0,1,new york times,2000,8,30,20000830,laurie_64.0_rt,0.5,1,0,1
Immigration1.0-33866,0,0,1,denver post,2012,9,5,20120905,allie_61.0_rt,0.5,1,0,1
Immigration1.0-33866,0,0,1,denver post,2012,9,5,20120905,alex_61.0_rt,0.5,1,0,1
Immigration1.0-19996,0,0,1,st. petersburg times,2006,4,1,20060401,laurie_57.0_rt,0.5,0,1,0
Immigration1.0-19996,0,0,1,st. petersburg times,2006,4,1,20060401,kristine_57.0_rt,0.5,0,1,0
Immigration1.0-32026,0,0,1,new york times,2011,10,6,20111006,corey_56.0_rt,0.5,0,1,0
Immigration1.0-32026,0,0,1,new york times,2011,10,6,20111006,emily_56.0_rt,0.5,0,1,0
Immigration1.0-23317,0,0,1,palm beach post,2007,3,1,20070301,emily_56.2_rt,0.5,1,0,1
Immigration1.0-23317,0,0,1,palm beach post,2007,3,1,20070301,spencer_56.0_rt,0.5,1,0,1
Immigration1.0-23310,0,0,1,atlanta journal and constitution,2007,3,1,20070301,laurie_59.0_rt,0.5,1,0,1
Immigration1.0-23310,0,0,1,atlanta journal and constitution,2007,3,1,20070301,gareth_59.0_rt,0.5,1,0,1
Immigration1.0-655,0,0,1,new york times,1995,6,11,19950611,alex_55.0_r,0.5,1,0,1
Immigration1.0-655,0,0,1,new york times,1995,6,11,19950611,allie_55.0_r,0.5,1,0,1
Immigration1.0-15888,0,1,0,saint paul pioneer press,2004,9,23,20040923,nick_58.0_rt,0.5,1,0,1
Immigration1.0-15888,0,1,0,saint paul pioneer press,2004,9,23,20040923,laurie_58.0_rt,0.5,1,0,1
Immigration1.0-6978,0,0,1,atlanta journal and constitution,1999,11,29,19991129,gareth_61.0_rt,0.5,1,0,1
Immigration1.0-6978,0,0,1,atlanta journal and constitution,1999,11,29,19991129,nick_61.0_rt,0.5,1,0,1
Immigration1.0-30870,0,0,1,atlanta journal and constitution,2011,6,5,20110605,allie_54.0_r,0.5,1,0,1
Immigration1.0-30870,0,0,1,atlanta journal and constitution,2011,6,5,20110605,hannah_54.0_r,0.5,1,0,1
Immigration1.0-11179,0,0,1,herald-sun,2002,3,13,20020313,alex_56.0_rt,1,1,0,1
Immigration1.0-12853,0,0,1,daily news,2002,12,31,20021231,laurie_57.0_rt,0.5,1,0,1
Immigration1.0-12853,0,0,1,daily news,2002,12,31,20021231,kristine_57.0_rt,0.5,1,0,1
Immigration1.0-19375,0,1,0,atlanta journal and constitution,2006,3,19,20060319,alex_54.0_r,0.5,0,1,0
Immigration1.0-19375,0,1,0,atlanta journal and constitution,2006,3,19,20060319,emily_54.0_r,0.5,0,1,0
Immigration1.0-766,0,0,1,new york times,1995,5,11,19950511,dana_60.0_rt,0.5,1,0,1
Immigration1.0-766,0,0,1,new york times,1995,5,11,19950511,sam_60.0_rt,0.5,1,0,1
Immigration1.0-25413,0,0,1,washington post,2007,11,30,20071130,alex_55.0_r,0.5,1,0,1
Immigration1.0-25413,0,0,1,washington post,2007,11,30,20071130,allie_55.0_r,0.5,1,0,1
Immigration1.0-22377,0,1,0,palm beach post,2006,11,6,20061106,nick_62.0_rt,0.5,0,1,0
Immigration1.0-22377,0,1,0,palm beach post,2006,11,6,20061106,kristine_62.0_rt,0.5,0,1,0
Immigration1.0-34977,0,0,1,new york times,1981,2,7,19810207,corey_59.0_rt,0.5,1,0,1
Immigration1.0-34977,0,0,1,new york times,1981,2,7,19810207,dana_59.0_rt,0.5,1,0,1
Immigration1.0-9969,0,0,1,san jose mercury news,2001,8,22,20010822,dana_62.0_rt,0.25,0,1,0
Immigration1.0-9969,0,0,1,san jose mercury news,2001,8,22,20010822,kristine_65.0_rt,0.25,0,1,0
Immigration1.0-9969,0,0,1,san jose mercury news,2001,8,22,20010822,gareth_62.0_rt,0.25,0,1,0
Immigration1.0-9969,0,0,1,san jose mercury news,2001,8,22,20010822,allie_65.0_rt,0.25,0,1,0
Immigration1.0-20466,0,1,0,washington post,2006,4,16,20060416,laurie_59.0_rt,0.5,1,0,1
